Gene = DFFB
index = 442
Annotated 5SS: [  437  1564  8720 10773 12495 15292]
Annotated 3SS: [ 1436  8530 10692 12323 15190 26225]
SMsplice 5SS: [  437  1564  8720 10773 12495 13038 15292]
SMsplice 3SS: [ 1436  8530 10692 12323 12884 15190 26225]
top_k =  100
Partition function (log Z): -1.8938316466752187

Sorted 5' Splice Sites (High to Low Probability):
Position 1564: 0.9772436371595492
Position 12495: 0.9456712407972125
Position 15292: 0.8512418743230686
Position 10773: 0.7555216470057493
Position 8720: 0.6925510274149358
Position 13038: 0.6893638005947443
Position 15644: 0.5592962299477492
Position 7995: 0.4104245253140002
Position 12324: 0.369551779755174
Position 437: 0.32518124236228046
Position 100: 0.24688702066050533
Position 10794: 0.23308495513287858
Position 407: 0.21212337381976556
Position 15660: 0.11432256684412842
Position 15698: 0.08978280050244304
Position 721: 0.08432132202047603
Position 11142: 0.0789734570835195
Position 13259: 0.06419992311894855
Position 280: 0.06315423098846902
Position 172: 0.04077392339340829
Position 13847: 0.038052327990564246
Position 15939: 0.028376615670710363
Position 1586: 0.02275636284045202
Position 3453: 0.02251481791002395
Position 228: 0.018318829099488145
Position 6229: 0.018044539750485315
Position 15857: 0.017743254600680124
Position 13907: 0.01474375895097248
Position 899: 0.012917121589815181
Position 13723: 0.012629020694693658
Position 10912: 0.0113933978613737
Position 13879: 0.011283257688318678
Position 95: 0.009655391671612158
Position 918: 0.00891034148300582
Position 862: 0.007963104662495047
Position 1213: 0.005788234885829977
Position 60: 0.004664878136308739
Position 799: 0.004462907854877514
Position 709: 0.0028768585908688113
Position 495: 0.002853570269281694
Position 3226: 0.0016603918458839545
Position 1366: 0.0015263863975908513
Position 1359: 0.0011169045639934415
Position 12858: 0.0010221296430031695
Position 110: 4.221887490954057e-05
Position 177: 4.046408559621993e-05
Position 142: 4.695245552592307e-06
Position 25: 6.728005205204636e-08
Position 20: 4.327158575973025e-08
Position 28: 8.816045096889628e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 10692: 1.0000000000000016
Position 1436: 1.0000000000000004
Position 15190: 0.8914538550075558
Position 12884: 0.6781705014819015
Position 8530: 0.6438874234942784
Position 12323: 0.5888560543137851
Position 15558: 0.4963449306485043
Position 16045: 0.3944114975753781
Position 12139: 0.39076359951986434
Position 15732: 0.38543787519513156
Position 15516: 0.32623200232575966
Position 7863: 0.18391558625576018
Position 12416: 0.17365030349559663
Position 12398: 0.15005232212398198
Position 7878: 0.13573593384747634
Position 13642: 0.09109846510851559
Position 7912: 0.09077300521076369
Position 19499: 0.07798158735548714
Position 8361: 0.04866360392065742
Position 11064: 0.04510147550466588
Position 13163: 0.03178613523932661
Position 13141: 0.026990545527356555
Position 16837: 0.02687381210005014
Position 12783: 0.0237507687865197
Position 3334: 0.022514817910023976
Position 302: 0.021326613901181048
Position 6074: 0.018044539750485315
Position 16082: 0.016662854364616585
Position 11083: 0.014626119571161028
Position 15758: 0.012184243615329082
Position 12212: 0.011900741099158665
Position 677: 0.011052465480685074
Position 11080: 0.010819675479864286
Position 15210: 0.009660157173191769
Position 10983: 0.008426186527828292
Position 590: 0.004253230545354512
Position 331: 0.003729007502621839
Position 15425: 0.0028838036504690223
Position 1242: 0.0026432909615842944
Position 366: 0.0021238122549331845
Position 334: 0.0019544963546408965
Position 210: 0.0010851059961510554
Position 162: 0.0010784611614112715
Position 3132: 0.0009578533596248456
Position 304: 0.0007932919070670608
Position 565: 0.0007822891084269317
Position 522: 0.0006839945532399716
Position 1031: 0.0005873380084603881
Position 1002: 0.0005341252523723821
Position 765: 0.0004967952529272165
Position 247: 0.00045882178275538757
Position 2990: 0.00025566027787786905
Position 3158: 0.0002547712191685687
Position 3026: 0.00019210698921267116
Position 13026: 6.82084420159789e-05
Position 12831: 6.631697291509765e-05
