Gene = MAD2L2
index = 813
Annotated 5SS: [  238  9913 10612 11089 11298 14108 14803 15605 15993 16569]
Annotated 3SS: [ 9633 10211 11036 11178 14035 14701 15509 15918 16475 16833]
SMsplice 5SS: [  238 11089 11298 14108 14597 14803 15605 15993 16569]
SMsplice 3SS: [11036 11178 14035 14454 14701 15509 15918 16475 16833]
top_k =  100
Partition function (log Z): 11.11302619459049

Sorted 5' Splice Sites (High to Low Probability):
Position 238: 0.9999491160840412
Position 11298: 0.9983182848576054
Position 11089: 0.9944652003746429
Position 15605: 0.9920896962578062
Position 16569: 0.9792921181482572
Position 15993: 0.9767932455172242
Position 14108: 0.8618927468587612
Position 14803: 0.8477436814408122
Position 14597: 0.700381218951318
Position 14842: 0.14195597352450062
Position 15121: 0.06862448585511455
Position 15126: 0.012623880753043373
Position 15984: 0.007886459053040527
Position 16381: 0.007312654303940416
Position 14950: 0.006055115648967055
Position 15657: 0.0043663012186791845
Position 16177: 0.003236379436291281
Position 16007: 0.002309835506160909
Position 16259: 0.0018845789570027475
Position 14894: 0.0017209774179294673
Position 16013: 0.00161341415600033
Position 16122: 0.0012515632034418296
Position 16036: 0.0011700792329219993
Position 16164: 0.0009415456845444548
Position 15005: 0.0007974134120130582
Position 11891: 0.0006495468384751031
Position 15607: 0.0005510586282066955
Position 15661: 0.00034747630916575706
Position 2769: 0.0002561942055923065
Position 15823: 0.0002422186717974339
Position 2742: 0.00021667301418219913
Position 15573: 0.00021396875569847955
Position 242: 2.8513114038514014e-05
Position 658: 1.8587260243474455e-05
Position 588: 1.9664492061473426e-06
Position 1010: 1.8170924677886536e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 16475: 0.9999143845573021
Position 11036: 0.9988575343502009
Position 11178: 0.9939259508820456
Position 14701: 0.990326578910833
Position 15918: 0.9823080547757109
Position 15509: 0.9522981382319213
Position 14035: 0.8618927468587612
Position 14454: 0.700387681537675
Position 16833: 0.5895892571058036
Position 16783: 0.17000121057175802
Position 16780: 0.16086044274608408
Position 15050: 0.05266350564204271
Position 16839: 0.03616585834867233
Position 15514: 0.02303911386583613
Position 15540: 0.017831015700621348
Position 14874: 0.017798755610076107
Position 14899: 0.013088550366849779
Position 16761: 0.005571680560687831
Position 15796: 0.005202972457921138
Position 14680: 0.004916348607687263
Position 17019: 0.004033228956089416
Position 16202: 0.0033000876837108884
Position 16121: 0.0030716183033289188
Position 15674: 0.002954691153544446
Position 16935: 0.002948171628617078
Position 16237: 0.0028810207326503984
Position 15434: 0.0025185330952748326
Position 16966: 0.002441906360652911
Position 15933: 0.0018706128127908047
Position 16913: 0.0018080928293288502
Position 16730: 0.001770181874874322
Position 16104: 0.0014433217192230123
Position 17045: 0.001308507708905227
Position 15564: 0.0011339724441360292
Position 16646: 0.000848536198945508
Position 16748: 0.0007302475566081666
Position 16223: 0.0006391829961346789
Position 15879: 0.0005893939378511973
Position 17004: 0.0005608217803178106
Position 2654: 0.000472867219774506
Position 15446: 0.0004138499703127724
Position 17082: 0.0003726873196595645
Position 15096: 0.00036151812426512723
Position 15014: 0.0003598082042706982
Position 11732: 0.0003494952311989753
Position 15537: 0.0003338370490225178
Position 11701: 0.0003000516072761279
Position 17149: 0.00028128660125251425
Position 16080: 0.0001452474690502375
Position 15837: 0.0001300863027732617
Position 15696: 0.00011956682475917808
Position 16505: 7.045723083296053e-05
Position 15739: 1.1777082482028792e-06
Position 15719: 9.705653090875344e-08
Position 15179: 4.0812431121342456e-08
