Gene = FH
index = 554
Annotated 5SS: [  171  2580  6159  7795 11159 13759 15720 17319 19325]
Annotated 3SS: [ 2444  6047  7617 10975 13592 15515 17190 19170 21790]
SMsplice 5SS: [  171  2580  6159  7795 11159 13759 15720 17319 19325]
SMsplice 3SS: [ 2444  6047  7617 11000 13592 15515 17190 19228 21790]
top_k =  100
Partition function (log Z): 7.991168306301457

Sorted 5' Splice Sites (High to Low Probability):
Position 2580: 0.9995964035678073
Position 17319: 0.9913843489605716
Position 11159: 0.9906232930249264
Position 7795: 0.9455299250950252
Position 6159: 0.9243867960645947
Position 13759: 0.8955972053319111
Position 19325: 0.8390835532520327
Position 15720: 0.661726515966002
Position 171: 0.5666147946890604
Position 4265: 0.5456517217961537
Position 934: 0.5384450704568874
Position 13071: 0.42173575465316787
Position 4060: 0.22326536453857793
Position 15666: 0.21999749428466278
Position 481: 0.13138679915247461
Position 13120: 0.10465701866363375
Position 12555: 0.09566679185293689
Position 9837: 0.09287181805832471
Position 7026: 0.08403753631951846
Position 702: 0.07135214774264191
Position 4260: 0.07027516501937092
Position 13693: 0.0699053331499796
Position 6166: 0.059544932552992744
Position 1642: 0.054278615012552794
Position 21901: 0.05063622538009864
Position 15071: 0.04480124791965245
Position 6563: 0.0366833734605453
Position 13699: 0.021857776171662603
Position 9797: 0.020940746275451918
Position 19654: 0.018088936098021893
Position 19631: 0.017577509514371318
Position 2910: 0.013686259099652981
Position 13731: 0.012639685346446827
Position 3075: 0.011813542370342076
Position 1508: 0.011812346190753782
Position 13033: 0.010267523786206665
Position 4090: 0.01004904369495849
Position 12675: 0.009093449235239644
Position 7739: 0.0055734447499083415
Position 7799: 0.005305534862235598
Position 2862: 0.004670360351911512
Position 869: 0.004226592835545503
Position 7696: 0.0007273668066559616
Position 7803: 0.0007271885449175007
Position 8701: 0.00022357441538234116
Position 2560: 0.0001996725081930562
Position 7628: 0.0001848319222694981
Position 2620: 6.663396119989031e-05
Position 2529: 6.583033728072831e-05
Position 918: 5.7781998131572004e-05
Position 81: 2.570114797443093e-05
Position 448: 9.961114026476974e-06
Position 559: 7.820774527354399e-06
Position 206: 4.135812861850552e-06
Position 41: 3.887873786023318e-06
Position 124: 2.300161322509262e-06
Position 411: 2.1317670422470945e-06
Position 401: 1.8897429005045856e-06
Position 548: 1.8270543648557503e-06
Position 272: 4.6405858343787234e-08
Position 73: 5.941108996884114e-10
Position 135: 2.9448151674131825e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 13592: 0.9999389867601786
Position 17190: 0.9913843489605718
Position 6047: 0.9839317286175875
Position 7617: 0.9580482919810114
Position 2444: 0.9462995987436029
Position 15515: 0.8326121220384081
Position 21790: 0.7409140594423109
Position 19228: 0.7242551213988581
Position 11000: 0.7163767907632183
Position 4181: 0.5589086805824228
Position 12946: 0.4712740794615744
Position 10975: 0.27424650226170766
Position 3966: 0.2000913408664898
Position 9404: 0.11381256433377666
Position 600: 0.11234092760548219
Position 21738: 0.10856315448545958
Position 19016: 0.09452373588217954
Position 6944: 0.08403753631951848
Position 848: 0.0812170141412441
Position 20871: 0.06788501857335195
Position 13032: 0.06538621764143378
Position 12392: 0.06382916679406261
Position 4147: 0.050932665867412276
Position 21984: 0.050636225380098605
Position 20085: 0.04364488658823634
Position 15495: 0.04346522037875688
Position 19520: 0.039864925528755195
Position 641: 0.03803237527132539
Position 14970: 0.03345275032131612
Position 12495: 0.031837625058874275
Position 1560: 0.030816604230674033
Position 883: 0.029999770035614992
Position 1388: 0.027239549332680333
Position 2811: 0.02688532335138665
Position 18960: 0.023844244882018282
Position 2372: 0.02313148254828388
Position 3861: 0.021211963467502978
Position 2469: 0.017719478180867543
Position 754: 0.017370282535669534
Position 19719: 0.015323769140166234
Position 3711: 0.012011103899543513
Position 6484: 0.011802141950304625
Position 6377: 0.011648041983689256
Position 15011: 0.011348497598336315
Position 6404: 0.011055470116134813
Position 672: 0.009677262709088424
Position 12626: 0.009093449235239642
Position 2495: 0.008234243212964815
Position 1527: 0.008034807639952232
Position 825: 0.00685414969274117
Position 15551: 0.00666903465599032
Position 692: 0.006598118234775754
Position 4202: 0.006085540365689622
Position 20230: 0.005826386002372314
Position 506: 0.004481984062439996
Position 17530: 0.0043097211807427045
Position 2844: 0.003269119605567674
Position 2424: 0.0029154610147890322
Position 835: 0.002859813019094879
Position 15808: 0.002247608914401474
Position 6275: 0.002177719410416601
Position 701: 0.0017033422255454816
Position 2353: 0.0016036105662721263
Position 19978: 0.0013575769373805574
Position 19760: 0.0011674230857025049
Position 354: 0.0006465644750913936
Position 8498: 0.00022357441538234116
Position 287: 9.222062406584156e-05
Position 445: 6.390116319215182e-05
Position 13600: 6.1013239821199636e-05
Position 300: 5.21475701580654e-05
Position 762: 4.252048316964209e-05
Position 535: 3.566356750039754e-05
Position 540: 2.729626607899945e-05
Position 464: 2.3605000962842797e-05
Position 2244: 1.67551779647376e-05
Position 2664: 1.5718864952221494e-05
Position 480: 1.0013764343558363e-05
Position 2072: 7.908762624926965e-06
Position 260: 4.509493984143795e-06
Position 576: 2.5442115617076673e-06
Position 557: 2.21842749332647e-06
Position 206: 1.9988349647547076e-06
Position 409: 1.014229893725741e-06
Position 405: 7.762284168270758e-07
Position 368: 3.6462958905544915e-07
Position 514: 2.261952271452215e-07
Position 362: 9.978701814479096e-08
Position 258: 8.934553725498133e-08
Position 407: 4.101303928306103e-08
Position 378: 3.477368928104163e-08
Position 2210: 2.167110734624012e-09
