Gene = IPPK
index = 710
Annotated 5SS: [  358 11632 13810 17693 20813 22207 27514 29556 32265 35108 35880 50780]
Annotated 3SS: [11583 13713 17625 20690 22116 27454 29482 31984 34956 35776 50699 54207]
SMsplice 5SS: [  358  6204  6506 10966 11632 13810 15050 17030 17693 20854 22207 27514
 29556 35108 35880 42017 45715 50780 52586 54353]
SMsplice 3SS: [ 6112  6464 10845 11583 13713 14903 16802 17625 20690 22116 27454 29482
 35018 35776 41895 45638 50699 52427 54207 56534]
top_k =  100
Partition function (log Z): -16.82234217452732

Sorted 5' Splice Sites (High to Low Probability):
Position 13810: 0.9994272554415705
Position 11632: 0.9510576932608875
Position 6204: 0.9164235898294392
Position 358: 0.8916461024360005
Position 17693: 0.8264015923838633
Position 22207: 0.7927781527334427
Position 6506: 0.7871803232936934
Position 15050: 0.7378643397394454
Position 17030: 0.6112319966218134
Position 1888: 0.6032471357466593
Position 20854: 0.5084398482615996
Position 20813: 0.29563189687866903
Position 6048: 0.26161966113236473
Position 7447: 0.21004318207645123
Position 8467: 0.1338250275577593
Position 21343: 0.1133513302460459
Position 20841: 0.0984742131483751
Position 15650: 0.08379364341562809
Position 982: 0.04561460849316389
Position 566: 0.04066452759503527
Position 11641: 0.03509104594662811
Position 14700: 0.03160985424263137
Position 15726: 0.03020231112471248
Position 382: 0.027209937186456902
Position 387: 0.02134340813510725
Position 12348: 0.019881938920842997
Position 20868: 0.018400154783512486
Position 1610: 0.01743068510136964
Position 1094: 0.01684556854085978
Position 444: 0.012875129129251818
Position 407: 0.012457452658071097
Position 3101: 0.007837692555366602
Position 12337: 0.007532383910910668
Position 966: 0.007087885660263747
Position 1014: 0.0053361656084186864
Position 548: 0.004831325309544887
Position 1004: 0.003133241897395028
Position 15170: 0.0022871196823515756
Position 14904: 0.0014425039785405888
Position 17228: 0.0013529117372813612
Position 14075: 0.0012041341466121646
Position 14952: 0.0010531976865341824
Position 15344: 0.0007575943170640803
Position 840: 0.0005872407319067574
Position 371: 0.00016412253563594657
Position 47: 0.00014782252692834878
Position 312: 0.0001455419792489976
Position 603: 1.4782224781984452e-05
Position 49: 7.669636318540239e-06
Position 340: 4.563375437731152e-06
Position 149: 4.191058592063905e-06
Position 365: 1.0792671082476562e-06
Position 135: 6.1856133002524e-08
Position 241: 4.834570589142357e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 11583: 0.9861487392075154
Position 13713: 0.9393404585636541
Position 20690: 0.9379224102619632
Position 22116: 0.9339221398019644
Position 6112: 0.8454967389165053
Position 17625: 0.8264015923838619
Position 6464: 0.7228853248875206
Position 14903: 0.666281035633203
Position 16802: 0.6112319966218128
Position 1718: 0.6032471357466606
Position 5900: 0.3325465120452983
Position 26894: 0.20455809313518641
Position 24876: 0.1895875192145047
Position 8322: 0.1338250275577592
Position 26110: 0.12639625472202456
Position 21237: 0.12631437421145034
Position 15622: 0.11456261975616625
Position 23379: 0.08919399887567844
Position 24880: 0.08557251536688652
Position 7363: 0.08549910075939991
Position 14865: 0.07597039785480697
Position 7188: 0.07569405147496908
Position 13657: 0.06008679687791922
Position 912: 0.05971088733418798
Position 7225: 0.048782113080992326
Position 24495: 0.04213478203556877
Position 6391: 0.03489140075976333
Position 20968: 0.034574298074940314
Position 6411: 0.02940359764640953
Position 12210: 0.02741432283175362
Position 22887: 0.02685851960878006
Position 442: 0.023637550495231134
Position 14527: 0.021522587680530204
Position 24900: 0.021434041366011083
Position 1477: 0.009279320344886903
Position 891: 0.007361156736164018
Position 22375: 0.007042428408802797
Position 464: 0.006451601967956997
Position 14541: 0.0046960459867136
Position 2693: 0.0041082111818883495
Position 2842: 0.0037294813734782594
Position 14562: 0.003424979702578881
Position 14575: 0.002361968471669846
Position 17129: 0.0013529117372813612
Position 13988: 0.0010270389305963989
Position 17819: 0.0009975557520597949
Position 15202: 0.0007575943170640808
Position 819: 0.0005715534419384133
Position 638: 0.0005410909683730572
Position 14036: 0.000177095216015766
Position 7244: 6.791676109008626e-05
