Gene = SGOL1
index = 1250
Annotated 5SS: [  133  2306  2584  7921  9591 15149 15468]
Annotated 3SS: [ 2156  2386  7843  9531 14958 15375 24964]
SMsplice 5SS: [  133  2306  2584  7921  9591 15149]
SMsplice 3SS: [ 2156  2386  7843  9531 14958 24964]
top_k =  100
Partition function (log Z): -12.673964909995162

Sorted 5' Splice Sites (High to Low Probability):
Position 2584: 0.9749576206776932
Position 2306: 0.8544493789808366
Position 3803: 0.7838392071977082
Position 9591: 0.6685828376800635
Position 7921: 0.5414933463961724
Position 133: 0.3563051645650065
Position 232: 0.3347591591248194
Position 244: 0.21501527026883957
Position 2274: 0.1336494654246733
Position 880: 0.07081357896376063
Position 735: 0.04166806390895426
Position 24: 0.026344808038809918
Position 2880: 0.02109548109088807
Position 91: 0.020241049887676322
Position 490: 0.015392856576790438
Position 6088: 0.007114969062647136
Position 699: 0.0054738350290921955
Position 1161: 0.003509760762925438
Position 603: 0.002226710409609874
Position 704: 0.002106070331572693
Position 236: 0.0017246594125623546
Position 1868: 0.0014576126500302075
Position 2810: 0.001298854403090508
Position 44: 0.001253334876930249
Position 259: 0.000994105705783463
Position 3433: 0.0009932376144787302
Position 388: 0.000847115011975427
Position 1412: 0.0008378602094593481
Position 671: 0.0005103093486657769
Position 2433: 3.890473561992364e-05
Position 21: 1.1226693835469394e-05
Position 29: 7.29136113639188e-06
Position 121: 7.140245418296996e-06
Position 164: 6.810358124472158e-06
Position 2525: 4.385306786250509e-06
Position 172: 1.4051925532496995e-06
Position 213: 2.887369291158433e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2156: 0.9868624231527732
Position 2386: 0.9709206046620521
Position 15375: 0.6401605513396389
Position 7843: 0.5627113864130173
Position 3668: 0.5322793990288209
Position 9399: 0.37257292184943896
Position 9531: 0.3234632556239875
Position 3671: 0.25395533693141764
Position 11135: 0.08936808837782195
Position 627: 0.06332274276602932
Position 6973: 0.04491401091995569
Position 9744: 0.03556548821485835
Position 5912: 0.028848680540691878
Position 5560: 0.027242927557354486
Position 4115: 0.024784519023437347
Position 630: 0.018822780982214276
Position 8143: 0.01601195358330989
Position 2715: 0.015354729239584265
Position 8025: 0.013833508347758537
Position 294: 0.009475070446190767
Position 5824: 0.009383204911332472
Position 7491: 0.005657059056249761
Position 2443: 0.004840183929062837
Position 7097: 0.004525263303362578
Position 2809: 0.0043208568410452175
Position 5506: 0.004114395523335951
Position 558: 0.003828126821457489
Position 2806: 0.0030820290991684244
Position 3908: 0.002635692551727984
Position 2496: 0.0019468358305197375
Position 2163: 0.001695407337718668
Position 1705: 0.0014576126500302072
Position 4419: 0.0013636823954197297
Position 1027: 0.001058990244345752
Position 385: 0.0009846671091943713
Position 1275: 0.0008378602094593476
Position 2750: 0.0007922359199331396
Position 3746: 0.0007909412028242432
Position 364: 0.0007329836372765064
Position 2419: 0.0007106252811232617
Position 3176: 0.0006280740743940618
Position 2437: 0.0006173303738615664
Position 4135: 0.0005931010483704689
Position 1062: 0.000550273543605121
Position 685: 0.000444379261454807
Position 3338: 0.00043424270861604333
Position 3341: 0.0002282038587751837
Position 2754: 0.00020996750316171927
Position 2676: 7.42113870822403e-05
Position 2529: 1.3055950021838278e-05
Position 2345: 5.892969032806981e-06
Position 2350: 5.4107085967184686e-06
