Gene = RHBDD2
index = 1138
Annotated 5SS: [ 313 3289 4901]
Annotated 3SS: [2880 4749 9043]
SMsplice 5SS: [ 313 2539 4853]
SMsplice 3SS: [2416 4725 9043]
top_k =  100
Partition function (log Z): -5.9446381996833395

Sorted 5' Splice Sites (High to Low Probability):
Position 313: 0.9972556040156247
Position 4853: 0.5495627143418927
Position 2539: 0.5213941652377894
Position 4901: 0.44080625698623405
Position 1368: 0.1371379919154693
Position 6395: 0.11833144651250227
Position 2543: 0.05775604766865335
Position 637: 0.01697930705562531
Position 6303: 0.004397814616267313
Position 183: 0.0043277665015904535
Position 1546: 0.003932591022041594
Position 3990: 0.0033891578346453423
Position 1427: 0.0017770977360913826
Position 536: 0.0007615392264057625
Position 167: 0.0007424205691069844
Position 155: 0.00027962844894145386
Position 173: 3.346066511661643e-05
Position 157: 2.490858024719861e-06
Position 175: 9.572650791856349e-07
Position 287: 9.007444052622692e-07
Position 104: 4.7336495911060174e-07
Position 225: 1.7914383422242175e-09
Position 48: 1.4089869774776812e-09
Position 23: 5.2297225674478855e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4725: 0.7733738187148614
Position 2416: 0.5507562304837821
Position 9043: 0.5227113195861777
Position 4749: 0.15844905987026733
Position 6394: 0.12409227861193127
Position 1297: 0.11186168689904975
Position 6270: 0.08228242642997655
Position 4785: 0.06258130210881549
Position 6346: 0.06085895096131021
Position 6475: 0.05957825548955278
Position 6553: 0.046411697699498114
Position 9888: 0.04367096237155239
Position 6289: 0.03784277537974563
Position 9536: 0.034527422952472124
Position 7239: 0.030242408540980197
Position 2374: 0.027664028640759415
Position 8078: 0.023329418758891607
Position 4967: 0.02279897849527862
Position 5318: 0.020383012327023727
Position 515: 0.008701555432070674
Position 404: 0.006144604619375632
Position 1221: 0.005898882943487972
Position 908: 0.004957347269650858
Position 1256: 0.004764383930030137
Position 1266: 0.004649362344250276
Position 5039: 0.004368324852505191
Position 1335: 0.00344616712558121
Position 3814: 0.003389157834645341
Position 1119: 0.0033139672817889187
Position 2880: 0.003097457670827567
Position 1426: 0.0030666261479019197
Position 461: 0.0023840982751255004
Position 254: 0.002269054870933435
Position 2357: 0.0017480236591881366
Position 1079: 0.0007825682999256735
Position 1591: 0.0005452934964718061
Position 582: 0.0004600682750353315
Position 1094: 0.00041732516439780653
Position 257: 0.00038251477243551744
Position 1037: 0.0002586513158446699
Position 382: 0.0002552923048493007
Position 417: 0.0001530736309349397
