Gene = ATPIF1
index = 117
Annotated 5SS: [138 320]
Annotated 3SS: [ 227 1703]
SMsplice 5SS: [138 320]
SMsplice 3SS: [ 227 1703]
top_k =  100
Partition function (log Z): -4.167314718293006

Sorted 5' Splice Sites (High to Low Probability):
Position 138: 0.9948613173891978
Position 320: 0.9620215086014231
Position 1115: 0.044094522886678644
Position 626: 0.012060602214411444
Position 1637: 0.0030952012638870174
Position 1437: 0.001468840217069345
Position 796: 0.0011349818533061846
Position 99: 0.000602349761521145
Position 34: 0.00017793633021225862
Position 824: 8.998431578952041e-05
Position 153: 6.296326381381819e-05
Position 271: 2.7885392788179496e-05
Position 92: 2.697326137462211e-05
Position 410: 5.4286916383061e-06
Position 57: 5.4009693018771e-06
Position 341: 5.382310164175058e-06
Position 151: 2.4684630486394217e-06
Position 334: 1.8739042761066972e-06
Position 90: 3.4324449270771687e-07
Position 65: 9.333046116312344e-08
Position 80: 5.0336362846167436e-08
Position 196: 4.307060590846637e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 227: 0.9697523362057482
Position 1703: 0.4038415097383395
Position 499: 0.15804164734086645
Position 1521: 0.05217970223631006
Position 1562: 0.05078994515761108
Position 936: 0.04755963569309337
Position 437: 0.045348653115813944
Position 752: 0.034219024669883524
Position 1013: 0.03389737309527129
Position 1942: 0.023828203166818475
Position 1401: 0.022670890991539325
Position 1627: 0.022434273929366325
Position 1159: 0.01922628197737424
Position 625: 0.018930512521409513
Position 1277: 0.01844348472402123
Position 208: 0.017151619340194497
Position 1436: 0.00924998185133037
Position 1297: 0.008646165809831751
Position 1710: 0.006411092155892007
Position 693: 0.004837630268928154
Position 969: 0.004353476231156338
Position 1542: 0.0040271815668058725
Position 1750: 0.003991883352748615
Position 805: 0.003566677571191536
Position 458: 0.003480111959350412
Position 658: 0.003088635287053008
Position 1349: 0.0028980244360344866
Position 645: 0.002592923165903862
Position 525: 0.0024955377299302898
Position 1483: 0.0024442064383646176
Position 1963: 0.002288300634342608
Position 795: 0.002113808187978449
Position 1636: 0.002021863334877897
Position 1468: 0.0017213517579366265
Position 1897: 0.00169308716937204
Position 615: 0.0016358712460541312
Position 531: 0.0015512237854403508
Position 1208: 0.0014205464909752322
Position 1666: 0.0011578517278279766
Position 899: 0.0009693106442904048
Position 762: 0.0008123811492915047
Position 786: 0.0005497955990741067
Position 510: 0.0004987967974196913
Position 1008: 0.00041490400627958927
Position 267: 0.00035153239076210485
Position 1072: 5.896313293165221e-05
Position 233: 5.3654838908377374e-05
Position 882: 1.3985180215216018e-05
Position 287: 1.3537336174282852e-05
Position 291: 2.9022951300671533e-06
Position 296: 2.797987415158346e-06
Position 293: 5.479448228453068e-07
Position 289: 2.858919725714593e-07
Position 166: 1.473251938897447e-07
Position 137: 3.969400816130298e-08
Position 346: 1.9757937890914083e-09
Position 341: 1.0631257768313439e-09
Position 305: 5.832725177032968e-10
Position 151: 4.0921012036072896e-10
