Gene = LAMTOR2
index = 758
Annotated 5SS: [ 206  674 3316]
Annotated 3SS: [ 510 3225 3562]
SMsplice 5SS: [674]
SMsplice 3SS: [3562]
top_k =  100
Partition function (log Z): -7.7944207217931565

Sorted 5' Splice Sites (High to Low Probability):
Position 674: 0.6729835871541009
Position 206: 0.4076067192686741
Position 924: 0.34816141670958406
Position 3316: 0.30259499614360336
Position 3456: 0.12878998920007653
Position 122: 0.07318163015775409
Position 3320: 0.03950843509349258
Position 367: 0.0390030780118704
Position 132: 0.03713464901844727
Position 2959: 0.01519244957529544
Position 107: 0.007311290286812981
Position 844: 0.00638824240165987
Position 165: 0.005268730030661513
Position 275: 0.005172987502671018
Position 1817: 0.003937523913817336
Position 434: 0.0028039776621555726
Position 1530: 0.0026599189920353643
Position 3640: 0.0024352767045939926
Position 376: 0.002025442039184699
Position 1809: 0.0010076931656870637
Position 871: 0.0010011803123087981
Position 343: 0.0007838629145357149
Position 244: 0.00043328683387232006
Position 425: 0.00034094567623350745
Position 369: 3.350946166232962e-05
Position 210: 1.4626699715635163e-05
Position 591: 5.657148777079039e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 3562: 0.9740415081955089
Position 3225: 0.3936540014798748
Position 510: 0.3084424051847871
Position 712: 0.1357184038908769
Position 3341: 0.09532198449415404
Position 587: 0.0728424548965753
Position 818: 0.034954754255612286
Position 838: 0.017562067838019172
Position 2858: 0.016001819015779194
Position 806: 0.015324480355014578
Position 763: 0.006857945139124374
Position 894: 0.00628426402633031
Position 1657: 0.0049452170795044
Position 803: 0.004444852731735107
Position 909: 0.003216920075510058
Position 781: 0.0029441722198570515
Position 1435: 0.0026599189920353617
Position 3733: 0.0024352767045939935
Position 1098: 0.0020380059388368007
Position 383: 0.0019360876140390624
Position 1082: 0.001348943075897078
Position 822: 0.001099634170042472
Position 1018: 0.0009413500626083624
Position 769: 0.0002854340970194162
Position 967: 0.00025181587652780673
Position 406: 0.00010960210711354258
Position 591: 4.9273185755932955e-05
Position 457: 2.4983055076236877e-05
Position 479: 2.1353147681014865e-05
Position 526: 8.43559802674761e-06
Position 358: 6.177428084745581e-06
Position 363: 4.6117250787524625e-06
Position 342: 2.134609054541547e-06
Position 629: 5.916313459628548e-07
Position 215: 1.5817543900196292e-07
Position 641: 6.400676242243634e-08
