Gene = ADCK2
index = 27
Annotated 5SS: [ 1111  1605  6131  7985 14089 16573 17661]
Annotated 3SS: [ 1457  6001  7888 13836 16443 17606 21509]
SMsplice 5SS: [  350  1605  6131  7985 14089 16573]
SMsplice 3SS: [ 1457  6001  7888 13836 16443 21509]
top_k =  100
Partition function (log Z): -5.235232605444385

Sorted 5' Splice Sites (High to Low Probability):
Position 1605: 0.9995868752127843
Position 16573: 0.9724786013158438
Position 6131: 0.9168436280491514
Position 14089: 0.8704617118076482
Position 7985: 0.7998503546671027
Position 350: 0.40295098217128344
Position 1111: 0.392026510690486
Position 15528: 0.2508447849569652
Position 3011: 0.23779171604070842
Position 3071: 0.09976999408298143
Position 6124: 0.08126175003631009
Position 17661: 0.0753274792162384
Position 325: 0.07425293665880048
Position 346: 0.046712835778554916
Position 228: 0.034537823297114745
Position 2762: 0.029202620386134612
Position 86: 0.0257945899989572
Position 17696: 0.02440614894058967
Position 4659: 0.02026496023182223
Position 4910: 0.019715780919312084
Position 4781: 0.018016779899713082
Position 4974: 0.014559003411165575
Position 920: 0.014250127716972287
Position 31: 0.011337368923893743
Position 17044: 0.010163920688051569
Position 385: 0.009457633918124736
Position 5527: 0.008614812623080195
Position 16581: 0.006385859007278271
Position 2282: 0.005756141387057412
Position 499: 0.005575339423946266
Position 336: 0.005537519936237313
Position 208: 0.005490589916789799
Position 4625: 0.004565471377066809
Position 5456: 0.003691145558864501
Position 5119: 0.0034394844579547115
Position 2125: 0.0028617480500552623
Position 2803: 0.002146498244489087
Position 1385: 0.0021195145722398556
Position 2784: 0.0020688214792471114
Position 495: 0.0019943010501475853
Position 1060: 0.0011185308386735026
Position 181: 0.0009692105764465807
Position 817: 0.000921203032049232
Position 328: 0.0008325434483430587
Position 697: 0.0005002239302905895
Position 1027: 0.00045331919883968673
Position 691: 0.00038243375719011747
Position 1696: 0.0003819675216660084
Position 77: 0.0003374265628806567
Position 1120: 0.0002788992073485843
Position 196: 0.0002688279338781985
Position 627: 0.0002640324476558863
Position 202: 0.0002140786769356572
Position 140: 0.00014546832991064662
Position 1627: 3.0258099414953467e-05
Position 1729: 8.991661334304355e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 6001: 0.9967813204835256
Position 1457: 0.9921926528475217
Position 16443: 0.9872903075863976
Position 7888: 0.7015072685880674
Position 21509: 0.4708517657126195
Position 13836: 0.3980773607650484
Position 17797: 0.28450857999298257
Position 15436: 0.25084478495696527
Position 13783: 0.2379004608109724
Position 13864: 0.23448389023162725
Position 2656: 0.20004252566607694
Position 17606: 0.1280038795401144
Position 7569: 0.06072396240406293
Position 2910: 0.052850653362821916
Position 2959: 0.05000965884831137
Position 4526: 0.04537784342894508
Position 19690: 0.03849373721844762
Position 7918: 0.037936928754043926
Position 2943: 0.03611691227558272
Position 16710: 0.027373940127049145
Position 19856: 0.026408199581831562
Position 18368: 0.026344280688314767
Position 20347: 0.026218379776618318
Position 1018: 0.022106978070518913
Position 2885: 0.019912800098125814
Position 19229: 0.018896158474814725
Position 18951: 0.017637075943137653
Position 4887: 0.01486559316969701
Position 4638: 0.013003871702559865
Position 16935: 0.012850456313857844
Position 5205: 0.012305958181944684
Position 17793: 0.01224267645455164
Position 2889: 0.00766821377727274
Position 1484: 0.007640652920201086
Position 16684: 0.005201178999856565
Position 2202: 0.004621594364535354
Position 4909: 0.0038746875378777696
Position 4973: 0.0034394844579547115
Position 1059: 0.0031455732916696455
Position 14916: 0.003069895660054614
Position 1841: 0.0028636667244840916
Position 16966: 0.002655637747085652
Position 2761: 0.002466900269809967
Position 741: 0.002329607572158969
Position 997: 0.0020269755516481086
Position 1105: 0.002024568538109678
Position 2787: 0.0019213913457136124
Position 916: 0.0016705727343076797
Position 206: 0.0015146919707223446
Position 5944: 0.0014839312426160674
Position 970: 0.001215119575057263
Position 1001: 0.0011391625383029734
Position 2175: 0.0011345470225220598
Position 802: 0.0005982622223565684
Position 1042: 0.00032351307315462856
Position 816: 0.00029877124727060306
Position 10686: 0.0002268565459313559
Position 852: 0.00017702585837779962
Position 684: 0.0001534497503366544
Position 1423: 9.800992844903665e-05
Position 1359: 4.423166439578146e-05
Position 1362: 2.4452639432097118e-05
