Gene = XPA
index = 1575
Annotated 5SS: [  237  3709  7824 10262 12435]
Annotated 3SS: [ 3597  7717 10095 12316 21769]
SMsplice 5SS: [  237  3709  7824 12435 20929 21587 21869]
SMsplice 3SS: [ 3597  7717 12316 20846 21397 21769 21966]
top_k =  100
Partition function (log Z): 2.4648171911519237

Sorted 5' Splice Sites (High to Low Probability):
Position 12435: 0.9999983089864231
Position 7824: 0.9987586609272
Position 21869: 0.9703415256458646
Position 4152: 0.6589612854077355
Position 21587: 0.6497383589143222
Position 3709: 0.6408431766789687
Position 237: 0.6223838533306947
Position 3714: 0.35915682332103255
Position 134: 0.2554410807007505
Position 21595: 0.1911334022745175
Position 1568: 0.07320207529210493
Position 1473: 0.07236521749173033
Position 6490: 0.04631641387927003
Position 4983: 0.04080482526560861
Position 8607: 0.03472749700367113
Position 13879: 0.032522802208983806
Position 144: 0.03127737199374902
Position 4164: 0.029899560972465766
Position 347: 0.028880747145942545
Position 12754: 0.024265620024200088
Position 564: 0.022953511864901167
Position 5769: 0.021916997948822507
Position 15158: 0.020513898766830553
Position 2775: 0.01736889848702373
Position 12640: 0.01641600059640749
Position 6448: 0.016159139256887813
Position 6501: 0.013630487531649048
Position 1260: 0.012275616604363649
Position 12002: 0.0030089045931413877
Position 9021: 0.0025110435376452175
Position 22191: 0.0022573514945658213
Position 10262: 0.002034583209436563
Position 9812: 0.00202413232343825
Position 22176: 0.0015022290356601412
Position 22064: 0.0012272032647296107
Position 7866: 0.00026617809253068613
Position 24: 7.9481063405016e-05
Position 8440: 3.624166657256729e-05
Position 248: 3.205851486258613e-05
Position 952: 3.173123494787744e-05
Position 284: 8.326239406971616e-06
Position 45: 4.9946214341724195e-06
Position 21915: 4.299058873334683e-06
Position 351: 3.5746320733788908e-06
Position 327: 2.0775512260152438e-06
Position 21864: 1.5572550782844334e-06
Position 311: 7.171803266531576e-07
Position 18: 2.269629730708046e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 21769: 0.9999983089864223
Position 7717: 0.99902483901973
Position 3597: 0.9954158112348825
Position 12316: 0.9788796987856959
Position 21397: 0.8408717611888396
Position 4021: 0.3810700419807939
Position 3965: 0.30771919137235
Position 21966: 0.3020974198813782
Position 22154: 0.20829818588172355
Position 22020: 0.1401222547087076
Position 22353: 0.11067542002856097
Position 21946: 0.07999730836254353
Position 6331: 0.06597774009978653
Position 22331: 0.05266957518286825
Position 1383: 0.04486930900523878
Position 22082: 0.04103763737993562
Position 8502: 0.03472862668922763
Position 1367: 0.03382165807799056
Position 13754: 0.032522802208983785
Position 21975: 0.02685164172889696
Position 4890: 0.026420283179813885
Position 12252: 0.021118610200727427
Position 14926: 0.020513898766830546
Position 12569: 0.01940420836798227
Position 2570: 0.017368898487023724
Position 5646: 0.014769012335609094
Position 4952: 0.013916340317735481
Position 6334: 0.01012830056802033
Position 429: 0.008734709783866243
Position 1391: 0.007952646595849686
Position 12678: 0.007707572206863199
Position 1288: 0.00759163046099328
Position 22086: 0.0073384357242466626
Position 5671: 0.007147985613213405
Position 12527: 0.006370546320279591
Position 12546: 0.005603167434151112
Position 358: 0.004783253886275296
Position 1165: 0.0045587073752156905
Position 1136: 0.003273873255944953
Position 11856: 0.0030089045931413877
Position 22385: 0.0022894577948642135
Position 10095: 0.002034583209436563
Position 3435: 0.0018505068524490523
Position 1109: 0.0017201976667704424
Position 1031: 0.0016366763167453184
Position 3329: 0.001582288181212423
Position 8937: 0.0014007632869701572
Position 12596: 0.0013271957314356837
Position 3302: 0.0011513937314584458
Position 8868: 0.0011102802506750603
Position 9514: 0.0011020857466651106
Position 22006: 0.001044380815602342
Position 9692: 0.000922046576773138
Position 21931: 0.0008603470325001405
Position 22053: 0.0008395355029935294
Position 22156: 0.0008013559789641515
Position 4830: 0.0004682017680592425
Position 22338: 0.0004112097509867931
Position 12580: 0.0002689305598957192
Position 3994: 4.893466883108127e-05
Position 8325: 3.624166657256729e-05
Position 3969: 1.744259386967528e-05
Position 4089: 5.2357643565613e-06
Position 8181: 5.613280226502412e-07
