Gene = DUS4L
index = 475
Annotated 5SS: [  252   719  3229  7309  9864 11353 12635]
Annotated 3SS: [  629  3091  7186  9745 11229 12407 13354]
SMsplice 5SS: [  252  3229  7309 11353 12635]
SMsplice 3SS: [ 3091  7096 11127 12407 13354]
top_k =  100
Partition function (log Z): 3.038732425060165

Sorted 5' Splice Sites (High to Low Probability):
Position 3229: 0.9969998518046799
Position 12635: 0.995119887961937
Position 7309: 0.8808447871228149
Position 11353: 0.6513755873707752
Position 252: 0.5123334974446885
Position 1042: 0.3793652740848396
Position 719: 0.358218528224538
Position 1321: 0.3444224237115867
Position 11303: 0.3106051846167257
Position 894: 0.24892054807231298
Position 1494: 0.24857747536320565
Position 1326: 0.1958878807973511
Position 325: 0.1773785898714656
Position 9864: 0.16120550657406704
Position 12928: 0.15954556754276022
Position 7775: 0.1214781928986246
Position 3908: 0.1107339586788984
Position 2824: 0.05647276329792639
Position 102: 0.050256102919229356
Position 890: 0.02543169745441345
Position 11230: 0.02151530981107323
Position 706: 0.013310761918156472
Position 11877: 0.010173060454619725
Position 964: 0.005928991277529082
Position 394: 0.005545555135267561
Position 13186: 0.004774926104578015
Position 294: 0.004080106245373831
Position 3194: 0.003000148195320202
Position 13537: 0.0029059920370453412
Position 446: 0.0025163326398241906
Position 349: 0.0010728417296710729
Position 126: 0.0004095222521035269
Position 285: 8.186425298386622e-05
Position 534: 6.83756961522438e-05
Position 732: 1.5584809628492292e-05
Position 113: 3.0794158460961995e-07
Position 132: 2.7032598605819714e-08
Position 168: 4.2298347586935384e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3091: 0.9999999999999999
Position 13354: 0.9724570414426298
Position 12407: 0.895049716798562
Position 7096: 0.8794450040794562
Position 11127: 0.8518394405437764
Position 1196: 0.5190920836047745
Position 807: 0.2871303984943501
Position 629: 0.27080528207650834
Position 1391: 0.22960365535690158
Position 11189: 0.12656496304640594
Position 9745: 0.10567597372034761
Position 7649: 0.0822734403938826
Position 3796: 0.0789272226160153
Position 890: 0.07348725857402562
Position 893: 0.0654356157634497
Position 2593: 0.05647276329792638
Position 12436: 0.056199476923442036
Position 9624: 0.05552953285371944
Position 12734: 0.0554491281749842
Position 785: 0.048672248396775676
Position 12802: 0.0476955096105458
Position 1160: 0.039211584045956496
Position 7531: 0.03920475250474201
Position 12762: 0.03168741816964585
Position 12383: 0.02780762905280543
Position 12790: 0.020104627533726264
Position 12450: 0.01776839057902708
Position 963: 0.016285124091713774
Position 12868: 0.016102259089824017
Position 3852: 0.015908366411032285
Position 3799: 0.01589836965185082
Position 769: 0.015488654139812888
Position 11758: 0.010173060454619721
Position 13979: 0.006237875400040809
Position 11229: 0.005091678208391498
Position 13084: 0.00477492610457801
Position 12841: 0.004028674981564974
Position 14341: 0.002959190174977149
Position 635: 0.0027829700056438518
Position 13638: 0.0018107762730150416
Position 593: 0.0016710326421119552
Position 6875: 0.0013997830433586304
Position 695: 0.0013194220160930232
Position 1236: 0.0009804568645107971
Position 14151: 0.0009708544146198799
Position 14390: 0.0007048683061950101
Position 199: 0.0004980593135548051
Position 13185: 0.0004873066001421122
Position 672: 0.0004135403017886591
Position 462: 0.00028426601810066217
Position 202: 0.000263289194104406
Position 186: 0.0002161564568559444
Position 499: 0.00010050725496202491
Position 455: 7.473004598656617e-05
Position 12217: 5.070401599497116e-05
Position 240: 5.9546395068120095e-06
