Gene = SIT1
index = 1259
Annotated 5SS: [187 439 584 757]
Annotated 3SS: [302 524 694 858]
SMsplice 5SS: [187 439 584 757]
SMsplice 3SS: [302 524 694 858]
top_k =  100
Partition function (log Z): 2.7579402438711167

Sorted 5' Splice Sites (High to Low Probability):
Position 187: 0.9867268666483254
Position 584: 0.9440380779166503
Position 439: 0.9386402606714328
Position 757: 0.9377408031127866
Position 1015: 0.041412466841418645
Position 211: 0.010629893847251824
Position 952: 0.008933298971512862
Position 621: 0.005926771994143067
Position 34: 0.005009937799305981
Position 942: 0.004886281349696356
Position 443: 0.004038645353126202
Position 911: 0.0015387172421462297
Position 871: 0.0009346385291981898
Position 58: 0.000813943153157626
Position 555: 0.0005736685866902353
Position 547: 0.0005574824118846521
Position 1457: 0.000485008515928942
Position 237: 0.00047139042674178473
Position 334: 9.600771452485139e-05
Position 628: 9.557185204264097e-06
Position 222: 9.123548903958586e-06
Position 79: 7.694033982883705e-06
Position 227: 5.723695875156281e-06
Position 10: 3.172581014629889e-06
Position 65: 2.5449482968906368e-06
Position 260: 1.7972225769581267e-06
Position 119: 1.6695214859443055e-06
Position 117: 9.805018297873103e-07
Position 70: 7.449742517835869e-10
Position 125: 1.1124750677813516e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 694: 0.9793879262863451
Position 302: 0.9251882720683854
Position 524: 0.9201243573413412
Position 858: 0.4351414868253417
Position 1167: 0.3047044942720312
Position 823: 0.06896763387755933
Position 347: 0.05142825649803075
Position 844: 0.03786652083092278
Position 1326: 0.031117165668609423
Position 909: 0.02795568593621565
Position 1059: 0.022141514084637465
Position 1495: 0.01441663740624302
Position 865: 0.00942286486571797
Position 1176: 0.008281585938157199
Position 1618: 0.007179174134217189
Position 1141: 0.006464614040898157
Position 1034: 0.006328805127797008
Position 322: 0.005667974679978767
Position 894: 0.004364189497357347
Position 1341: 0.003747803013929642
Position 830: 0.003231660230229345
Position 1015: 0.0024488054550852625
Position 1505: 0.001995578865544305
Position 492: 0.001969012041288381
Position 887: 0.0019029052985523294
Position 1400: 0.001893153492250986
Position 1144: 0.001611621194027651
Position 144: 0.0014493877038821844
Position 112: 0.0013845825691099919
Position 117: 0.0013398807572002343
Position 1429: 0.001205965745337904
Position 650: 0.0009236141023145808
Position 674: 0.0008110034821293848
Position 397: 0.0007383245122101201
Position 579: 0.00025249198281096773
Position 715: 9.72462890849448e-05
Position 663: 9.49676143828003e-05
Position 709: 4.3077162537013147e-05
Position 653: 4.134242023839008e-05
Position 489: 3.5470355424304826e-05
Position 405: 2.9901673307343094e-05
Position 657: 2.7302263557381154e-05
Position 417: 2.1969664040951436e-05
Position 114: 1.8908495262023794e-05
Position 583: 1.4447587231454306e-05
Position 755: 1.1429321488901129e-05
Position 154: 2.172653784184328e-06
Position 433: 7.410311648122232e-07
Position 151: 5.891844127414687e-07
Position 414: 5.605988140069654e-07
Position 420: 4.4664507472075e-07
Position 83: 4.340051825674469e-07
Position 95: 3.1470423771096716e-07
Position 721: 1.2496368984257466e-07
Position 156: 2.1449939496403216e-08
Position 532: 2.614200905566456e-09
Position 534: 2.3121453512714633e-09
Position 546: 1.9501332940316536e-09
Position 199: 1.8125885717647891e-10
Position 191: 1.0489722115731975e-10
