Gene = VPRBP
index = 1550
Annotated 5SS: [  122 16276 29066 33192 36881 56229 58610 59025 66526 67298 69188 74253
 76823 77879 78441 79770 81933 82607 83275 83564 84178 93434 97845]
Annotated 3SS: [16157 28988 33117 36766 56090 58096 58922 66345 67087 69017 74127 75558
 77679 78357 79684 81698 82512 83169 83489 84075 93180 97751 99454]
SMsplice 5SS: [  122  3261 10687 16276 29066 33192 36881 56229 58610 59025 66526 67298
 74253 77879 78441 79770 80263 81912 82607 83275 83564 84178 93434]
SMsplice 3SS: [ 3213 10566 16157 28988 33117 36766 56090 58460 58922 66345 67087 74127
 77679 78357 79684 80178 81698 82512 83169 83489 84075 93180 97751]
top_k =  100
Partition function (log Z): -30.695073919514876

Sorted 5' Splice Sites (High to Low Probability):
Position 16276: 0.9999999999999905
Position 36881: 0.9977466298304877
Position 29066: 0.9879567093709372
Position 3261: 0.8877762377401464
Position 122: 0.8601683379208022
Position 10687: 0.8403504131075819
Position 33192: 0.4547967677276668
Position 33196: 0.17806093648857574
Position 7606: 0.13430160464798022
Position 33351: 0.1047355206879184
Position 33384: 0.09393336277192332
Position 3395: 0.0822117348226556
Position 36: 0.04697656967360839
Position 25: 0.04320080683258675
Position 9840: 0.0430195403617924
Position 174: 0.0340452145192092
Position 33369: 0.0338614143391971
Position 3366: 0.030012027437195752
Position 4229: 0.0281805186501352
Position 29205: 0.023221875374780623
Position 710: 0.01243693294987678
Position 33240: 0.012224273057522208
Position 29343: 0.011811200225363647
Position 409: 0.011782293775202447
Position 9706: 0.010707346733262678
Position 40571: 0.004930370397784289
Position 33918: 0.004175099572412854
Position 31031: 0.002669599853431771
Position 264: 0.0018378647934775907
Position 640: 0.0011790392626622403
Position 1895: 0.0005920915540788072
Position 697: 0.0005092304651249887
Position 378: 1.8009784005485407e-05
Position 199: 8.08161708511827e-06
Position 19: 6.915373488641468e-06
Position 21: 6.728111129949031e-06
Position 17: 6.573308931469986e-06
Position 59: 5.9451613200492665e-06
Position 61: 5.291485481497436e-06
Position 15: 4.654657797454787e-06
Position 57: 3.267638503460256e-06
Position 492: 2.927647195978103e-06
Position 40: 1.8362134074964872e-06
Position 87: 1.392969181255311e-06
Position 411: 8.414740036497807e-07
Position 396: 6.017183918827929e-07
Position 413: 4.0813738599106635e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 16157: 0.9999999999999929
Position 28988: 0.9999999999999878
Position 3213: 0.9999764758661246
Position 36766: 0.9996654355689765
Position 33117: 0.877946839503822
Position 10566: 0.7990905539497072
Position 49481: 0.4045514588613535
Position 43661: 0.08237755618248006
Position 43514: 0.07426149819925076
Position 42548: 0.06273412247612187
Position 7480: 0.059889467983470675
Position 46045: 0.054015918628232705
Position 9570: 0.0537268870950547
Position 42078: 0.05343445940089663
Position 7419: 0.043040336138837516
Position 10562: 0.04125985915787439
Position 38867: 0.03703215143493867
Position 42876: 0.03294186007369052
Position 7505: 0.03137180052567199
Position 39384: 0.028397253606533727
Position 37251: 0.024343114952528406
Position 44103: 0.023306192161103936
Position 39206: 0.021037880111914403
Position 42267: 0.014209298600936887
Position 40093: 0.012874471584359955
Position 40700: 0.011955060539261176
Position 38193: 0.011312322277075468
Position 4101: 0.010441531080508768
Position 29245: 0.010260296307971494
Position 29156: 0.009764146701005231
Position 40527: 0.00843148382491316
Position 4110: 0.008002593825826134
Position 481: 0.007785794999335138
Position 40989: 0.006830569840499361
Position 41773: 0.006480350687133278
Position 38333: 0.005755536241984598
Position 4077: 0.005198406489933821
Position 38088: 0.005105184843784574
Position 37950: 0.004908010287616936
Position 33799: 0.004175099572412843
Position 563: 0.0035699953499168666
Position 39873: 0.0029837854098573396
Position 29193: 0.0029653419621163703
Position 30974: 0.002669599853431771
Position 40408: 0.002534311686944679
Position 38978: 0.002149301584690473
Position 37094: 0.002087989631860816
Position 37070: 0.002027675497665424
Position 4174: 0.00154872586602546
Position 3920: 0.001540905897483329
Position 38575: 0.0014870575951048321
Position 4003: 0.001448355490357689
Position 37129: 0.0011027105585321273
Position 37602: 0.001019360995273769
Position 296: 0.0008536078169583449
Position 36970: 0.0006419338742460841
Position 1641: 0.00037045430101206053
Position 40290: 0.00034711857749188736
Position 1711: 0.00022163725306674427
Position 2866: 2.272695664430465e-05
Position 3311: 7.971772302409109e-07
