Gene = KIF12
index = 745
Annotated 5SS: [ 123  943 1451 1757 2671 3007 3844 4035 4705 4877 5172 5651 5829 6516
 6725]
Annotated 3SS: [ 866 1315 1620 2578 2849 3724 3929 4601 4785 5084 5559 5723 6414 6605
 7056]
SMsplice 5SS: [ 123  756  943 1244 1451 1757 2671 3844 4035 4705 4877 5172 5651 5829
 6319 6516 6725]
SMsplice 3SS: [ 627  866 1071 1315 1620 2578 3724 3951 4601 4785 5084 5559 5723 6209
 6414 6605 7056]
top_k =  100
Partition function (log Z): 35.710417286307354

Sorted 5' Splice Sites (High to Low Probability):
Position 5172: 0.9840991776687824
Position 4877: 0.9823806945739217
Position 123: 0.9763438240768761
Position 943: 0.9737543871306498
Position 4705: 0.9710986618698245
Position 5829: 0.9691715616169951
Position 756: 0.9680967761700607
Position 4035: 0.9635054763449926
Position 5651: 0.9251515458998691
Position 1451: 0.9208957036908574
Position 6516: 0.870621841252493
Position 2671: 0.8464829066154675
Position 1757: 0.7371774384201872
Position 1244: 0.6941880736252185
Position 3844: 0.5323901015584102
Position 6319: 0.5256282547658916
Position 6725: 0.46450931652900795
Position 3007: 0.4563149872566846
Position 2934: 0.24530439995342718
Position 1786: 0.24192797401068217
Position 351: 0.21749337470770427
Position 2693: 0.12988481621510306
Position 420: 0.10576281801484579
Position 3871: 0.08711652493784228
Position 6307: 0.07416526882188192
Position 1555: 0.03764708008199785
Position 6352: 0.03506113888958778
Position 5463: 0.03143545749556837
Position 628: 0.02601330208222729
Position 1267: 0.02498823451025564
Position 3428: 0.024082935666199522
Position 2720: 0.023616136381857146
Position 559: 0.020216009760978638
Position 6328: 0.016055008550542874
Position 3027: 0.014939659317806468
Position 45: 0.014747524765932704
Position 2144: 0.013857706043524997
Position 6540: 0.012612745883592454
Position 3528: 0.011687668000643517
Position 293: 0.011565137495030482
Position 983: 0.011559192661920329
Position 5456: 0.011304705124321789
Position 3522: 0.011133525728805237
Position 6903: 0.010536272955532264
Position 1539: 0.010090652486382981
Position 3326: 0.007629783241446338
Position 2926: 0.006376799684410324
Position 6691: 0.00472668941662317
Position 1184: 0.004089666396360502
Position 4441: 0.0039145208273713055
Position 6236: 0.0025997118157315043
Position 4832: 0.002565242054262798
Position 1874: 0.002206456528296969
Position 236: 0.0019513059117376296
Position 671: 0.0014217612438101063
Position 1551: 0.0012329463312057728
Position 5155: 0.0005183183059847918
Position 5516: 0.00020248800273824972
Position 73: 4.415706815408619e-05
Position 2750: 1.6140787574119844e-05
Position 387: 1.5113487714601022e-06
Position 15: 2.799055485617786e-07
Position 32: 1.535832064670855e-07
Position 90: 3.265151249668486e-09
Position 224: 1.077254208754236e-11
Position 221: 3.904524216293495e-13
Position 49: 1.1297328722253778e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 3724: 0.9968601409168024
Position 6414: 0.9962463209625735
Position 1620: 0.9812656619568758
Position 4785: 0.9810156369967461
Position 866: 0.9661236021467403
Position 5084: 0.9609024136868847
Position 5723: 0.9576260548302242
Position 5559: 0.9252552251109276
Position 4601: 0.9228077170117074
Position 2578: 0.810462763516459
Position 1071: 0.7727447108741298
Position 627: 0.7675000169458973
Position 1315: 0.5809381418530928
Position 6605: 0.5801160697785177
Position 6209: 0.5770199631532632
Position 7056: 0.5498707558059373
Position 3951: 0.5242350442207352
Position 2849: 0.4608289737730211
Position 1341: 0.25235779071826603
Position 2549: 0.18924660581229594
Position 6882: 0.17219316458406025
Position 2922: 0.15724422298814458
Position 271: 0.12001941761201057
Position 575: 0.08943434798210853
Position 235: 0.0848418472389308
Position 253: 0.07682777135977144
Position 1360: 0.06662499214784653
Position 595: 0.06538539059693096
Position 450: 0.057471266773378604
Position 2835: 0.05567702865530904
Position 6152: 0.05181304765793541
Position 3929: 0.05037284039023968
Position 3368: 0.04690412939564828
Position 2824: 0.04511215599096124
Position 5396: 0.040100952028407376
Position 6643: 0.03290180907606918
Position 6608: 0.029222820561178323
Position 202: 0.02670547454834961
Position 497: 0.02247085387842426
Position 5044: 0.021353685035822308
Position 4638: 0.015746579262495862
Position 4619: 0.013230868622562699
Position 6122: 0.012569464642798012
Position 1989: 0.011816266448492865
Position 4540: 0.011580439058248179
Position 3956: 0.011542180086762608
Position 831: 0.010336708714699484
Position 6172: 0.009546263968138874
Position 1509: 0.00895126350055199
Position 291: 0.008417018632410823
Position 897: 0.007981630540221713
Position 1148: 0.007826262112238474
Position 3249: 0.007629783241446331
Position 517: 0.006574794788409303
Position 404: 0.005550375119376049
Position 5367: 0.005338980434212241
Position 4354: 0.004340106079363498
Position 4551: 0.0039361808706780705
Position 2900: 0.0037248114590401906
Position 4616: 0.003694378303827222
Position 187: 0.003662621673759372
Position 5590: 0.0030426817232291074
Position 4791: 0.002975170457002023
Position 682: 0.0022282211020430774
Position 5308: 0.002202927540314334
Position 1362: 0.0018975937080255257
Position 2110: 0.0018049602613287208
Position 6175: 0.0017764823650317008
Position 350: 0.0017660676275298567
Position 6028: 0.0017589127125193524
Position 699: 0.0015417199319682515
Position 6614: 0.0014811736128586797
Position 5414: 0.0014177260108492263
Position 385: 0.0013696085671450965
Position 5636: 0.0012481748326310797
Position 367: 0.0010815843745627506
Position 5593: 0.0010169078546762658
Position 942: 0.0008010756139231443
Position 221: 0.0006669505601561131
Position 4453: 0.0006615991970398805
Position 1010: 0.0006134679851087366
Position 5089: 0.0006038456429633647
Position 4390: 0.0005789657292505264
Position 4457: 0.0005752534637250057
Position 255: 0.0004934104067791225
Position 334: 0.0004027194389946776
Position 1393: 0.0003932709484798219
Position 5154: 0.0003074945518750989
Position 2379: 0.00028304255098825313
Position 5127: 0.00025752378975330145
Position 1994: 0.00023647933370338323
Position 2855: 0.00020568702160057078
Position 2858: 0.00014296632425134026
Position 1178: 9.416428058526335e-05
Position 1677: 3.857313678278773e-05
Position 5808: 1.6127774021151192e-05
Position 280: 7.224021470037917e-06
Position 1701: 5.982939127563424e-06
Position 4929: 5.133082621251142e-06
Position 2619: 3.879832279733903e-06
Position 2413: 3.708287982663187e-06
Position 5151: 3.6244575823891336e-06
Position 420: 2.1487259243721997e-06
Position 3756: 1.89722670735363e-06
Position 122: 1.2307323652218134e-10
Position 173: 7.92115716320634e-11
