Gene = DHCR24
index = 443
Annotated 5SS: [  330  3601 11277 12126 15869 21916 33182 33785]
Annotated 3SS: [ 3444 11170 12006 15604 21771 32983 33605 34831]
SMsplice 5SS: [  330  3601 11277 11752 12126 21916 22142 23763 33182 33785 35016]
SMsplice 3SS: [ 3444 11170 11588 12006 21771 22008 23679 32983 33605 34831 35972]
top_k =  100
Partition function (log Z): 7.187928750435057

Sorted 5' Splice Sites (High to Low Probability):
Position 23763: 0.9999999999999983
Position 21916: 0.9999999999999969
Position 12126: 0.9999999999999964
Position 33182: 0.9998099887536643
Position 3601: 0.995621117491173
Position 35016: 0.9187758859175272
Position 11277: 0.733332701553813
Position 11752: 0.6362391795660299
Position 35237: 0.5318514628291557
Position 33785: 0.5144585207817851
Position 330: 0.43183780712543496
Position 15869: 0.3488886195197082
Position 7470: 0.3159839339013263
Position 601: 0.26253407977948084
Position 22776: 0.2607199437109947
Position 22142: 0.2390726264055274
Position 22216: 0.23781354918281028
Position 150: 0.22493351938299552
Position 6579: 0.19777017432347846
Position 22158: 0.19600383513104977
Position 417: 0.161074673949209
Position 1262: 0.15699435419204022
Position 22320: 0.1514240356883856
Position 3905: 0.15092463590465208
Position 11207: 0.12237089192833643
Position 33940: 0.11192558202361184
Position 11759: 0.08237083576311682
Position 11863: 0.059552533021211405
Position 12586: 0.056743652294819875
Position 11273: 0.036248705723241195
Position 700: 0.03472039718166216
Position 35601: 0.03463526945888699
Position 35506: 0.03302291091322854
Position 344: 0.031700347372400656
Position 11777: 0.030676483120532904
Position 5503: 0.01349594195091642
Position 125: 0.004284568179368192
Position 399: 0.00419897235520025
Position 146: 0.004142835627504492
Position 3635: 0.002300072940122201
Position 586: 0.001849304443055492
Position 3445: 0.0017711148100573858
Position 4530: 0.001351301606730733
Position 4159: 0.0013022123555251502
Position 4335: 0.0012287387893744894
Position 447: 0.001010936171529511
Position 894: 0.000975349994158584
Position 4878: 0.0007918889242020138
Position 4755: 0.0006689606965436209
Position 549: 0.0004498710358930729
Position 677: 0.00044921201438070235
Position 197: 0.0004154918435373169
Position 309: 0.0003776756098715359
Position 3992: 0.00036413329626433906
Position 4836: 0.00035770617710743344
Position 651: 0.0001943919698540322
Position 170: 0.00010284593097907292
Position 374: 9.769561446085e-05
Position 252: 8.989197458326142e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 21771: 0.9999999999999969
Position 32983: 0.9998099887536643
Position 34831: 0.9444519958854558
Position 23679: 0.9422869621746418
Position 12006: 0.9258962511472515
Position 3444: 0.9200965364892784
Position 11170: 0.8919522992053904
Position 11588: 0.808871165373191
Position 22008: 0.8010309021492009
Position 35972: 0.7324679430883057
Position 33605: 0.568797214114768
Position 35140: 0.3661485555547808
Position 15604: 0.34888861951970784
Position 7412: 0.3159839339013263
Position 22697: 0.21348249207032216
Position 6460: 0.19777017432347846
Position 35111: 0.19274035484401858
Position 35383: 0.1656044081012501
Position 3821: 0.15259098155644155
Position 1155: 0.15027182895972724
Position 537: 0.1390686122676369
Position 36638: 0.11192046440377679
Position 3337: 0.07941017553490741
Position 11970: 0.07213651231438432
Position 23551: 0.05771303782535583
Position 33904: 0.05758688869062887
Position 22734: 0.04723745164067258
Position 12419: 0.04158687633854341
Position 510: 0.02637125528792734
Position 22056: 0.012640784783581847
Position 5356: 0.010148679191673433
Position 12456: 0.008703831199949736
Position 22032: 0.008070270840519386
Position 1114: 0.006722525232312922
Position 12376: 0.006452944756326734
Position 5303: 0.0033472627592429863
Position 35306: 0.002769200525126788
Position 22080: 0.0025720886344704546
Position 34701: 0.0019925954697501145
Position 11854: 0.0019351026360608452
Position 4241: 0.0017877542250747615
Position 4779: 0.0011495951013094467
Position 4389: 0.0007922861710304602
Position 4599: 0.0006689606965436209
Position 3219: 0.000185593217166464
Position 26076: 0.000157751528106909
Position 23911: 3.225971822726864e-05
