Gene = ANLN
index = 86
Annotated 5SS: [  239  6614  9588 16761 18151 20899 21361 26079 27385 29674 30509 30939
 32187 33004 34138 34788 34937 35935 36231 37223 49485 54057 60032]
Annotated 3SS: [ 6459  9272 16374 17927 20707 21252 25951 27273 29437 30362 30790 32050
 32826 34010 34738 34879 35895 36208 37109 49397 53948 59858 62670]
SMsplice 5SS: [  239  6614  9588 16761 20899 21361 26079 29662 30509 30939 32187 33004
 34788 34937 37223 49485 54057 59507 60032]
SMsplice 3SS: [ 6459  9412 16675 20707 21252 25951 29437 30362 30805 32050 32826 34738
 34879 37109 49397 53948 59335 59858 62670]
top_k =  100
Partition function (log Z): 8.619278646081565

Sorted 5' Splice Sites (High to Low Probability):
Position 9588: 1.0000000000000027
Position 20899: 1.0000000000000027
Position 30509: 1.0000000000000027
Position 32187: 0.9999786450477278
Position 21361: 0.9196430015429358
Position 34937: 0.9087242225106723
Position 37223: 0.8983958876867433
Position 33004: 0.8972966284247457
Position 26079: 0.839615897101784
Position 6614: 0.8215106439916074
Position 29662: 0.7874921720506058
Position 239: 0.7599481107266132
Position 30939: 0.7474091055216744
Position 34788: 0.5653563653053079
Position 34138: 0.45831261757492925
Position 21825: 0.36421505514390295
Position 35632: 0.2744323160068908
Position 35935: 0.27259038294327187
Position 243: 0.24005188927338875
Position 5963: 0.2364077612572363
Position 29674: 0.19914188247289782
Position 39740: 0.17467104164090777
Position 26103: 0.1582088195850925
Position 18151: 0.1498768231349399
Position 27369: 0.14329329880826758
Position 28455: 0.12359536627310085
Position 28477: 0.1063898934298581
Position 36269: 0.06850869651472934
Position 27385: 0.05554466005991082
Position 23082: 0.04249523172848965
Position 30849: 0.03964336268773576
Position 6584: 0.039019512575756456
Position 28489: 0.03638160872539787
Position 31109: 0.03333731018709448
Position 29942: 0.02140371325189807
Position 29988: 0.0106730675156794
Position 32376: 0.006290547517094344
Position 32653: 0.004968134221561866
Position 32466: 0.004215287992581642
Position 29531: 0.0028411617015998425
Position 26107: 0.002175283313126085
Position 30046: 0.001906999660546846
Position 26928: 0.0017166847558144314
Position 33480: 0.0016429781799369614
Position 37365: 0.001642455866414322
Position 26528: 0.0014650633408421448
Position 32555: 0.0012349350543884733
Position 26841: 0.0011053092770308055
Position 32991: 6.001081125392002e-06
Position 32986: 4.108817306705275e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 20707: 1.0000000000000024
Position 25951: 1.0000000000000024
Position 32050: 0.9911064013068657
Position 29437: 0.9864297577019032
Position 9412: 0.9847984566439425
Position 30362: 0.9795426081809363
Position 37109: 0.9117743174949204
Position 32826: 0.8694133085821414
Position 6459: 0.8605301565673638
Position 34879: 0.826771362138714
Position 21252: 0.6583205885953067
Position 34738: 0.6234702122900241
Position 41850: 0.45314747213677015
Position 34010: 0.39403292659274963
Position 30805: 0.33894942467229466
Position 39439: 0.32990504591836306
Position 35895: 0.31373596430615
Position 35509: 0.27718573327294593
Position 28291: 0.2663668684283567
Position 5905: 0.2364077612572363
Position 30769: 0.2068445893040597
Position 27273: 0.19883795886817848
Position 38500: 0.19426207989407218
Position 30790: 0.18681986498217473
Position 21714: 0.1718129799454001
Position 17927: 0.1498768231349399
Position 21160: 0.13288893871076415
Position 21236: 0.12843347423686502
Position 21627: 0.11420207491244348
Position 37593: 0.10331841148611938
Position 33947: 0.06272781436127932
Position 22974: 0.042495231728489666
Position 21548: 0.04003982159560547
Position 36208: 0.035861594233749704
Position 29753: 0.033983985975259215
Position 30984: 0.03151789934184589
Position 30848: 0.02921356463428841
Position 34711: 0.026334985890792924
Position 43394: 0.026043302687576837
Position 38821: 0.025179368652097498
Position 21650: 0.02252889170440065
Position 32931: 0.01810621118894437
Position 32332: 0.016392882569510003
Position 21749: 0.01563128698605324
Position 9272: 0.015201543356059898
Position 30845: 0.012159755145488596
Position 30382: 0.011752890313859263
Position 32080: 0.008872243740863258
Position 30639: 0.008786704166179054
Position 38993: 0.008338938340355293
Position 37427: 0.008334721050948648
Position 32779: 0.008033398566359908
Position 30735: 0.006097976150173644
Position 30328: 0.003572209071592701
Position 29313: 0.003045458523199751
Position 30364: 0.002905828596712123
Position 26780: 0.0021872958953576853
Position 30306: 0.0015686814187158026
Position 34049: 0.001551876620900049
Position 26233: 0.0014650633408421446
Position 33124: 0.001432555950719734
Position 32973: 0.000949638806766559
Position 32739: 0.0008015168352028272
Position 37271: 0.0006578586813373708
Position 30217: 0.000657576871051487
Position 26684: 0.0006346981374875506
Position 32526: 0.0003165777412085926
Position 33384: 0.00021042222921722724
Position 32706: 1.0798074849304065e-06
Position 32702: 1.0290111842595994e-06
