Gene = EPO
index = 501
Annotated 5SS: [ 194  904 1249 2044]
Annotated 3SS: [ 757 1161 1863 2177]
SMsplice 5SS: [ 194  904 1249 2044]
SMsplice 3SS: [ 817 1161 1956 2177]
top_k =  100
Partition function (log Z): -3.9444128344515073

Sorted 5' Splice Sites (High to Low Probability):
Position 2044: 0.9538369939745539
Position 194: 0.9518833133686153
Position 1249: 0.6936992749635875
Position 904: 0.6464652496423764
Position 2338: 0.08758025488079503
Position 1340: 0.015886984425111092
Position 569: 0.014255855282676182
Position 867: 0.014230738171962649
Position 151: 0.010013724897063574
Position 127: 0.00505441081274106
Position 2079: 0.002352234957661361
Position 434: 0.0009727757132986916
Position 331: 0.0007309482862003219
Position 277: 0.0005236200736940776
Position 584: 0.00034456428905576923
Position 579: 0.0003035782454364275
Position 1993: 1.9730154496192873e-05
Position 198: 2.450166268073318e-06
Position 285: 1.3335174742124504e-06
Position 187: 1.330600615829844e-06
Position 80: 8.602477278925392e-07
Position 231: 5.306901247019474e-07
Position 369: 4.097625667585477e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2177: 0.6861886932283804
Position 1161: 0.6054735624015637
Position 817: 0.4410989719661585
Position 1956: 0.39287915743424545
Position 1863: 0.33860856483882357
Position 2152: 0.2464436757864697
Position 1932: 0.14865121262814832
Position 851: 0.10861320376874468
Position 1915: 0.06984058120668582
Position 1071: 0.06161658217229052
Position 2465: 0.043680878451211394
Position 757: 0.042281980711461775
Position 2180: 0.032538554367081696
Position 2199: 0.022837699801524405
Position 2433: 0.018188674888947213
Position 1033: 0.01693150292885745
Position 655: 0.01626435704427582
Position 1184: 0.015539880152209608
Position 456: 0.013716426279264164
Position 2697: 0.01325672038626684
Position 739: 0.012055528151290707
Position 708: 0.010288189068904073
Position 1784: 0.008854288307960383
Position 2745: 0.00747002747283637
Position 1112: 0.007030173227775262
Position 2652: 0.003680332320995007
Position 2485: 0.0022709604355708405
Position 2596: 0.0021725027753736487
Position 2590: 0.002117557153234228
Position 1847: 0.002049186740905377
Position 1210: 0.0010974861638883386
Position 601: 0.0009372358031929144
Position 2885: 0.0008997849307540854
Position 514: 0.000851405330044022
Position 537: 0.0007742819437220813
Position 1286: 0.0006189208764362126
Position 598: 0.0001923589411281177
Position 433: 5.635238104832435e-05
Position 496: 2.3193714646132412e-05
Position 402: 2.2891177338671185e-05
Position 273: 1.729723000388565e-05
Position 411: 1.595252361957672e-05
Position 463: 1.1732887358164043e-05
Position 430: 1.2855343091049993e-06
Position 467: 4.1224805054624993e-07
Position 309: 2.503992321067661e-07
Position 353: 2.401860082526469e-07
Position 276: 2.3895604482423465e-07
Position 424: 2.1979982048534867e-07
