Gene = CHTOP
index = 371
Annotated 5SS: [ 295 2605 4400 8381 9316]
Annotated 3SS: [ 2522  4245  8196  9177 11014]
SMsplice 5SS: [ 295 2605 4400 5403 6362 9316]
SMsplice 3SS: [ 2522  4245  5318  6158  9177 11014]
top_k =  100
Partition function (log Z): 2.7950871830141866

Sorted 5' Splice Sites (High to Low Probability):
Position 2605: 0.9971469951599112
Position 9316: 0.9836638596275411
Position 295: 0.8981335636338751
Position 6362: 0.8331341830842373
Position 5403: 0.8228482263671173
Position 4400: 0.643222363009054
Position 94: 0.46070673190054867
Position 4561: 0.18960178958605528
Position 7804: 0.16547153153547345
Position 11629: 0.13946920988666742
Position 8216: 0.1244181458271599
Position 7614: 0.12379510855699337
Position 12061: 0.08285041185473077
Position 8381: 0.05927536354338188
Position 11084: 0.037952579120504634
Position 219: 0.01720813417352792
Position 6068: 0.013022733806978996
Position 328: 0.012450271365657432
Position 3260: 0.010534001549253597
Position 2205: 0.008071954746107569
Position 4975: 0.0050426308758413935
Position 305: 0.004294571117845371
Position 1554: 0.004033654501007267
Position 11251: 0.003405662159776051
Position 668: 0.002086443477293989
Position 2016: 0.00192147845395598
Position 1037: 0.0018762909358548525
Position 1541: 0.00146662161519313
Position 568: 0.0013599469482155446
Position 1081: 0.0008738962621675772
Position 492: 0.0006979232937967346
Position 3214: 0.0006086153879081388
Position 1496: 0.0005514871838495452
Position 9256: 0.00034173335189678205
Position 10398: 0.0002703052954498374
Position 2984: 2.2802312332763867e-06
Position 528: 6.225327222943794e-07
Position 17: 2.1836400991070162e-08
Position 31: 9.63596302807283e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 9177: 0.9977142459846013
Position 2522: 0.995100896920217
Position 6158: 0.833134183084237
Position 5318: 0.7204254839103781
Position 4245: 0.7080644119736899
Position 12167: 0.2700276340747868
Position 218: 0.2544222236534184
Position 11014: 0.23539977904799422
Position 11449: 0.23193796839653133
Position 12016: 0.21021357903506155
Position 7503: 0.20849588908515745
Position 8079: 0.14775368964475985
Position 188: 0.1425117304413543
Position 10884: 0.13681802912702876
Position 5264: 0.10242274245673924
Position 4264: 0.08938438356129515
Position 11609: 0.08674168049313596
Position 7613: 0.0695489073830757
Position 8193: 0.035939819725781946
Position 11481: 0.025320867828853257
Position 4306: 0.024594068559059445
Position 11657: 0.02422618427123234
Position 10094: 0.016803497852159163
Position 5763: 0.013022733806978997
Position 7639: 0.011221843624233596
Position 4209: 0.009205396780189806
Position 10911: 0.00684088131812459
Position 1313: 0.004769102220782172
Position 10777: 0.004047178168823041
Position 4852: 0.0039707161579541055
Position 3178: 0.0032909478710939585
Position 3115: 0.0032618566982373413
Position 2090: 0.003103471259182899
Position 1902: 0.002936545454007736
Position 3157: 0.00281045877681073
Position 849: 0.0027501871980224316
Position 1952: 0.0021298469860747448
Position 2472: 0.0020388531215197207
Position 9119: 0.0018622356982332822
Position 2143: 0.0018235695007981672
Position 3087: 0.0017793535910197022
Position 4492: 0.0015758917208751604
Position 1425: 0.0012826610792677719
Position 4797: 0.0010719147178872902
Position 2417: 4.3336531461425774e-06
Position 2539: 2.9114650280679348e-06
Position 249: 2.319478711855825e-06
Position 506: 8.004399769725205e-07
Position 2900: 4.74585007057257e-07
Position 2845: 4.5123924687520836e-07
Position 2731: 4.4269283880583784e-07
Position 626: 4.4104195376136814e-07
Position 261: 3.460409825722405e-07
Position 2927: 3.1649342124490085e-07
Position 2930: 1.7996037099263185e-07
Position 531: 1.529346341780916e-07
Position 2943: 1.520568551199333e-07
Position 536: 1.4023902974005114e-07
Position 2789: 1.326804103496027e-07
Position 2792: 1.305230828310147e-07
Position 198: 4.463437803077992e-08
Position 392: 4.1011407852907064e-08
