Gene = BRIX1
index = 142
Annotated 5SS: [ 522 3100 4508 6912 7213 7393 7676 7859 9600]
Annotated 3SS: [2987 4463 6840 7162 7318 7624 7756 9470 9849]
SMsplice 5SS: [ 522 3100 6912 7213 7393 7859 9600]
SMsplice 3SS: [2987 6840 7162 7318 7756 9470 9849]
top_k =  100
Partition function (log Z): -1.0857352886665443

Sorted 5' Splice Sites (High to Low Probability):
Position 7393: 0.9858036687836991
Position 7859: 0.9709829027340277
Position 522: 0.9597232500161466
Position 6912: 0.9386467626806777
Position 9600: 0.8803532081793154
Position 7213: 0.6977898276971359
Position 3100: 0.6739603851460559
Position 7676: 0.39813587715029514
Position 4508: 0.24570284500269993
Position 3397: 0.0853953894541016
Position 3260: 0.05692552675544575
Position 7107: 0.048628514371974595
Position 934: 0.03821600580071447
Position 3389: 0.03422669576166166
Position 635: 0.016508404543975584
Position 3286: 0.01352894540691241
Position 1697: 0.013051977912896357
Position 6254: 0.012044548675811107
Position 477: 0.0037575670556034392
Position 7521: 0.0030590514822100598
Position 565: 0.0015677669786227323
Position 3377: 0.001213325297092836
Position 2660: 0.0010963889109130889
Position 2577: 0.0010575392416490932
Position 3644: 0.0008176660897080603
Position 127: 2.4245864665622596e-05
Position 769: 1.063362677536667e-05
Position 47: 9.240793045692761e-06
Position 402: 7.808220435883335e-06
Position 639: 5.548988079272316e-06
Position 25: 4.90601285947426e-06
Position 52: 3.465024521249274e-08
Position 513: 2.690080054495179e-08
Position 9: 1.6201458378171684e-08
Position 136: 1.1690635647861603e-08
Position 534: 2.275653463401278e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 7318: 0.9851161470843534
Position 6840: 0.9584537097960109
Position 9849: 0.8348936757071967
Position 7756: 0.8242438559757352
Position 9470: 0.7233851393245724
Position 2987: 0.5155355478054588
Position 7162: 0.36208579286429227
Position 7520: 0.25688787534754165
Position 4463: 0.24570284500269995
Position 6983: 0.219386443370687
Position 7624: 0.20738475938980364
Position 3031: 0.1738287863352721
Position 7103: 0.12201419972132474
Position 3310: 0.10245582646759492
Position 9498: 0.09533054247539297
Position 3191: 0.0736047956022646
Position 7478: 0.047043718807166506
Position 9533: 0.043113079125607134
Position 9822: 0.039697755397712774
Position 9717: 0.02967724028513575
Position 9504: 0.022369458874211982
Position 7948: 0.021524979008333278
Position 7927: 0.019301117683469475
Position 7005: 0.01902033991490268
Position 7134: 0.018988471998218355
Position 7695: 0.01702397170245029
Position 877: 0.012767591383173125
Position 6189: 0.012044548675811107
Position 9866: 0.01100211728143545
Position 10393: 0.009900455407119067
Position 9385: 0.0074849639977819645
Position 10326: 0.007380441870184646
Position 1586: 0.006692488117741733
Position 9877: 0.0063980704005316864
Position 7675: 0.005397318927533891
Position 1485: 0.005350310602151267
Position 9970: 0.004174931359123376
Position 615: 0.003285825178982894
Position 798: 0.0026013696366082085
Position 9157: 0.002179694636371905
Position 8603: 0.001230548778851339
Position 2557: 0.0010963889109130889
Position 9188: 0.0007495757887360937
Position 2456: 0.0005843074623968495
Position 8411: 0.0005594207775476518
Position 2485: 0.00047323177925224374
Position 3561: 0.0004531276315942065
Position 839: 0.00043163180993881624
Position 1551: 0.00041790412479477404
Position 665: 0.00033141448116377374
Position 638: 0.00033090853367559106
Position 1661: 0.00029798428433224015
Position 3033: 0.00018985006879373008
Position 1582: 0.00018179159142402954
Position 1455: 0.00011149919245230995
Position 649: 8.672859617386958e-05
