Gene = CARNMT1
index = 279
Annotated 5SS: [  383 11142 12127 28665 29797 31948 43488]
Annotated 3SS: [10945 11962 28523 29617 31833 43383 44525]
SMsplice 5SS: [  383  1342 11142 11842 12127 28665 29797 31948 43174 43488 44614]
SMsplice 3SS: [ 1242 10945 11588 11962 28523 29617 31833 43067 43383 44525 46869]
top_k =  100
Partition function (log Z): -25.8899881583938

Sorted 5' Splice Sites (High to Low Probability):
Position 383: 0.9456621903184356
Position 1342: 0.8734468581564501
Position 11842: 0.3556688949220434
Position 11142: 0.309666756061709
Position 12127: 0.21689037689330498
Position 7294: 0.10601688485264887
Position 2019: 0.07953188228011251
Position 1360: 0.07937002339589488
Position 2077: 0.07427159355299516
Position 4313: 0.061879570596290595
Position 340: 0.03719724177202209
Position 2635: 0.035159475277364884
Position 960: 0.010194788705220626
Position 658: 0.0045617919129354294
Position 1944: 0.003239154258129537
Position 858: 0.00263521418597056
Position 2595: 0.002570508431758491
Position 1266: 0.0018604689052184123
Position 1888: 0.0015369472607798071
Position 755: 0.00028917801613592887
Position 1243: 0.00020993083957903755
Position 1287: 0.0001696883663677776
Position 4020: 5.8186493012771925e-05
Position 1804: 3.274357663148888e-05
Position 234: 7.188288580671586e-08
Position 576: 3.441915467116689e-08
Position 279: 1.6509520786567807e-08
Position 108: 1.5584124601743084e-08
Position 432: 1.270587882685993e-08
Position 104: 1.010160290559032e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 11588: 0.7431402027299835
Position 1242: 0.5569218100746478
Position 11962: 0.4412492404927331
Position 10945: 0.3795724394310267
Position 1166: 0.34890887610198995
Position 15085: 0.21689037689330576
Position 1803: 0.18104450832322455
Position 7227: 0.10908826440411547
Position 4230: 0.08632809904423691
Position 2522: 0.0662128084986163
Position 1170: 0.022198848408653202
Position 1270: 0.013830389690374818
Position 1140: 0.009835202597905468
Position 7609: 0.004205036632670274
Position 7555: 0.0039181490275619745
Position 4427: 0.0036405041607624174
Position 6462: 0.003042406397149671
Position 1682: 0.00217057650982367
Position 3045: 0.00127450497753337
Position 710: 0.0011017678879780026
Position 3429: 0.0010313708179095905
Position 1098: 0.0009395358437118573
Position 3769: 0.0008440056812904914
Position 657: 0.0008109336787446236
Position 3993: 0.0007499753443801293
Position 2167: 0.0006548555280482659
Position 1014: 0.0006243737558495704
Position 1208: 0.0005621034886658631
Position 2050: 0.00045644113768971686
Position 1497: 0.00038480305662477504
Position 852: 0.0001415417131952123
Position 621: 9.323419601051352e-05
Position 1302: 8.136151905434034e-05
Position 1309: 6.368355882746962e-05
Position 826: 5.2801184401146586e-05
Position 600: 3.083876837829694e-05
Position 867: 1.4579462544934087e-05
Position 714: 8.910167244896335e-06
Position 549: 1.1490473104306123e-06
