Gene = QRFP
index = 1106
Annotated 5SS: [ 236 1116]
Annotated 3SS: [ 830 2973]
SMsplice 5SS: [ 236  436 1116]
SMsplice 3SS: [ 340  830 1852]
top_k =  100
Partition function (log Z): -7.644189147480766

Sorted 5' Splice Sites (High to Low Probability):
Position 1116: 0.7656993932468877
Position 236: 0.7014862840187631
Position 436: 0.5122778499439672
Position 249: 0.17144398676752107
Position 166: 0.09640720930343089
Position 403: 0.09021683929362659
Position 2914: 0.04598639796683251
Position 419: 0.012418029050654911
Position 1659: 0.011871414642719647
Position 657: 0.010787099907004851
Position 443: 0.010170644818965914
Position 1682: 0.009759662614106636
Position 240: 0.00857084795641455
Position 661: 0.008005206501198276
Position 413: 0.003924749220453968
Position 710: 0.0030855841178480765
Position 705: 0.0013068091300472997
Position 670: 0.0012694861201348543
Position 557: 0.0010923048550774183
Position 510: 0.000830259986856157
Position 522: 0.0006732198070097527
Position 178: 0.0006108446874841459
Position 939: 0.00015288341538619325
Position 134: 3.4477051864105637e-05
Position 153: 1.258974348432806e-05
Position 180: 7.054218229366736e-06
Position 59: 2.036176433050301e-06
Position 300: 8.659074960499683e-07
Position 305: 7.365420522422871e-07
Position 297: 8.465203245262053e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 340: 0.6529071600163011
Position 830: 0.509903615683997
Position 1852: 0.2280629524624973
Position 917: 0.21104885153991307
Position 1493: 0.18102172903963967
Position 3044: 0.13671251566271939
Position 855: 0.1120300695816314
Position 2973: 0.07710694963753807
Position 2444: 0.06864596063033454
Position 2709: 0.06200293897624433
Position 3184: 0.0545202558329527
Position 2494: 0.04382701816114073
Position 1259: 0.02038158503217592
Position 895: 0.019239104390343872
Position 1531: 0.014704868092612358
Position 528: 0.013357125515645727
Position 1764: 0.012757309503995198
Position 3458: 0.009444443434173475
Position 2295: 0.009367908189587071
Position 2169: 0.008137582249404411
Position 801: 0.007848727272231593
Position 937: 0.005884899944190031
Position 1560: 0.002963637863517922
Position 1412: 0.002899972985609513
Position 400: 0.001723191533976268
Position 287: 0.000638265769121815
Position 297: 0.0004392654376548203
Position 835: 0.0003249277914913365
Position 345: 0.00011840512563843434
Position 366: 8.219682591618265e-05
Position 369: 4.3417049626567054e-07
Position 349: 4.1421247410878103e-07
Position 372: 2.2955535208913637e-07
Position 422: 1.8833155380974424e-07
Position 419: 6.740640049294417e-08
