Gene = SWI5
index = 1362
Annotated 5SS: [ 257  610 8486 9888]
Annotated 3SS: [  440  8363  9792 12505]
SMsplice 5SS: [ 257  610 8486 9888]
SMsplice 3SS: [  440  8363  9792 12505]
top_k =  100
Partition function (log Z): -5.110918818317876

Sorted 5' Splice Sites (High to Low Probability):
Position 610: 0.9950014683301013
Position 8486: 0.9730421356150614
Position 9888: 0.9551954850571059
Position 257: 0.9432414835984386
Position 1112: 0.1500843395674575
Position 3279: 0.1478448703872744
Position 10621: 0.08607325630757882
Position 10769: 0.05905702742940554
Position 11950: 0.05099008794855197
Position 105: 0.046087158877602466
Position 10369: 0.038670918625935025
Position 9548: 0.023310638350308367
Position 9633: 0.022636090722288223
Position 11973: 0.013320998018236972
Position 10111: 0.008449544050005045
Position 144: 0.005018348334783141
Position 11249: 0.004112970919331922
Position 751: 0.003526676636345172
Position 175: 0.0032630234576739507
Position 522: 0.001942863349236465
Position 123: 0.00101215741490377
Position 162: 0.0003976238137656359
Position 399: 0.000302375770555219
Position 280: 0.00015969244523875305
Position 526: 8.530631297692275e-06
Position 499: 6.413599911055575e-06
Position 9218: 3.886980400938504e-06
Position 355: 1.5532341018296093e-08
Position 131: 1.40401086725014e-11
Position 61: 1.1326335077353188e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 8363: 0.9730421356150614
Position 9792: 0.9577829526085777
Position 12505: 0.7864087012609727
Position 440: 0.7643288166092521
Position 10526: 0.16128232822124378
Position 12596: 0.15386693642284452
Position 3078: 0.13689248251947841
Position 499: 0.13099428586945544
Position 11847: 0.06598118046950574
Position 1014: 0.06444228309605184
Position 560: 0.051132565590251845
Position 9358: 0.050389586339228326
Position 868: 0.03727729804132258
Position 1076: 0.02737110499538852
Position 515: 0.02652259050859111
Position 10264: 0.019776418560148022
Position 10067: 0.018252695011607298
Position 826: 0.014487724165494754
Position 395: 0.013734651630693857
Position 328: 0.01150159218685432
Position 12485: 0.01097720849167668
Position 2980: 0.01095238786779598
Position 10306: 0.00840969693792137
Position 691: 0.007636647945986333
Position 9976: 0.006277447405829539
Position 10181: 0.005360103242227969
Position 11732: 0.005159082600302245
Position 11052: 0.00504915926781822
Position 12019: 0.0027710663236387356
Position 10597: 0.0018790945445035043
Position 10043: 0.0014863296035000032
Position 10086: 0.0005237843219845461
Position 379: 0.00031365174774208274
Position 355: 0.00015409277873640673
Position 535: 0.00011489313611741764
Position 302: 6.470171233709838e-05
Position 694: 5.654630394121447e-05
Position 3359: 4.266055567080534e-05
Position 732: 3.510001092728026e-05
Position 343: 1.1999374483379163e-05
Position 363: 1.0542120059626545e-05
Position 9196: 3.886980400938504e-06
Position 450: 5.38264051523894e-07
Position 397: 4.7603085043775406e-07
Position 420: 3.804003051721993e-07
Position 313: 2.7410566897280195e-07
