Gene = PHAX
index = 1021
Annotated 5SS: [  791  3916  8217 17066]
Annotated 3SS: [ 3301  8095 16981 24306]
SMsplice 5SS: [  165   791  3916  8217 17066]
SMsplice 3SS: [  675  3822  8095 16981 24306]
top_k =  100
Partition function (log Z): -1.8712481059507657

Sorted 5' Splice Sites (High to Low Probability):
Position 8217: 0.9996814075027969
Position 17066: 0.9964995223527545
Position 3916: 0.9836808450410413
Position 791: 0.9765402473569679
Position 3402: 0.493349347647337
Position 165: 0.36619015462559246
Position 47: 0.35666401593253727
Position 266: 0.18565134640070421
Position 6708: 0.16547385770469802
Position 4140: 0.14927475061229162
Position 9388: 0.08455310948993978
Position 9599: 0.07784915872189184
Position 287: 0.060946398604851085
Position 13773: 0.05972215672855788
Position 430: 0.0582064074506155
Position 2218: 0.03870945438866203
Position 15032: 0.034626042995418264
Position 181: 0.028860968475834615
Position 10057: 0.02090552664512192
Position 10045: 0.020769589153682266
Position 808: 0.014884824913184321
Position 19970: 0.014189641653579086
Position 3390: 0.0057918499736945095
Position 865: 0.0013783096565074227
Position 19699: 0.0013206462621903026
Position 2522: 0.000783469370931429
Position 2554: 0.0005513749711387403
Position 497: 0.0005153628861347741
Position 10581: 0.0004231586580188396
Position 2023: 0.0003045603539380266
Position 9783: 0.00029202172730248283
Position 12013: 0.00028499575733029837
Position 1677: 0.00028404411084346245
Position 28: 0.0002017148690764202
Position 191: 7.146230327694662e-05
Position 10: 1.566387679283081e-05
Position 51: 3.3633235421609084e-06
Position 121: 2.3696883190139587e-06
Position 127: 3.019537688771615e-08
Position 8: 6.5652660179675276e-09
Position 62: 1.4549365935934461e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 8095: 0.9996813827945715
Position 16981: 0.9961156285077485
Position 675: 0.7311417199805899
Position 3822: 0.6664086668592586
Position 3301: 0.5687744971558939
Position 24306: 0.49761414514681773
Position 26851: 0.2056219550379409
Position 3574: 0.13751251788246777
Position 6404: 0.13243844262720417
Position 680: 0.1234855013652357
Position 4033: 0.1226273435528731
Position 3488: 0.1101263607644526
Position 20496: 0.08525829380278166
Position 9232: 0.0845885858144845
Position 9492: 0.07834282664223753
Position 286: 0.07092093364505142
Position 13532: 0.060503492538435025
Position 649: 0.053910489462958316
Position 23310: 0.046819254602617606
Position 9947: 0.04167511579880419
Position 20516: 0.036562885312701215
Position 24894: 0.03642402540576446
Position 14914: 0.034626042995418264
Position 6408: 0.03303541507749395
Position 17702: 0.028260863521606786
Position 18419: 0.023044784969091476
Position 613: 0.022934236128454064
Position 2026: 0.01734160055239817
Position 694: 0.015270888510892835
Position 19061: 0.013574139185700728
Position 4053: 0.01336567473161767
Position 4029: 0.013281732327800819
Position 204: 0.012402004486286275
Position 2074: 0.011279469651499811
Position 570: 0.010870978071811565
Position 19844: 0.010104034596797908
Position 2104: 0.008525471440196684
Position 18843: 0.00687229037369089
Position 20492: 0.00611470528395637
Position 583: 0.005657248007813108
Position 19882: 0.005189312880546334
Position 16796: 0.0027578874214509957
Position 21717: 0.0024690943727660214
Position 19417: 0.0019132985338095017
Position 546: 0.0017501575896527303
Position 17167: 0.0013662920136649607
Position 2455: 0.0013348443420701692
Position 19587: 0.0013206462621903005
Position 2170: 0.0012642848594633393
Position 18442: 0.0011777349075263277
Position 215: 0.001059501055206643
Position 17766: 0.0007786984715727693
Position 19001: 0.0007447419756793553
Position 180: 0.000665108666448957
Position 17730: 0.0003918241315814958
Position 17870: 0.00038678947971847253
Position 1889: 0.0003045603539380266
Position 1942: 0.0002986278851040305
Position 11962: 0.00028499575733029837
Position 1583: 0.00028404411084346245
Position 10459: 0.00023717376137237365
Position 10483: 0.0001859848966464663
Position 8329: 7.141525242178827e-05
Position 10832: 3.661049091422545e-05
Position 355: 3.6199597222397875e-05
Position 334: 2.5208556714651185e-05
Position 152: 1.123478273160445e-06
Position 318: 9.221248343888369e-07
Position 137: 2.6635824145964506e-07
Position 365: 1.614938278540886e-07
Position 7814: 2.4708225765504e-08
