Gene = BCL2L15
index = 130
Annotated 5SS: [ 299 1011 5775]
Annotated 3SS: [ 888 5549 6406]
SMsplice 5SS: [ 299 1011 5775]
SMsplice 3SS: [ 888 5549 6406]
top_k =  100
Partition function (log Z): -3.376949686841176

Sorted 5' Splice Sites (High to Low Probability):
Position 299: 0.9564722017811677
Position 5775: 0.9368221429559331
Position 1011: 0.7848159946925418
Position 74: 0.036906802684475944
Position 6009: 0.02585964887128844
Position 5719: 0.022289289332165278
Position 5770: 0.006692667697815567
Position 401: 0.0064810969167540915
Position 491: 0.0058773242753334945
Position 6286: 0.005002001442126342
Position 3454: 0.0049775077582730485
Position 340: 0.004008574324831105
Position 6050: 0.0032122927302847826
Position 6477: 0.003130195774289503
Position 5700: 0.0014857155247585624
Position 5645: 0.001209533023399371
Position 5806: 0.001149425497637338
Position 304: 0.0011364687515072964
Position 320: 0.00087156017483595
Position 256: 0.0008391465632053159
Position 330: 0.000819765177288933
Position 574: 0.00044105185968097
Position 289: 0.00017418104199515183
Position 56: 0.00010553770490694079
Position 623: 8.6365283634957e-05
Position 716: 6.913805783736257e-05
Position 474: 6.142861266659244e-05
Position 643: 4.344272018183115e-05
Position 280: 3.4095863642202964e-05
Position 448: 2.2942031245005676e-05
Position 451: 2.2046554455845608e-05
Position 32: 5.571507522452662e-06
Position 133: 7.573552096772064e-07
Position 86: 4.795606362713943e-07
Position 41: 1.3533457211523647e-07
Position 98: 6.335680276967918e-08
Position 214: 5.4050259578728906e-08
Position 17: 3.682384658536138e-08
Position 15: 1.2746526929239936e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 5549: 0.960315930955342
Position 6406: 0.7764496357240043
Position 888: 0.7698525542639507
Position 6284: 0.17620590688384077
Position 5878: 0.028488600529663937
Position 5914: 0.0219325333351594
Position 5553: 0.011943809516402809
Position 891: 0.011793594892087523
Position 6385: 0.008443229665670215
Position 6353: 0.006549189432613931
Position 146: 0.0057603596305589215
Position 6536: 0.004715735447029771
Position 6580: 0.0038166912518793478
Position 3309: 0.0033777864146290644
Position 830: 0.003062844211911932
Position 195: 0.0027595295321399997
Position 383: 0.0024453954272183154
Position 5420: 0.002125968656555284
Position 177: 0.0018050092667101988
Position 6823: 0.0017007704479239443
Position 3260: 0.0015997213436439867
Position 6263: 0.0010601635632038154
Position 255: 0.0008447183200148765
Position 757: 0.000806976168114903
Position 6147: 0.0007262496031987851
Position 950: 0.0006820662619531208
Position 159: 0.00037026473305396636
Position 4479: 0.0003113668304269479
Position 400: 0.00028149704591416507
Position 3766: 0.00018174255651994824
Position 1334: 0.00014310136043782317
Position 3690: 0.00013441415412964187
Position 179: 9.751310423669912e-05
Position 1137: 6.568666347555929e-05
Position 3518: 5.983001751578205e-05
Position 283: 5.572312034232192e-05
Position 1338: 5.3849582823480164e-05
Position 2896: 4.247170787333641e-05
Position 477: 3.4331301552017664e-05
Position 242: 2.5939633278892976e-05
Position 857: 3.9415596111393714e-06
Position 893: 3.9569363291232706e-08
Position 803: 4.675610317722705e-09
Position 667: 4.234643706672847e-09
Position 993: 3.819303351723299e-09
