Gene = RP4-777O23.3
index = 1186
Annotated 5SS: [  126 26395 50226 51959]
Annotated 3SS: [26274 50079 51822 53525]
SMsplice 5SS: [  126   354 13211 13540 17518 26395 46193 51959]
SMsplice 3SS: [  224 13082 13331 17347 26274 46025 51822 52864]
top_k =  100
Partition function (log Z): -29.063348601018273

Sorted 5' Splice Sites (High to Low Probability):
Position 126: 0.991198292018453
Position 354: 0.9171595518638135
Position 1467: 0.14654933258315575
Position 1925: 0.10863607617619629
Position 3783: 0.06453078324309093
Position 4050: 0.015675308472236315
Position 4129: 0.008702195820273631
Position 1215: 0.007356856420171988
Position 103: 0.00313314083914653
Position 93: 0.0004436843739615564
Position 170: 0.00014608052068940778
Position 54: 9.217707834821146e-05
Position 1219: 8.334751071564842e-05
Position 1194: 8.23990618079505e-05
Position 1464: 7.65807284407935e-05
Position 702: 4.607672625138675e-05
Position 1204: 3.9821139863898055e-05
Position 670: 3.274684246180298e-05
Position 155: 8.198447671764695e-06
Position 91: 7.522889923860744e-06
Position 113: 3.2349134447976935e-06
Position 9: 1.193528825382456e-06
Position 7: 1.1186158481792962e-06
Position 111: 2.2998689728270768e-07
Position 38: 3.656708301174923e-08
Position 225: 3.574987339492385e-08
Position 242: 8.283035962863192e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 224: 0.6701923343716693
Position 1350: 0.28295593625635423
Position 13082: 0.27082905178791955
Position 241: 0.2159989717012591
Position 5173: 0.18017208053301037
Position 11472: 0.17655598031425837
Position 6076: 0.08953984553619358
Position 1611: 0.060147140716108584
Position 3716: 0.05823515612448469
Position 3388: 0.03969990887298703
Position 253: 0.03367861974927067
Position 1759: 0.03217223891637876
Position 8078: 0.031976926235388094
Position 3991: 0.023553056349728728
Position 1798: 0.02045776102937258
Position 1554: 0.00807943952210691
Position 1755: 0.007836785800934115
Position 1828: 0.007545891129783088
Position 1109: 0.0069966602403848804
Position 583: 0.006660966899583228
Position 5366: 0.0066118200095584955
Position 4263: 0.005982952797225659
Position 1779: 0.005417381404885513
Position 2127: 0.004707041575477496
Position 3771: 0.0046067836755848204
Position 3895: 0.0043625653986622
Position 3185: 0.0023860714428753324
Position 2562: 0.0022811933076086243
Position 459: 0.0018103059459215734
Position 1040: 0.0013977145670978411
Position 333: 0.0005665295165136083
Position 1182: 0.000162427300247828
Position 966: 0.00015119533964547618
Position 913: 7.244219896802169e-05
Position 1311: 6.579220542650897e-05
Position 264: 5.0978694257017197e-05
Position 1128: 3.4830237593570994e-05
Position 1448: 2.361910005978359e-05
Position 1557: 2.1630927282907328e-05
Position 1530: 7.797038789932778e-06
Position 184: 1.2395953130846925e-07
Position 125: 8.167128704738874e-08
