Gene = THG1L
index = 1397
Annotated 5SS: [ 435 1848 3549 4738 6798]
Annotated 3SS: [1670 3378 4648 6689 8123]
SMsplice 5SS: [ 435 1848 3378 3549 4738 6798]
SMsplice 3SS: [1670 3302 3473 4648 6689 8123]
top_k =  100
Partition function (log Z): -1.3411792257027741

Sorted 5' Splice Sites (High to Low Probability):
Position 3549: 0.9633404642011124
Position 1848: 0.9616467696699253
Position 4738: 0.915608394393156
Position 3378: 0.9041323424330693
Position 6798: 0.7564872646383314
Position 435: 0.717621354338268
Position 7538: 0.3240679064305918
Position 351: 0.10920876288831824
Position 5656: 0.10283926091836422
Position 538: 0.07587529118959184
Position 86: 0.05971144985749488
Position 2540: 0.046819876574494323
Position 8307: 0.029516311272169613
Position 130: 0.026698505881405234
Position 3361: 0.02325503720045908
Position 3604: 0.022982888530699488
Position 5926: 0.02212249307861279
Position 5879: 0.021869200780946972
Position 5726: 0.02067782307047707
Position 1419: 0.01808823498999841
Position 4565: 0.01710849800778995
Position 6114: 0.012775920347684613
Position 1779: 0.007764773633598434
Position 2594: 0.00566064526301936
Position 355: 0.004014504171601062
Position 309: 0.0031314684138586436
Position 1797: 0.00229129409575486
Position 557: 0.0019195499906433245
Position 36: 0.001862676088717679
Position 813: 0.0018446400766531864
Position 262: 0.0017964059165888988
Position 3573: 0.0017374910006569802
Position 546: 0.001665508304991583
Position 3496: 0.0015122197345074858
Position 1371: 0.0014479969312873972
Position 3977: 0.001164714088317058
Position 529: 0.001060183628730198
Position 1534: 0.0007389522358144393
Position 4405: 0.0007316382095018614
Position 4021: 0.00045548030004295074
Position 182: 0.0003202691844350238
Position 1736: 0.00012500877249828585
Position 239: 2.7427149531798917e-05
Position 403: 1.457699396313935e-05
Position 79: 7.420239492818444e-06
Position 268: 1.9997413148925508e-07
Position 246: 1.6817547087483148e-07
Position 237: 1.3993557247031564e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3473: 0.987045562188337
Position 4648: 0.9186907366483573
Position 3302: 0.8749406353132375
Position 8123: 0.7961235719855418
Position 6689: 0.7561168420033069
Position 1670: 0.7479932045054757
Position 7384: 0.15296818763369147
Position 7337: 0.14513145149685003
Position 1722: 0.10781275868383937
Position 10176: 0.10454562127913312
Position 1709: 0.09855493808871602
Position 5549: 0.087765795041896
Position 3275: 0.05516868782584506
Position 5811: 0.0341356789306522
Position 2318: 0.02805888636852414
Position 2344: 0.023053916876274876
Position 5459: 0.02301941165511043
Position 5787: 0.021887605339010473
Position 7508: 0.019911037433961352
Position 8473: 0.01581783181227968
Position 7652: 0.01520635413209424
Position 305: 0.014432202080990837
Position 10060: 0.013533564210152164
Position 4836: 0.013322095280627876
Position 6610: 0.012308185662888006
Position 4507: 0.011423986143524457
Position 7648: 0.01140617399702581
Position 6045: 0.008681522412335285
Position 1743: 0.00850253310761089
Position 1404: 0.008323775122971675
Position 6471: 0.008162820414676168
Position 5594: 0.008065367762909165
Position 7530: 0.0076735821582393305
Position 4319: 0.006999447621891046
Position 9195: 0.004747989365982362
Position 5559: 0.004666509528925669
Position 7605: 0.004142030568811536
Position 1631: 0.0039727820162387675
Position 242: 0.0036666813235149342
Position 4458: 0.003199828052243869
Position 8746: 0.003084025666508402
Position 8683: 0.003082841063393943
Position 4675: 0.0028259526656544283
Position 1495: 0.0022507218916936744
Position 4955: 0.002187400741411583
Position 3785: 0.0018798951358346954
Position 7046: 0.0014708349124115713
Position 2397: 0.001367718592714693
Position 1592: 0.0011050184094846412
Position 1606: 0.0008676065730092066
Position 3764: 0.0007380462849863383
Position 1116: 0.00056757976187111
Position 523: 0.00045115246359725425
Position 1363: 0.00036324568256266253
Position 3417: 0.0003075286429934077
Position 1447: 1.9194480539866257e-05
Position 3486: 6.37894626389185e-07
Position 3504: 7.172913343207605e-08
