Gene = IQCE
index = 714
Annotated 5SS: [  220  8166 10002 12657 13329 14491 19358 19529 23653 24712 25288 27374
 28880 31109 34129 35979 39635 42467 45994 47000 48230]
Annotated 3SS: [ 8117  9955 12527 13193 14419 19243 19477 23581 24638 25237 27209 28823
 30908 34023 35887 39466 42442 45882 46877 48125 51045]
SMsplice 5SS: [  220   523  3578  8166 10002 12657 14491 19358 23494 23653 24712 28880
 34129 35979 36212 39635 47000 48230]
SMsplice 3SS: [  406  3479  8117  9955 12527 14419 19243 23294 23581 24638 28823 34023
 35887 36059 39466 46877 48125 51386]
top_k =  100
Partition function (log Z): 10.439174962359825

Sorted 5' Splice Sites (High to Low Probability):
Position 47000: 0.9999999999999972
Position 39635: 0.999999999999997
Position 24712: 0.9992199177529322
Position 35979: 0.999028489254183
Position 34129: 0.9914065055374419
Position 28880: 0.9776008137734666
Position 19358: 0.9651739247920781
Position 220: 0.9625089242307113
Position 10002: 0.9558319838640645
Position 14491: 0.9550989098149466
Position 23653: 0.9422905022298371
Position 48230: 0.7755066518399333
Position 8166: 0.7169845078113509
Position 523: 0.6895423484184886
Position 36212: 0.6822387599269107
Position 3578: 0.6443887787589757
Position 12657: 0.6326835213320954
Position 23494: 0.5800754219787352
Position 19529: 0.470752340874607
Position 16579: 0.4421846258306417
Position 31109: 0.4286375427724598
Position 39387: 0.3174749370697161
Position 506: 0.31045755916122214
Position 27374: 0.19328234986494006
Position 34553: 0.12171769193871221
Position 3661: 0.111478377588431
Position 20937: 0.10231725617770905
Position 23489: 0.09892997644120109
Position 42467: 0.08504160155100689
Position 13329: 0.044507404250825784
Position 10069: 0.04316662004479765
Position 25372: 0.036119542576570844
Position 14502: 0.03520954126888593
Position 32: 0.03369542195803555
Position 23772: 0.03331236846730149
Position 25368: 0.03281623576029282
Position 11921: 0.030490313651105924
Position 6074: 0.029855495093536633
Position 47207: 0.029218958809739983
Position 12886: 0.02143731711318945
Position 11960: 0.02031240674161628
Position 34424: 0.017600868475329642
Position 10406: 0.01669804647486068
Position 6430: 0.011109708879781756
Position 20003: 0.009349541820140021
Position 4300: 0.008920541360061979
Position 47974: 0.008511133762843329
Position 16495: 0.0031383012135174537
Position 23992: 0.0027905713340492843
Position 323: 0.001878112641837339
Position 36: 0.0008887189884474025
Position 15: 0.0006835324139968593
Position 10090: 0.0006354980546996319
Position 25152: 0.0002552444991195446
Position 346: 0.0002315103616622367
Position 36012: 0.00018933465688140988
Position 273: 0.00014477934892671542
Position 3623: 7.073998356837109e-05
Position 1943: 4.623161205904117e-05
Position 1745: 4.6166505120401064e-05
Position 254: 1.0795212976175259e-05
Position 702: 5.808498634540339e-08
Position 719: 3.9973920530538655e-08
Position 65: 4.7124359920589845e-09
Position 48: 1.1488637699219747e-09
Position 186: 4.3319929714374167e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 39466: 0.9999999999999979
Position 46877: 0.9999999999999969
Position 9955: 0.9996341019635614
Position 24638: 0.9992199177529324
Position 35887: 0.9987215105736308
Position 34023: 0.9914065055374417
Position 19243: 0.9873787699022176
Position 14419: 0.874728332028096
Position 23294: 0.8634433073968568
Position 48125: 0.8203623987568873
Position 23581: 0.7911649617202179
Position 28823: 0.7780916234454093
Position 8117: 0.716984507811352
Position 3479: 0.7020938205668725
Position 36059: 0.6725232874563352
Position 406: 0.5894505720356104
Position 12527: 0.46291704670429235
Position 19477: 0.4485474957644666
Position 30908: 0.35572323620385893
Position 16494: 0.3352656894298366
Position 430: 0.32667788577335877
Position 39202: 0.3174749370697162
Position 51386: 0.24016185852931396
Position 28710: 0.19125765967401057
Position 12628: 0.19120379174099247
Position 27209: 0.1859672856673727
Position 51045: 0.17439808733793757
Position 51060: 0.12139943538268455
Position 14384: 0.11558011905573615
Position 16237: 0.1100572376143227
Position 20770: 0.10231725617770908
Position 34466: 0.0847054987855416
Position 48095: 0.07891692532797746
Position 30948: 0.07291430656860087
Position 25237: 0.06893577833686365
Position 50047: 0.06196888065280607
Position 48578: 0.06177015031348359
Position 42442: 0.05813574895235086
Position 49898: 0.05134258888637212
Position 11819: 0.050802720392722205
Position 34390: 0.04528768161234292
Position 13193: 0.044507404250825784
Position 289: 0.040249118700080404
Position 51068: 0.03687141017971228
Position 49164: 0.03370532776707451
Position 5879: 0.029855495093536633
Position 42204: 0.026905852598656032
Position 3527: 0.02677428249731067
Position 3482: 0.02674335322889387
Position 48477: 0.026492051905556247
Position 50581: 0.024223649911303637
Position 47123: 0.0224037656448698
Position 51670: 0.022025598546369145
Position 47592: 0.019321758335119964
Position 10325: 0.016698046474860673
Position 6218: 0.011109708879781756
Position 432: 0.0106513098360094
Position 376: 0.010124303693432082
Position 19611: 0.009349541820140025
Position 34342: 0.009325380016157344
Position 3946: 0.008920541360061977
Position 446: 0.008652204055631087
Position 36075: 0.008306732157819904
Position 28515: 0.008251530654046532
Position 505: 0.008022784739081431
Position 27045: 0.007315064197567377
Position 47082: 0.006721135927705664
Position 50148: 0.005056128802551005
Position 378: 0.003317078629669856
Position 47893: 0.002959585199176596
Position 307: 0.002855883115573493
Position 23823: 0.0027905713340492847
Position 48616: 0.0024459229004936186
Position 36061: 0.0007136431755178901
Position 36143: 0.0006950971372374725
Position 48092: 0.000596026867955899
Position 35719: 0.0004963133374337509
Position 3421: 0.00032644003789801394
Position 25054: 0.00010484334380785714
Position 25095: 9.701638158241906e-05
Position 47145: 9.405723716451962e-05
Position 25063: 5.338477372926841e-05
Position 1669: 4.593368821435398e-05
Position 130: 3.839741332475326e-05
Position 1665: 3.493412511073541e-05
Position 1521: 1.1530303854352791e-05
Position 110: 1.280830948590971e-06
Position 149: 7.858120476821761e-07
Position 145: 4.6564033995842183e-08
Position 173: 4.373031168527303e-08
Position 388: 3.7924377190297976e-08
Position 352: 3.182962698988294e-08
Position 82: 1.586351104346532e-08
Position 679: 8.485908152814515e-09
Position 159: 6.5296542570698e-09
Position 204: 5.2504518838723835e-09
Position 450: 2.83179535501022e-09
Position 87: 2.000014784391533e-09
Position 224: 5.524366905751067e-10
Position 95: 4.6005301391207295e-10
