Gene = LCN10
index = 771
Annotated 5SS: [ 173 1079 1708 2124 3010]
Annotated 3SS: [ 938 1597 2015 2910 3405]
SMsplice 5SS: [1079 1708 3010]
SMsplice 3SS: [1597 2910 3405]
top_k =  100
Partition function (log Z): -5.063740626981178

Sorted 5' Splice Sites (High to Low Probability):
Position 3010: 0.925218315742484
Position 1079: 0.8466940578077654
Position 1708: 0.7931892832745051
Position 173: 0.5004214056026954
Position 2124: 0.3322770140833622
Position 2213: 0.20647694307302994
Position 677: 0.1771041214211332
Position 2347: 0.1357407379172671
Position 125: 0.12328500121439316
Position 1304: 0.010919453376319355
Position 1035: 0.00465311613842173
Position 3293: 0.0032068238382929283
Position 521: 0.0032027302162266403
Position 1350: 0.002135315624231019
Position 1521: 0.0017805776018934199
Position 1257: 0.0017704537407993272
Position 3290: 0.0015774854723810447
Position 1525: 0.0008840939864510221
Position 953: 0.0007671525915282078
Position 136: 0.0007620035857142768
Position 464: 0.0006504026399555634
Position 440: 0.0005342218456531756
Position 374: 0.00035025486116053685
Position 468: 0.0002901922436790516
Position 98: 0.00026323573045222123
Position 92: 3.0381950108757667e-06
Position 86: 2.6406309011136065e-06
Position 392: 6.528254636514898e-07
Position 572: 5.343582880125153e-07
Position 15: 4.604722470410754e-07
Position 50: 4.557779664457857e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2910: 0.9289375743210787
Position 1597: 0.7801650302219698
Position 2015: 0.6507185134580692
Position 3405: 0.4992865921701482
Position 3187: 0.3579630430029719
Position 763: 0.20258664505192378
Position 938: 0.14880841560748082
Position 983: 0.09953798991744561
Position 945: 0.09616623796599871
Position 868: 0.052346703284537555
Position 3262: 0.03192576457991771
Position 3112: 0.0299829073754771
Position 2058: 0.02388861748399516
Position 3202: 0.022541869231469155
Position 1000: 0.022514443496857363
Position 1573: 0.01733352522867616
Position 3126: 0.010691806480061135
Position 2253: 0.010033955549804126
Position 774: 0.009835800218291614
Position 708: 0.009286063497211545
Position 1989: 0.008963849408974668
Position 3166: 0.00767920515945755
Position 906: 0.005705417200951851
Position 741: 0.005549173643341087
Position 1221: 0.005538207591366146
Position 3371: 0.004702552839387008
Position 3368: 0.004276730578062634
Position 893: 0.003965749881228681
Position 1075: 0.0037602514949471055
Position 1385: 0.003733528796497025
Position 3480: 0.0032119249855027563
Position 3238: 0.0026359808380662358
Position 1120: 0.0025612566008060087
Position 1179: 0.0022975974576006615
Position 1034: 0.002053061637205077
Position 1775: 0.001077432820841041
Position 1619: 0.0005561171819323724
Position 562: 0.0005029906487939426
Position 609: 0.0004222306146341452
Position 496: 0.00032662632312410966
Position 1944: 4.475327730586121e-05
Position 570: 8.284769420288823e-06
Position 318: 5.569673901791794e-06
Position 582: 5.501081223208235e-06
Position 439: 5.459983279145339e-06
Position 479: 4.126675333209913e-06
Position 579: 3.7266886242055923e-06
Position 537: 3.469550630982864e-06
Position 643: 2.93459482809604e-06
Position 250: 2.7505345576246365e-06
Position 387: 2.4181034737460353e-06
Position 396: 1.797110987215367e-06
