Gene = SRP9
index = 1333
Annotated 5SS: [ 184 5540]
Annotated 3SS: [ 5470 11410]
SMsplice 5SS: [  184 10052]
SMsplice 3SS: [ 9956 10141]
top_k =  100
Partition function (log Z): -8.91584617367196

Sorted 5' Splice Sites (High to Low Probability):
Position 184: 0.9892293586234362
Position 10052: 0.7631423577907859
Position 549: 0.6509681795723997
Position 47: 0.0049258815412279635
Position 279: 0.004599031233469459
Position 2101: 0.0029763740483426046
Position 1593: 0.0025220288557985474
Position 26: 0.0008754243663070423
Position 51: 0.0007407764523415217
Position 30: 0.0005284807804221196
Position 1161: 1.6234296832015596e-05
Position 360: 1.2366763890260452e-05
Position 388: 5.056438708189744e-06
Position 54: 2.3529288445542772e-08
Position 138: 1.6712707822305625e-08
Position 68: 8.999804586311853e-09
Position 58: 1.0007683977157004e-09
Position 120: 1.687991904476133e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 9956: 0.8070748933399547
Position 10141: 0.7300555014541715
Position 352: 0.3563805777729749
Position 434: 0.2330715468149814
Position 11410: 0.054508018191873266
Position 502: 0.044104820574566724
Position 11429: 0.043095251892221895
Position 1984: 0.027806178471972854
Position 4379: 0.015396189056875878
Position 5127: 0.011022351358219929
Position 3594: 0.010383875891812515
Position 6211: 0.009648784935877943
Position 5470: 0.007748369123992277
Position 275: 0.007661893587058422
Position 545: 0.00722199880446979
Position 3412: 0.005842035264692957
Position 442: 0.005064902648045113
Position 2595: 0.004951458512311172
Position 2866: 0.004158512019211544
Position 990: 0.003924045950526176
Position 1962: 0.003475297787590952
Position 1320: 0.0027991583215747065
Position 3386: 0.002712742328965412
Position 6242: 0.0026864938603554534
Position 1946: 0.002684077948797092
Position 4125: 0.0025692995770837173
Position 1501: 0.002503621068900461
Position 2570: 0.0021715138933084293
Position 3615: 0.002028671571664906
Position 2404: 0.0019048143423113326
Position 1336: 0.0016427940641836327
Position 105: 0.0014031870835284521
Position 718: 0.000696599009553806
Position 799: 0.0006877548314589544
Position 768: 0.00040424724946144656
Position 646: 0.00038439058511528253
Position 1188: 0.00035107702719065005
Position 266: 0.00013157692887514713
Position 398: 6.943189283577285e-05
Position 472: 5.136053504363444e-05
Position 257: 1.2467199992759291e-05
Position 126: 1.118310057957051e-05
Position 120: 1.0442920307440342e-05
Position 481: 6.483178987345306e-06
Position 219: 5.621462078762775e-06
Position 383: 5.205361667057862e-06
Position 360: 4.136208370831941e-06
Position 278: 1.9526067832521358e-06
Position 183: 1.9184101367062324e-06
Position 159: 1.333535274797881e-06
Position 387: 4.6489111530118294e-07
Position 373: 3.712958427695766e-07
Position 312: 3.610928761926124e-07
Position 143: 1.8023114526916628e-07
Position 224: 1.3860400635787447e-07
Position 138: 1.6444178003283558e-08
Position 135: 5.015191212474832e-09
Position 156: 4.043183939157922e-09
