Gene = ALG14
index = 71
Annotated 5SS: [  183  8080 45817]
Annotated 3SS: [ 7927 45684 89638]
SMsplice 5SS: [  183  8080 39895 45817 71888 80692 81034]
SMsplice 3SS: [ 7927 39783 45684 71744 80594 80925 92996]
top_k =  100
Partition function (log Z): -50.20564742101953

Sorted 5' Splice Sites (High to Low Probability):
Position 183: 0.9594811303164388
Position 8080: 0.955018035648893
Position 690: 0.10302251878310631
Position 4899: 0.057780869185194
Position 12146: 0.029508247342747526
Position 12988: 0.017226849676138644
Position 260: 0.0011643727061952196
Position 341: 0.0009863972816916062
Position 215: 0.00038081161776655416
Position 388: 0.00019579769826735002
Position 52: 0.00016508713407770124
Position 50: 0.00012020671719995902
Position 372: 7.893678695569533e-05
Position 116: 7.436158699421948e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 7927: 0.5118746729978878
Position 7906: 0.45274023350180426
Position 16309: 0.2734565627610029
Position 13554: 0.24600897135637248
Position 15061: 0.0797758520816043
Position 4762: 0.060536212229268964
Position 9134: 0.04613699446638194
Position 11764: 0.04593233436460975
Position 12833: 0.041998891052270095
Position 521: 0.041740854161589486
Position 15030: 0.038910582374021764
Position 15114: 0.034665360055277414
Position 11862: 0.0340238402466052
Position 11467: 0.031341108554334196
Position 14663: 0.02566832581846164
Position 12236: 0.023782963759239287
Position 13264: 0.021744757306505363
Position 12397: 0.008858944527512659
Position 10700: 0.008671089115182226
Position 8164: 0.008548241894532177
Position 8725: 0.007955146467984448
Position 8280: 0.007900751768152758
Position 11661: 0.006889012649766721
Position 541: 0.006225926926966655
Position 10333: 0.006092409100780577
Position 10570: 0.005997702394878482
Position 10198: 0.005608045173487447
Position 10801: 0.004679699349262174
Position 536: 0.00392951991131516
Position 8419: 0.002814529567226975
Position 486: 0.0026261761035413682
Position 604: 0.002412868341967462
Position 424: 0.002312071717001227
Position 640: 0.002257659913497341
Position 6091: 0.0022329114174657154
Position 446: 0.002231537048937955
Position 8588: 0.0021981779433969508
Position 8482: 0.0021128853354141
Position 3639: 0.0015679740256032307
Position 7135: 0.0015161772607016277
Position 7409: 0.001411482963888833
Position 569: 0.0011013484243995383
Position 3662: 0.0011010717861332012
Position 269: 0.0010562481738136333
Position 6029: 0.0006815936341303626
Position 5641: 0.0006782729786420194
Position 1409: 0.0005645414003717866
Position 2669: 0.0005395977151411036
Position 3854: 0.0004262529868255339
Position 3643: 0.0003191089091700141
Position 3760: 0.0003037245202081871
Position 2541: 0.00022693850231073645
Position 2912: 0.00018239992147434195
Position 2938: 0.00017946051546786963
Position 2985: 0.00014533898011646855
Position 1563: 0.00010068324555334336
Position 1177: 8.139816256885726e-05
Position 898: 7.383615381983564e-05
Position 1163: 4.3208812642094496e-05
Position 413: 8.87202267057358e-06
Position 453: 2.6763052074742717e-07
