Gene = KISS1
index = 747
Annotated 5SS: [ 111 3713]
Annotated 3SS: [3571 5688]
SMsplice 5SS: [111]
SMsplice 3SS: [5688]
top_k =  100
Partition function (log Z): -7.391274227437561

Sorted 5' Splice Sites (High to Low Probability):
Position 111: 0.9907411290636388
Position 1852: 0.6694139261012734
Position 2118: 0.5779570607405199
Position 3713: 0.3129309445193276
Position 4201: 0.040033136122381546
Position 4277: 0.035886915693887
Position 652: 0.013331138179435759
Position 5069: 0.013268528185335159
Position 2659: 0.010534050714104286
Position 855: 0.0014606441059309512
Position 2383: 0.0006508298057645381
Position 52: 1.0409674942541035e-05
Position 146: 1.5930042802681394e-06
Position 318: 1.0085348137224465e-07
Position 55: 9.3547632847073e-08
Position 125: 2.5077882530970326e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 5688: 0.6006125880726686
Position 1964: 0.540614895958014
Position 3571: 0.3119989122381733
Position 1695: 0.2961032352928097
Position 5857: 0.2801020163233854
Position 1738: 0.23150087465225266
Position 3995: 0.10720262679133365
Position 1801: 0.06463639544938457
Position 1945: 0.038740334198741726
Position 1646: 0.03356296041061729
Position 1677: 0.022431636870980612
Position 4792: 0.02054821943009575
Position 3791: 0.019730393345991245
Position 3334: 0.01473716544807975
Position 2497: 0.012721791590713488
Position 3516: 0.009343290496137507
Position 2338: 0.008361281634147455
Position 495: 0.007462516694816446
Position 1514: 0.006205563427210688
Position 2024: 0.005587293350296414
Position 1628: 0.005281234141940232
Position 1971: 0.004008013651443166
Position 1703: 0.003853070172586909
Position 2237: 0.0033836610220131726
Position 1650: 0.003248318757011709
Position 2571: 0.0026989912814305793
Position 1931: 0.002092764147891043
Position 2286: 0.0017754533001893419
Position 2867: 0.0015455833463825987
Position 1557: 0.0014615957535318582
Position 2989: 0.0014008722905135523
Position 262: 0.001141506791466593
Position 1610: 0.0005465951865285481
Position 1471: 0.00031566035651335415
Position 1363: 0.0002299715852016541
Position 1598: 0.0002021074685233111
Position 366: 0.0001923298334026232
Position 3429: 0.0001610180174598763
Position 540: 0.00015508946538393223
Position 478: 0.00012103876018986332
Position 563: 8.022911531814014e-05
Position 2103: 5.277306548396158e-05
Position 433: 4.229076483056496e-05
Position 1866: 1.5242479361994834e-05
Position 1911: 1.1122959370154985e-05
