Gene = APOBEC4
index = 91
Annotated 5SS: [242]
Annotated 3SS: [4501]
SMsplice 5SS: [242]
SMsplice 3SS: [4501]
top_k =  100
Partition function (log Z): -9.667904962536982

Sorted 5' Splice Sites (High to Low Probability):
Position 242: 0.7254751420926813
Position 670: 0.34068990764841717
Position 4291: 0.3018661788229106
Position 4644: 0.18811055764955287
Position 110: 0.13779137188351528
Position 1897: 0.020358213076575593
Position 1005: 0.01577900548725393
Position 1276: 0.011873655970794749
Position 4424: 0.009364137408442347
Position 909: 0.004897666311579234
Position 13: 0.0043448371686088715
Position 692: 0.003758296105921512
Position 647: 0.0018809224444153397
Position 4110: 0.0010040031238240734
Position 1013: 0.000983174041841213
Position 1143: 0.000733215138005953
Position 600: 0.0005615055352823522
Position 214: 0.0004593560449836655
Position 366: 0.00021057028811276283
Position 661: 4.888361514747229e-05
Position 349: 4.8347059639111225e-05
Position 398: 2.472074700390167e-05
Position 674: 1.5038591062547363e-05
Position 552: 1.4516711140834358e-05
Position 543: 1.882482710015299e-06
Position 338: 4.888310803576958e-08
Position 56: 1.8967792133771584e-08
Position 83: 2.2002395165490684e-09
Position 91: 1.5097731365978545e-09
Position 3: 3.018264999782685e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4501: 0.6344906120803205
Position 4139: 0.3395095324344846
Position 838: 0.26046684716480123
Position 448: 0.15491918829843462
Position 4999: 0.06627953331864804
Position 5515: 0.05319207723764296
Position 2777: 0.03088738891040291
Position 525: 0.030089763348824905
Position 6258: 0.026217785688383257
Position 6436: 0.02535028376088507
Position 1797: 0.021332800994741472
Position 4338: 0.01756747347077315
Position 5862: 0.015989658684158425
Position 4761: 0.012319427803775042
Position 3652: 0.01139845343849512
Position 5717: 0.01121270951348052
Position 541: 0.009046835328277344
Position 5266: 0.008560469689973213
Position 453: 0.0071073303751420834
Position 329: 0.0049024486226917855
Position 568: 0.004301989063761263
Position 466: 0.004300251781059822
Position 5033: 0.0036924258836800203
Position 5341: 0.003625620142887987
Position 349: 0.0035456915115923975
Position 563: 0.003466134734637922
Position 1001: 0.002981126280696334
Position 1141: 0.0012135958278690522
Position 428: 0.0010718811309469577
Position 271: 0.0007282450155174039
Position 470: 0.0002690241815872393
Position 366: 0.00022358558498601405
Position 476: 2.4694905256433133e-05
Position 109: 4.337743209259854e-06
Position 154: 2.880450842888897e-06
Position 123: 2.3404795620132333e-06
Position 141: 7.324297307597604e-07
