Gene = GCC1
index = 579
Annotated 5SS: [1457]
Annotated 3SS: [2297]
SMsplice 5SS: [ 759 2133]
SMsplice 3SS: [2000 2297]
top_k =  100
Partition function (log Z): -6.754235790050078

Sorted 5' Splice Sites (High to Low Probability):
Position 3875: 0.771081227508528
Position 2133: 0.5881560889920078
Position 759: 0.5764873666632933
Position 1760: 0.32994919604945216
Position 2619: 0.30362123143127134
Position 1457: 0.2565698645602016
Position 2510: 0.206815241213829
Position 2337: 0.1629521844774158
Position 2747: 0.1483575124324887
Position 2598: 0.11262403129852387
Position 1895: 0.09728393941165213
Position 2797: 0.08529861468095998
Position 596: 0.06302020962555116
Position 1778: 0.051396146416205844
Position 4130: 0.045797152576611544
Position 876: 0.038011558569623544
Position 303: 0.03660845882974404
Position 605: 0.0256855031207247
Position 2085: 0.018016545343982816
Position 539: 0.01474307362505526
Position 307: 0.00774112591160922
Position 283: 0.007678471115353201
Position 636: 0.005089542250749026
Position 128: 0.0050002015437829676
Position 169: 0.004807916704886431
Position 182: 0.0034470562458865906
Position 1225: 0.0028180402414101696
Position 207: 0.0015076211614796517
Position 1661: 0.001228791568509902
Position 62: 0.0007806577823635386
Position 3841: 0.0007633428359681609
Position 298: 0.0005903557187886127
Position 601: 8.107271047491745e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 2297: 0.9551756889891714
Position 3774: 0.8489564975977587
Position 2000: 0.5259986034248221
Position 4013: 0.29540902928812146
Position 4508: 0.2620471725946646
Position 1639: 0.2401691249629391
Position 4380: 0.21920939863030614
Position 2714: 0.20764075732766585
Position 1535: 0.1575048892318818
Position 1791: 0.07824448575084776
Position 2121: 0.035271352305588345
Position 4283: 0.022578177774782143
Position 2052: 0.01639903585876366
Position 1120: 0.016070751284144213
Position 1894: 0.013826195706541578
Position 1297: 0.012443821767921687
Position 4828: 0.01174663781513525
Position 696: 0.011699083115212183
Position 2243: 0.007895871619892855
Position 4910: 0.0066513068180982845
Position 1123: 0.0059524387040631845
Position 1324: 0.005951481884513503
Position 1957: 0.005569070470260088
Position 1876: 0.0032053590444020862
Position 635: 0.002890666314921379
Position 1224: 0.002749441168168659
Position 1539: 0.002300112514687399
Position 947: 0.00043312673083367015
Position 616: 1.9763922276285453e-05
