Gene = GORAB
index = 610
Annotated 5SS: [  156  7439 10464 12717]
Annotated 3SS: [ 7080 10361 12575 19885]
SMsplice 5SS: [  275  7443  8537 10464 12717]
SMsplice 3SS: [ 7080  8403 10361 12575 14566]
top_k =  100
Partition function (log Z): -2.966060894470749

Sorted 5' Splice Sites (High to Low Probability):
Position 10464: 0.9999519648896614
Position 12717: 0.9992250756467617
Position 7443: 0.9717984427830033
Position 8537: 0.6510395998649726
Position 275: 0.5059184040965033
Position 279: 0.2442108667760845
Position 511: 0.1782327832720012
Position 11518: 0.09978932338999985
Position 1523: 0.0993275553387989
Position 105: 0.09512939023877423
Position 499: 0.06575011371936834
Position 977: 0.04925223274137826
Position 11777: 0.042232112861919184
Position 12184: 0.03954848989064524
Position 156: 0.033191514293360765
Position 1000: 0.016576021356844724
Position 7439: 0.01585767299078214
Position 2456: 0.008054916353449336
Position 959: 0.00753459007849473
Position 12269: 0.007073041089891787
Position 14395: 0.006991309377465321
Position 3012: 0.006037958480728652
Position 11285: 0.005730181271799226
Position 945: 0.00498343422816899
Position 14473: 0.004257002753676322
Position 618: 0.004212526536849142
Position 13166: 0.0029113049939969967
Position 728: 0.0003501209928471558
Position 1234: 0.00030668609343017784
Position 437: 0.00023175835765702358
Position 505: 0.00022130881958325587
Position 392: 0.00020160125468757472
Position 491: 0.00018489471505261834
Position 76: 1.9937002688270155e-05
Position 10501: 1.1758218589046522e-05
Position 82: 1.1094389601415524e-05
Position 283: 7.9240250376372e-06
Position 37: 3.350156962485251e-07
Position 44: 5.736504746057105e-08
Position 168: 2.725848620865108e-08
Position 175: 9.694710017926561e-09
Position 178: 3.886714340727154e-09
Position 35: 1.676189391965995e-09
Position 191: 1.477186397207911e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 10361: 0.9999637231082503
Position 12575: 0.9995980206662659
Position 7080: 0.9876561157737853
Position 8403: 0.5787783190957694
Position 14566: 0.20278305731424492
Position 17906: 0.0958577703154541
Position 19885: 0.08657420760137671
Position 1334: 0.07950447882740097
Position 368: 0.07860127685042326
Position 17994: 0.0785924237060324
Position 817: 0.07859210592391093
Position 16381: 0.07165082312491296
Position 15760: 0.06102029362489175
Position 17118: 0.058637846896168244
Position 11426: 0.05363212664066208
Position 16054: 0.050992037421745046
Position 11652: 0.042226310269629475
Position 12020: 0.03653496385637435
Position 13024: 0.035411948910729754
Position 8263: 0.03392734195700252
Position 19470: 0.03131148548526935
Position 17767: 0.028197178488153597
Position 8364: 0.028058623569043126
Position 17353: 0.027669544317351302
Position 12965: 0.024933512637918598
Position 15207: 0.02455654352942571
Position 415: 0.024324441004247913
Position 19581: 0.02390871320946862
Position 11241: 0.02202107580243929
Position 11030: 0.01934855174178885
Position 1371: 0.016687260774729637
Position 16815: 0.016116033410194415
Position 13433: 0.014315097237928778
Position 466: 0.012529313685054595
Position 17741: 0.012357710780651577
Position 198: 0.012217397802037303
Position 13917: 0.010623602028403083
Position 8300: 0.010275315243157598
Position 12909: 0.009784503378709048
Position 14307: 0.009526564939971404
Position 11431: 0.008618527073053424
Position 2287: 0.008054916353449326
Position 12811: 0.007682657241016438
Position 14791: 0.007492066561241035
Position 12183: 0.007102255723509132
Position 12933: 0.006170185174533268
Position 2945: 0.006037958480728654
Position 12832: 0.00415410813196882
Position 14341: 0.0038633389002940004
Position 13538: 0.0038189596724876856
Position 1368: 0.0031358157366682964
Position 11996: 0.003012374752254166
Position 14600: 0.0030108031283024852
Position 11165: 0.0018313729831909253
Position 13330: 0.001281557943479011
Position 12784: 0.0010901176595750804
Position 12315: 0.00037276470011775005
Position 11249: 6.785042066449698e-05
Position 382: 6.174593956113408e-05
Position 863: 6.0858574405918255e-05
Position 395: 4.253714791584298e-05
Position 263: 3.706562520407035e-05
Position 666: 3.654945740445213e-05
Position 233: 7.1153371327642015e-06
Position 11656: 5.802592289681721e-06
Position 563: 5.663000886909897e-06
Position 306: 4.624798605395533e-06
Position 175: 3.53928941049237e-06
Position 204: 3.4049262396973095e-06
Position 11934: 1.151282016705029e-06
