Gene = RP11-540D14.8
index = 1175
Annotated 5SS: [  189 21657 22195 22458]
Annotated 3SS: [21342 22128 22379 22664]
SMsplice 5SS: [  189   813  2674  3269 12160 21657 22458]
SMsplice 3SS: [  693  2551  2981 11903 21342 22379 22664]
top_k =  100
Partition function (log Z): -8.082147836525486

Sorted 5' Splice Sites (High to Low Probability):
Position 12160: 0.9995548678566077
Position 21657: 0.9990393806806648
Position 22458: 0.9353545163199759
Position 3269: 0.9175832880257058
Position 813: 0.8786953201791641
Position 2674: 0.832227985879231
Position 189: 0.6704980419395996
Position 9839: 0.3470653336906609
Position 1181: 0.11275680206013884
Position 1452: 0.10396254903988017
Position 579: 0.10135939047253945
Position 22515: 0.019650967067219104
Position 179: 0.016260335914694272
Position 160: 0.00433031508070323
Position 603: 0.003980798245711784
Position 2694: 0.0032705910972753594
Position 1299: 0.002707516814242768
Position 1566: 0.0015251756564781686
Position 223: 0.001213311506402715
Position 827: 0.0007412553096176394
Position 583: 0.0006635300826296877
Position 817: 0.0002349220336134025
Position 733: 0.00020365721552725137
Position 361: 0.00015270032650300212
Position 416: 7.404601414882368e-05
Position 428: 7.363702365482895e-05
Position 25: 6.850232982895895e-05
Position 626: 6.811401972542181e-05
Position 163: 3.6759873010537564e-05
Position 5: 3.3503745611099345e-05
Position 9601: 3.106957119797584e-05
Position 380: 2.5653251055113987e-05
Position 382: 2.0587403484664257e-05
Position 103: 1.6501571219368e-05
Position 3693: 1.6190566111565173e-05
Position 310: 1.548596625282409e-05
Position 527: 1.255113923587188e-05
Position 6890: 1.222633952284609e-05
Position 822: 1.1934350748358807e-05
Position 3314: 1.6097852162798914e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 11903: 0.9996787380519941
Position 21342: 0.9990393806806648
Position 22664: 0.9128706587453643
Position 2981: 0.8732070844162999
Position 22379: 0.8273488942210437
Position 2551: 0.8020900145231963
Position 693: 0.6804560964164107
Position 9667: 0.3471532140953685
Position 22420: 0.16245851571564512
Position 1073: 0.107848522775548
Position 2957: 0.0444342389216017
Position 1321: 0.039108004283891426
Position 22966: 0.03412583485244071
Position 2591: 0.03340998944191475
Position 1255: 0.025226904853421564
Position 1134: 0.018252997016133064
Position 22667: 0.017240960533366396
Position 1389: 0.01363228051196484
Position 713: 0.011827336254001317
Position 1298: 0.0015866154519974796
Position 1440: 0.00152492709641547
Position 17673: 0.0005154871759418969
Position 11274: 9.749957824319392e-05
Position 699: 5.972767105405867e-05
Position 1080: 5.858193297488016e-05
Position 939: 4.181375086648664e-05
Position 1096: 3.996288294237437e-05
Position 6438: 3.781753433105126e-05
Position 9545: 3.106957119797584e-05
Position 517: 2.6383462154016948e-05
Position 907: 2.2788267274210243e-05
Position 6692: 1.9551067131260365e-05
Position 3623: 1.40362068436782e-05
Position 372: 1.2220387505118603e-05
Position 6468: 1.0173955163601222e-05
Position 507: 8.923634943312311e-06
Position 3894: 5.4539828443958005e-06
Position 5997: 4.981302440179015e-06
Position 5104: 4.127004472359321e-06
Position 993: 3.504056099482261e-06
Position 5420: 3.1634045794333203e-06
Position 3638: 2.839129980569162e-06
Position 393: 2.5797999781111493e-06
Position 4535: 2.263941209745375e-06
Position 424: 2.0972645835192754e-06
Position 5270: 1.557910440676151e-06
Position 733: 1.1117106855317474e-06
Position 575: 2.436213951382779e-13
