Gene = KY
index = 755
Annotated 5SS: [  198  3588  7707 21402 23267 25970 30274 31875 40828 42374]
Annotated 3SS: [ 3524  7643 21326 23203 25886 30164 31756 40638 42182 46547]
SMsplice 5SS: [  144  3588  7707 21417 23134 23267 25970 30274 31875 40828 42374]
SMsplice 3SS: [ 3524  7643 21326 23025 23203 25886 30164 31756 40638 42182 46547]
top_k =  100
Partition function (log Z): -6.102909710614128

Sorted 5' Splice Sites (High to Low Probability):
Position 23134: 0.9999999999999968
Position 7707: 0.9999999999999964
Position 21417: 0.9999999999999964
Position 3588: 0.9999999999999962
Position 31875: 0.9999876219240246
Position 23267: 0.7859721539304961
Position 25970: 0.743100171254274
Position 144: 0.653725535235785
Position 30274: 0.6480452760734728
Position 198: 0.34627446476421053
Position 30195: 0.24629639199614553
Position 29972: 0.18968687571492715
Position 37501: 0.1513386444941587
Position 37299: 0.10435293759047723
Position 30468: 0.08237204479397273
Position 38627: 0.0631449667012557
Position 37521: 0.05979503252735163
Position 30377: 0.008206178691198045
Position 32968: 0.005773896037063769
Position 32403: 4.888404152533921e-05
Position 32002: 2.003094928386455e-05
Position 32394: 1.588093674324583e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 7643: 0.9999999999999964
Position 21326: 0.9999999999999964
Position 31756: 0.9740552166863247
Position 23025: 0.9488898320956274
Position 30164: 0.8026351565565377
Position 23203: 0.7859721539304961
Position 25886: 0.6893075867829306
Position 3524: 0.606227930955729
Position 37380: 0.39707864268476534
Position 39769: 0.2562569532879918
Position 29818: 0.21959592184413648
Position 3381: 0.21080418349901428
Position 3453: 0.1683424738380116
Position 37618: 0.14544434482751892
Position 37825: 0.12344950756651295
Position 37064: 0.10435293759047723
Position 30329: 0.09057822348517078
Position 38491: 0.0631449667012557
Position 30044: 0.061797465383870286
Position 25936: 0.05379258447134335
Position 32162: 0.05000384939701511
Position 33243: 0.04699198531366087
Position 22827: 0.040951142298189046
Position 35636: 0.0309379742335161
Position 33021: 0.02807681514028822
Position 33049: 0.02752637231709963
Position 31719: 0.025944619606295807
Position 32634: 0.024968081549073907
Position 33505: 0.020941186957962685
Position 3237: 0.014625411707241479
Position 36010: 0.013296201453894825
Position 34924: 0.011475872726051946
Position 22766: 0.010159025606180356
Position 34883: 0.008827675814757826
Position 33449: 0.007922737118395718
Position 34642: 0.006531167601889233
Position 32930: 0.005649958486838227
Position 33091: 0.004501436784165468
Position 32042: 0.002624617538729096
Position 32514: 0.0025047394954540348
Position 33485: 0.0012076430862562675
Position 32555: 0.0007545746550053937
Position 31961: 7.816580687463273e-06
