Gene = MSL2
index = 887
Annotated 5SS: [875]
Annotated 3SS: [43107]
SMsplice 5SS: [  875  1149  3896 42995]
SMsplice 3SS: [ 1048  3816 42818 43107]
top_k =  100
Partition function (log Z): -28.14785041190087

Sorted 5' Splice Sites (High to Low Probability):
Position 3896: 0.8460110284366817
Position 875: 0.8087464355420212
Position 1149: 0.7107213889946948
Position 1452: 0.41533339829534527
Position 1989: 0.34922218744619027
Position 265: 0.10021678778498963
Position 2471: 0.04579414940641756
Position 2905: 0.025287573417416352
Position 2984: 0.024116365283340054
Position 940: 0.022220302432966507
Position 2812: 0.012419013438291656
Position 6445: 0.010860192493417593
Position 935: 0.01044105641526416
Position 2021: 0.010430558126486607
Position 2869: 0.003389417130696143
Position 252: 0.001322720486613231
Position 963: 0.0009576661018588038
Position 617: 0.0009100635119357747
Position 494: 0.0005099141689112506
Position 514: 0.0004291288163526737
Position 967: 0.00039957498338230173
Position 28: 0.00025320726918513694
Position 554: 0.00022438290680777527
Position 363: 0.0001944654703369072
Position 556: 4.9425865523552714e-08
Position 522: 4.501664223683258e-08
Position 468: 9.79670566279515e-09
Position 143: 2.390904771126076e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3816: 0.8916359727661843
Position 1048: 0.5738920624748398
Position 13934: 0.3619119553062161
Position 1338: 0.2315029263059745
Position 7127: 0.19588719690041959
Position 1926: 0.18949512000405813
Position 992: 0.13144078023218428
Position 1369: 0.12150280510144457
Position 1840: 0.1189956650865395
Position 7147: 0.11717073709333779
Position 6127: 0.09608930943244981
Position 6554: 0.06656515450407315
Position 2743: 0.05387262119833131
Position 2367: 0.045794149406417656
Position 8179: 0.040444698083974204
Position 1902: 0.0320565944823644
Position 7416: 0.029111634696923502
Position 1837: 0.01890266226448757
Position 4080: 0.015561146103897952
Position 6574: 0.01517599548295942
Position 2775: 0.011339748071412853
Position 4008: 0.010808833144690944
Position 1009: 0.008791265753855977
Position 4100: 0.004790976747736112
Position 4051: 0.0040300123138588715
Position 5848: 0.003369425630015227
Position 1083: 0.003076593098639118
Position 1052: 0.0026745951477610617
Position 974: 0.0021768445008985317
Position 3364: 0.0010626938086392866
Position 920: 0.0005199495471515342
Position 1408: 0.0003025743912885124
Position 1787: 0.00020270373522749197
Position 1232: 9.318781973688994e-05
Position 1026: 6.84211527098773e-05
Position 679: 3.6024497018298574e-05
Position 709: 1.780385424457315e-05
Position 773: 1.590763975581267e-05
Position 781: 8.805045488238587e-06
Position 573: 7.360477364769212e-06
Position 852: 3.867657917743958e-06
Position 724: 2.2144677009057817e-06
Position 338: 1.1424509320968122e-06
Position 802: 4.4154311622090545e-07
Position 810: 3.183576195716828e-07
Position 830: 1.8505604569782255e-07
