Gene = RSRP1
index = 1216
Annotated 5SS: [ 211 1076 2370 3970]
Annotated 3SS: [ 489 2217 3885 4813]
SMsplice 5SS: [ 211 2370 3970]
SMsplice 3SS: [2217 3885 4813]
top_k =  100
Partition function (log Z): 2.4026657136809

Sorted 5' Splice Sites (High to Low Probability):
Position 211: 0.985899636409594
Position 3970: 0.9726463474232185
Position 2370: 0.9234697914765906
Position 1076: 0.5114084316886457
Position 624: 0.08999938160975349
Position 4981: 0.06690293395353476
Position 550: 0.0584912730846691
Position 2383: 0.05459788792025593
Position 4685: 0.04350141566867763
Position 3226: 0.040023480119195945
Position 885: 0.030889200001550828
Position 1080: 0.026902870085805265
Position 3066: 0.026276895046036974
Position 633: 0.020150976905234454
Position 2350: 0.01477661580712744
Position 5146: 0.014629757063998982
Position 3096: 0.00982843291231562
Position 1038: 0.009456955870634198
Position 744: 0.004894754916444037
Position 568: 0.0023013830192277515
Position 5025: 0.002076994996481457
Position 1529: 0.0010750087323324578
Position 5135: 0.0008566768960062872
Position 909: 0.0007929491431066649
Position 774: 0.0007463917301681269
Position 4952: 0.0003035525031674812
Position 87: 8.646096467079818e-05
Position 93: 6.396563789934033e-05
Position 80: 5.738607236723635e-05
Position 32: 3.290484792406117e-05
Position 264: 3.064844955293668e-05
Position 4315: 2.580103016031498e-05
Position 186: 2.5553599735710578e-05
Position 579: 2.494177205451845e-05
Position 3974: 2.0832540965589828e-05
Position 2341: 1.6922645697195468e-05
Position 166: 8.692075589254395e-06
Position 66: 8.469100019915415e-06
Position 206: 6.739182902115099e-06
Position 412: 6.363846357154583e-06
Position 162: 5.128706991324605e-06
Position 55: 1.6659613248867602e-06
Position 231: 1.5908001136081264e-06
Position 215: 1.5251871116989163e-06
Position 108: 1.0593364371831413e-06
Position 253: 9.048627900824999e-07
Position 363: 8.053125991078518e-08
Position 349: 7.655007705126162e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2217: 0.9928612178496705
Position 3885: 0.9567348577013144
Position 4813: 0.9133292603498205
Position 489: 0.2332704614518563
Position 905: 0.13739700836669072
Position 908: 0.1342479358902649
Position 5271: 0.07798546935918278
Position 991: 0.07777422359416747
Position 3020: 0.07226549864043386
Position 4432: 0.05593715408161448
Position 677: 0.05549143003645176
Position 5092: 0.03057161870978632
Position 4593: 0.029356956653939045
Position 722: 0.02732933675148777
Position 926: 0.02309046484918871
Position 966: 0.016250693911419374
Position 758: 0.015120807946443814
Position 680: 0.01091435131025053
Position 3829: 0.010831375472068246
Position 5105: 0.007858917292764504
Position 3791: 0.004620616745139975
Position 4324: 0.004228950191713791
Position 4223: 0.00396114601102764
Position 3042: 0.0034607522186730017
Position 707: 0.003411403696382197
Position 824: 0.0025934225870750637
Position 725: 0.0024226933135912967
Position 3897: 0.0022392620242794245
Position 1413: 0.0010750087323324578
Position 4085: 0.0010568997585974575
Position 659: 0.0010553295943102996
Position 597: 0.000909454919352534
Position 4452: 0.0007586333102837783
Position 4343: 0.0006868020656479434
Position 2979: 0.0006784674537156592
Position 356: 0.0005502015958916438
Position 2950: 0.0005304821137591177
Position 531: 0.00016566007962610726
Position 308: 0.00013595624661125804
Position 493: 0.00011487008803940697
Position 536: 1.8669751189296225e-05
Position 322: 1.7188611438198076e-05
Position 527: 1.2584230799912597e-05
Position 441: 2.4120581273594854e-06
Position 411: 1.8010693551414735e-06
