Gene = IFI6
index = 676
Annotated 5SS: [  56 2958 3721 3953]
Annotated 3SS: [2831 3642 3802 5702]
SMsplice 5SS: [  56 2946 3721 3953]
SMsplice 3SS: [2831 3642 3802 5702]
top_k =  100
Partition function (log Z): 8.713021826924482

Sorted 5' Splice Sites (High to Low Probability):
Position 3953: 0.9978647109910915
Position 3721: 0.9948118927280103
Position 56: 0.9044445276226355
Position 2223: 0.34103510004576676
Position 1073: 0.3092143171261594
Position 2946: 0.24111112831282416
Position 2934: 0.20794001456577524
Position 2958: 0.16208231381734428
Position 2970: 0.07763443950372581
Position 4370: 0.04917314135667684
Position 3090: 0.04277489701698682
Position 2982: 0.03896212733394574
Position 430: 0.03756724537655502
Position 3078: 0.03385559167193956
Position 2640: 0.031526345720709385
Position 3066: 0.02400916015469929
Position 3054: 0.022449892405750703
Position 3114: 0.020035916328705168
Position 3006: 0.019644635358976852
Position 5483: 0.018329797259660073
Position 3102: 0.01618392626011593
Position 284: 0.016012005200939296
Position 3138: 0.014307207637734786
Position 4546: 0.012464727860119436
Position 3018: 0.012116424508942293
Position 560: 0.010940079350792066
Position 3126: 0.009755761317693757
Position 3042: 0.009752889958802637
Position 3150: 0.008626689674418387
Position 2218: 0.008097744489547134
Position 122: 0.007415803717078907
Position 3186: 0.007151926696477823
Position 3174: 0.005510070980532112
Position 3210: 0.005483613366539954
Position 2438: 0.004252875878596452
Position 3030: 0.004090057313991079
Position 3222: 0.003993411453211599
Position 3725: 0.003659651942723409
Position 3162: 0.003333096921496555
Position 2879: 0.002312735812411358
Position 3246: 0.0018429636031144754
Position 959: 0.001650451877698055
Position 2994: 0.0015813610280778017
Position 5778: 0.0013424446502446423
Position 3198: 0.0012517573224977334
Position 3888: 0.0010957395688287002
Position 1925: 0.001033299486634895
Position 5730: 0.0010325962358691213
Position 5767: 0.0010139698438505552
Position 358: 0.0005225658027267831
Position 810: 0.0003271551304302348
Position 3683: 0.00020787453683181368
Position 3977: 6.039590415603408e-05
Position 3957: 2.021988748317221e-05
Position 78: 8.930747152815499e-06
Position 76: 4.259443784173599e-06
Position 4041: 2.3210648709371746e-06
Position 3865: 1.9196567954398563e-06
Position 347: 7.763852765487958e-07
Position 223: 2.3196082608554035e-07
Position 133: 2.2021723195096229e-07
Position 180: 2.1616079882597913e-07
Position 114: 2.0775262680993377e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3642: 0.9987594177862331
Position 3802: 0.9981410377040691
Position 2831: 0.9977940103267323
Position 5702: 0.8745433791783626
Position 958: 0.2694171546870311
Position 2140: 0.17010862854183767
Position 4110: 0.1267785053744845
Position 2109: 0.11615231771711368
Position 5607: 0.028673553209902683
Position 2058: 0.026839446086107298
Position 5421: 0.02570164491537587
Position 2042: 0.021162373234884117
Position 2530: 0.014669148230165291
Position 2368: 0.01307945681163725
Position 898: 0.012522935432531447
Position 5891: 0.008696351590695007
Position 2477: 0.008030616557503291
Position 2154: 0.006227637995226079
Position 415: 0.004241638756229887
Position 2208: 0.0032626647453626373
Position 190: 0.0025741634453104057
Position 5677: 0.002437294365495701
Position 5475: 0.002283026405353123
Position 382: 0.0020614314443128424
Position 4106: 0.001970556416158853
Position 3811: 0.0017670818398316795
Position 4130: 0.0017478313824931006
Position 1037: 0.001702824138249337
Position 5641: 0.0016904443107248028
Position 5137: 0.001328656332287116
Position 4271: 0.001274119509051186
Position 4758: 0.0012205437365625093
Position 1908: 0.0011128767996961486
Position 5657: 0.0010916611299007
Position 4941: 0.0008995109844640683
Position 4353: 0.0007800034170742893
Position 4274: 0.000726158355703563
Position 6080: 0.0004880292828863428
Position 859: 0.00021101293341672838
Position 984: 0.00017129883853105968
Position 353: 0.0001308512335804762
Position 398: 8.922800784492517e-05
Position 5369: 7.403757143970748e-05
Position 892: 7.204470155833237e-05
Position 237: 6.255119633457871e-05
Position 526: 3.645178009140019e-05
Position 170: 3.5888181907543776e-05
Position 446: 3.43537458721071e-05
Position 261: 1.664036473838831e-05
Position 283: 1.2059804712830543e-05
Position 430: 1.1901762090638944e-05
Position 4208: 8.415221042549858e-06
Position 1044: 4.575342731728415e-06
Position 4491: 7.240502285728338e-08
Position 4424: 7.106259504411698e-08
