Gene = CCSAP
index = 316
Annotated 5SS: [   30   843 16204]
Annotated 3SS: [  427 15934 17529]
SMsplice 5SS: [ 279  843 1236]
SMsplice 3SS: [  731  1037 19282]
top_k =  100
Partition function (log Z): -13.229794485417182

Sorted 5' Splice Sites (High to Low Probability):
Position 843: 0.9487714807842836
Position 1236: 0.8146154629538311
Position 279: 0.7787325393373845
Position 2699: 0.3577692528709021
Position 30: 0.22609034967843641
Position 4906: 0.135662634761657
Position 6657: 0.1217809680326345
Position 1612: 0.09766052690101266
Position 700: 0.03876198113751869
Position 2541: 0.036170555315774205
Position 541: 0.02595796876009486
Position 888: 0.005870912472632081
Position 494: 0.0017204575334989088
Position 505: 0.0006310355384306962
Position 1248: 0.0005574968511973173
Position 246: 2.3351856310549447e-05
Position 338: 1.801559649557814e-05
Position 265: 1.1450100132943487e-05
Position 356: 1.0777931171136074e-05
Position 158: 1.4919829430806684e-06
Position 148: 7.260867498300004e-07
Position 364: 2.928276855214701e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 731: 0.8705753168847505
Position 1037: 0.7929555410886642
Position 11603: 0.41480747196588275
Position 6591: 0.3810809721332321
Position 2626: 0.24407873446992073
Position 6118: 0.1261320349278167
Position 4793: 0.12371169354496324
Position 427: 0.11133587646921722
Position 2583: 0.09096676876864711
Position 1449: 0.07353610319178124
Position 2662: 0.0694545348256212
Position 1186: 0.05146676102076646
Position 5096: 0.03101945844648355
Position 2216: 0.027400177834791907
Position 4660: 0.027044527059150364
Position 1517: 0.026985312275570727
Position 1750: 0.0215824629971161
Position 996: 0.015570476603900874
Position 1486: 0.013331100859458286
Position 2498: 0.01043590816482623
Position 787: 0.007437432074829439
Position 581: 0.006914743306555504
Position 733: 0.0068581384511092885
Position 3656: 0.005582550869536443
Position 142: 0.00550133799796458
Position 1586: 0.0053355288475415725
Position 2989: 0.005260563260282638
Position 972: 0.004634265984451761
Position 172: 0.004159164232639341
Position 179: 0.0030665044459819695
Position 206: 0.0027465622996926662
Position 781: 0.0023240016154219417
Position 601: 0.0017110879835748997
Position 240: 0.0010658996302418337
Position 377: 0.0009770430990331846
Position 784: 0.0009579674843556454
Position 745: 0.0007013140975243127
Position 237: 0.000588194578525834
Position 148: 0.00046230298858239953
Position 1057: 0.0003746142625812753
Position 203: 0.0002570040426652599
Position 438: 0.00021087947505737953
Position 652: 0.00013862551204802754
Position 562: 7.494635488460914e-05
Position 489: 3.5253509345371615e-06
Position 460: 2.4753463522237923e-06
Position 523: 9.286568045028416e-07
Position 499: 6.036296337431074e-07
