Gene = KLF18
index = 748
Annotated 5SS: [2968]
Annotated 3SS: [3619]
SMsplice 5SS: [ 324 2700 2968]
SMsplice 3SS: [2582 2787 3447]
top_k =  100
Partition function (log Z): -7.343892113837928

Sorted 5' Splice Sites (High to Low Probability):
Position 811: 0.7571867042122119
Position 2968: 0.6386212821452738
Position 555: 0.4579098540895929
Position 324: 0.39262123477209554
Position 1147: 0.3089158428727654
Position 769: 0.14729289801707257
Position 607: 0.08742037521331439
Position 112: 0.035167564466955986
Position 1105: 0.030720949210725518
Position 1425: 0.027763210502304823
Position 1189: 0.015371934156214417
Position 3653: 0.012561648848373885
Position 280: 0.009507929267434287
Position 2391: 0.005719449081717146
Position 185: 0.002589310139078567
Position 937: 0.0010019390906603346
Position 979: 0.00012545263137199444
Position 439: 0.00011904411402174244
Position 306: 9.853766186038179e-06
Position 152: 3.7986570622141596e-06
Position 228: 6.000836673420427e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2787: 0.6386212821452738
Position 710: 0.5185474653254577
Position 3447: 0.3494064039436203
Position 3619: 0.3318169583266674
Position 692: 0.32988430546467573
Position 3255: 0.1547385826402626
Position 3427: 0.1523571153478124
Position 1028: 0.10014255073176306
Position 1070: 0.08051600424361285
Position 1046: 0.07721906473808869
Position 1004: 0.04045201000866468
Position 986: 0.032661909687601215
Position 724: 0.028041251422683027
Position 962: 0.02401718682997486
Position 1238: 0.022443064328586726
Position 3740: 0.01256164884837388
Position 3594: 0.01068073951746307
Position 2246: 0.005719449081717156
Position 1214: 0.00455613687812235
Position 734: 0.002623764656724543
Position 398: 0.002546437977382533
Position 597: 0.0023303415004494506
Position 395: 0.0023094578370080757
Position 554: 0.0018941345925465496
Position 442: 0.0007804605163616411
Position 1196: 0.0007640092955957564
Position 323: 0.000476154281560284
Position 374: 0.00044512492973241695
Position 439: 0.0004441643649020915
Position 463: 0.00026132842398678076
Position 512: 0.0002531929279003946
Position 460: 0.00022774764566696847
Position 752: 0.00019734747512599465
Position 776: 0.00017500439684365042
Position 415: 0.00013123449893896494
Position 794: 0.00010759181192758596
Position 610: 8.54947363701532e-05
Position 878: 8.205181755847657e-05
Position 818: 5.4952969747451704e-05
Position 264: 1.4632927802532547e-05
Position 446: 1.342131535416072e-05
Position 470: 8.74989816513559e-06
Position 507: 7.109204518513914e-06
Position 484: 6.221773655830976e-06
Position 302: 2.247566687764685e-06
Position 228: 2.0730921198728713e-06
Position 339: 1.6971448035340164e-06
Position 354: 1.5962482412241216e-06
