Gene = SRM
index = 1332
Annotated 5SS: [ 248  800 1225 3421 4014 4244 5063]
Annotated 3SS: [ 678 1131 3266 3929 4097 4939 5138]
SMsplice 5SS: [ 248  800 1225 3421 4014 4244 5063]
SMsplice 3SS: [ 678 1131 3266 3929 4097 4939 5138]
top_k =  100
Partition function (log Z): 19.146486387193665

Sorted 5' Splice Sites (High to Low Probability):
Position 4014: 0.9987971273128903
Position 248: 0.9984572077234053
Position 4244: 0.9948000621878034
Position 5063: 0.97770823626477
Position 800: 0.9188980533389427
Position 3421: 0.7364906559563171
Position 1225: 0.7038257583491829
Position 1315: 0.1976442000066481
Position 1042: 0.11755789194150337
Position 1247: 0.09491089402073305
Position 847: 0.0738378993655545
Position 1046: 0.07237340221846728
Position 1055: 0.036159587775354635
Position 1023: 0.03568518160517781
Position 2015: 0.016996237264814237
Position 3470: 0.016770188822777227
Position 3462: 0.013949842624216984
Position 3342: 0.012150058194016277
Position 1063: 0.005736341942246299
Position 4622: 0.005301724927230814
Position 4871: 0.0037345248091478454
Position 4569: 0.0035000863905826655
Position 624: 0.002101528997514662
Position 4685: 0.0011904310964585432
Position 189: 0.0010633652375889242
Position 4283: 0.0008273119908883948
Position 4377: 0.0008184522818291833
Position 4534: 0.0007509095479031174
Position 4667: 0.0007217386198908767
Position 4831: 0.0006127143333455985
Position 3346: 0.0005958743316824407
Position 4409: 0.0005150277619765561
Position 1726: 0.00044707134614402783
Position 1211: 0.00030717061829329243
Position 550: 0.00027238364025938746
Position 428: 0.0002455028021485775
Position 4985: 0.0002073637968493831
Position 3996: 0.00013061544163082663
Position 5151: 0.00010221174243390715
Position 140: 3.6276535210938085e-05
Position 502: 2.261615028419649e-05
Position 479: 1.4428434369360521e-05
Position 552: 1.249721269070205e-05
Position 462: 2.959993257845076e-06
Position 10: 1.402340210952038e-06
Position 678: 1.3259989019025155e-06
Position 1398: 5.071311685632955e-07
Position 43: 4.817536940336151e-07
Position 711: 2.0128033786841893e-07
Position 18: 6.653749814785697e-08
Position 161: 6.157558172834397e-08
Position 5005: 9.196239488167152e-09
Position 5067: 8.27567854717378e-09
Position 5050: 7.168353808846289e-09
Position 15: 4.6469076494772014e-10
Position 179: 9.40275656045787e-12
Position 237: 1.5081939370133964e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 3929: 0.9995327252661941
Position 1131: 0.9956409266838179
Position 4939: 0.963553006209359
Position 678: 0.9236688611566267
Position 5138: 0.8855783988517978
Position 3266: 0.6667530233373572
Position 4097: 0.6432026352753519
Position 964: 0.2384886280114894
Position 4087: 0.18803750722202722
Position 4132: 0.14379340213152356
Position 5188: 0.07828324072825907
Position 3322: 0.06869154239847006
Position 643: 0.06513842127708945
Position 3220: 0.04451205419318259
Position 868: 0.016935990111622588
Position 1912: 0.014036827553389671
Position 5231: 0.013602709650755794
Position 4954: 0.012019696732216964
Position 4343: 0.011893224521738657
Position 4108: 0.009809079462958345
Position 4649: 0.007168951919393719
Position 4981: 0.006417866478849786
Position 890: 0.006205064419468833
Position 4144: 0.004712237201505621
Position 4978: 0.004243794974867138
Position 4984: 0.0039332255201769105
Position 4941: 0.0034284624014539553
Position 682: 0.0025472609902720293
Position 5431: 0.002429005270013347
Position 652: 0.002373892697199302
Position 466: 0.0021173286023309264
Position 1857: 0.0018828005783863631
Position 4153: 0.0014889673315781659
Position 4206: 0.0014043719557286672
Position 721: 0.0013054370088955024
Position 4135: 0.001265292887154446
Position 1880: 0.001076609133038194
Position 645: 0.0009803685320872138
Position 473: 0.0009551716723749821
Position 5155: 0.0009161284428384354
Position 4102: 0.0009114950749686604
Position 4966: 0.0006975764449812968
Position 969: 0.0006771448585565709
Position 896: 0.000613251398996698
Position 988: 0.0005921013416112718
Position 926: 0.0005054442241512908
Position 1469: 0.00043834316294073437
Position 5357: 0.00041958063262840064
Position 5273: 0.0003962329867760971
Position 3952: 0.00021416956491300234
Position 780: 0.00021180793461645763
Position 5165: 0.0001823444465818952
Position 751: 0.00011591346005663015
Position 3942: 9.396667414025595e-05
Position 3823: 7.064289928683505e-05
Position 584: 4.7096362537756174e-05
Position 338: 1.971708008422729e-05
Position 4012: 1.0078193329133627e-05
Position 1490: 8.728183203293251e-06
Position 1159: 8.374892519273831e-06
Position 3581: 8.217135521245736e-06
Position 483: 6.0526119876091105e-06
Position 612: 4.761236952387534e-06
Position 227: 4.026466279335549e-06
Position 799: 2.404687348454245e-06
Position 188: 1.913899524953458e-06
Position 266: 8.348117153401605e-07
Position 4233: 3.2865702979638896e-07
Position 494: 2.8560727142125826e-07
Position 442: 1.557396197010149e-07
Position 491: 1.478054737690525e-07
Position 1153: 7.831254378285975e-08
Position 436: 5.061427592257669e-08
Position 754: 4.993129631529215e-08
Position 1091: 4.649666317992325e-08
Position 1197: 3.378920571439749e-08
Position 1100: 3.2204993835592825e-08
Position 1209: 3.124239679136903e-08
Position 485: 2.554704413768036e-08
Position 281: 2.4354374434097425e-08
Position 1073: 1.9933382199004892e-08
Position 1268: 1.1790676297793652e-08
Position 247: 5.200907574317218e-09
