Gene = G0S2
index = 571
Annotated 5SS: [130]
Annotated 3SS: [232]
SMsplice 5SS: [130 342]
SMsplice 3SS: [232 425]
top_k =  100
Partition function (log Z): -2.4294518823504614

Sorted 5' Splice Sites (High to Low Probability):
Position 130: 0.9922141459608051
Position 342: 0.6020769312216109
Position 334: 0.017526154526867704
Position 53: 0.005452030597818056
Position 170: 0.0017287949129500383
Position 57: 0.0003988233619238652
Position 532: 0.0001661872983439315
Position 133: 0.00012535285116290732
Position 5: 1.6740446755585132e-07
Position 119: 1.057930520093461e-07
Position 379: 8.94528774909464e-09
Position 346: 8.337433476167068e-09
Position 233: 4.1649634123282696e-09
Position 180: 2.573787363980344e-09
Position 274: 1.9981434421886805e-09
Position 376: 1.0702597365110525e-09
Position 400: 1.934257216584362e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 232: 0.999467814736892
Position 425: 0.4230696676565659
Position 441: 0.07936742806743587
Position 564: 0.026080541219432304
Position 731: 0.018187768538576794
Position 444: 0.017133174796022502
Position 750: 0.011924326772991595
Position 465: 0.009258788839653835
Position 576: 0.008463007147079963
Position 407: 0.006159112887133213
Position 877: 0.005663417988387498
Position 483: 0.005468082109198198
Position 810: 0.0024674496121490593
Position 695: 0.001404806783836909
Position 668: 0.0012887365022583568
Position 495: 0.0009078119746052012
Position 448: 0.0005380027784130791
Position 767: 0.0005318803279500786
Position 779: 0.00042470144334666405
Position 733: 0.0003636098124537072
Position 206: 0.0002351660254745373
Position 492: 0.00022596313952540756
Position 507: 0.0002043678465730641
Position 782: 0.00012499268540684146
Position 477: 0.00011858738234195144
Position 671: 0.00011709831168372902
Position 688: 0.00011022817419001773
Position 499: 8.951700462675498e-05
Position 514: 8.621163754686421e-05
Position 593: 4.093607905309123e-05
Position 510: 3.899449402730997e-05
Position 794: 3.0107419750722226e-05
Position 690: 2.870283851306189e-05
Position 257: 1.958860543183911e-05
Position 252: 1.6832261174956896e-05
Position 250: 1.591398790855191e-05
Position 300: 7.144322139791674e-06
Position 279: 3.799951521560888e-06
Position 259: 2.632470902070163e-06
Position 303: 1.586619376957746e-06
Position 318: 6.662859907820105e-08
Position 315: 6.422616404791272e-08
Position 282: 5.821419606633303e-08
Position 160: 1.220673806926737e-08
Position 324: 9.73211856174392e-09
Position 165: 8.879542949519203e-09
Position 264: 7.339154274041574e-11
