Gene = LOR
index = 789
Annotated 5SS: [34]
Annotated 3SS: [1226]
SMsplice 5SS: [  34 1176]
SMsplice 3SS: [1086 1244]
top_k =  100
Partition function (log Z): -7.839761609862302

Sorted 5' Splice Sites (High to Low Probability):
Position 34: 0.9001048481721717
Position 1176: 0.8494697057407384
Position 832: 0.08894201002868274
Position 807: 0.031239938228936562
Position 455: 0.017541389702070528
Position 826: 0.00623204154594153
Position 947: 0.0038807986575239385
Position 410: 0.0015337517485494142
Position 240: 0.001442760233469667
Position 174: 0.0013029220137968373
Position 980: 0.001140709434108802
Position 302: 2.001029921287015e-05
Position 25: 6.587571022893519e-06
Position 839: 2.7666934619009894e-06
Position 215: 2.9021022824703577e-07
Position 38: 1.2659971549530514e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1086: 0.602126575074064
Position 1244: 0.31114416402191447
Position 1083: 0.12197744092896676
Position 1282: 0.10017304886831889
Position 1226: 0.09953285977778067
Position 924: 0.09892808384351641
Position 1289: 0.09843132314361888
Position 1641: 0.08325131036283973
Position 1566: 0.08288118017490156
Position 1885: 0.06507958711752572
Position 638: 0.03528727109578621
Position 1785: 0.02921093946936119
Position 2149: 0.02221576683195552
Position 1054: 0.022156537234535773
Position 1888: 0.01964938524404856
Position 695: 0.019399908388428318
Position 485: 0.010085940871408157
Position 1261: 0.009707294278950859
Position 2188: 0.009374681028809473
Position 669: 0.006048612296578955
Position 2390: 0.005114729523154908
Position 1711: 0.004750670085627955
Position 1335: 0.003638158472490871
Position 1270: 0.003629295963121842
Position 1129: 0.0034498454794040212
Position 1033: 0.0027689909620213574
Position 134: 0.002587417402852331
Position 1953: 0.0025664648877099516
Position 1303: 0.0023454503932897708
Position 1915: 0.0020797369730882953
Position 642: 0.0020291399295513705
Position 1860: 0.0019918125418453064
Position 1267: 0.0019823626252165015
Position 290: 0.0019129625151432584
Position 154: 0.0017963880288462788
Position 977: 0.0017666901379680803
Position 1977: 0.0016812955416200665
Position 2275: 0.0013988418074875348
Position 2340: 0.0013076867807993956
Position 1167: 0.001232024308755983
Position 1376: 0.0010904147966952155
Position 825: 0.0010449769492259235
Position 236: 0.0010236889989216295
Position 1193: 0.0009983571578718964
Position 1249: 0.00098978142043932
Position 860: 0.0009013550031915542
Position 524: 4.101648763695242e-05
Position 609: 3.378153822399662e-05
Position 676: 2.9888576255356623e-05
Position 211: 9.417384365449506e-06
Position 381: 5.990213753324852e-06
