Gene = CRBN
index = 407
Annotated 5SS: [   90  4548  5652  6935 12077 23492 24964 25751 26287 27255]
Annotated 3SS: [ 4440  5448  6784 11916 23428 24878 25634 26221 27122 28664]
SMsplice 5SS: [   90  4548  5602  6935  7205 12077 22143 23492 25751 26287]
SMsplice 3SS: [ 4440  5448  6784  7063 11916 22089 23428 25647 26221 28664]
top_k =  100
Partition function (log Z): -11.824143847055192

Sorted 5' Splice Sites (High to Low Probability):
Position 6935: 0.9495586405316189
Position 4548: 0.858863742055067
Position 12077: 0.7897481241960114
Position 7205: 0.7609382990855343
Position 90: 0.639250918897299
Position 5602: 0.49532855734935405
Position 5330: 0.4716091556074525
Position 5652: 0.4394643062280073
Position 6237: 0.42270274695421767
Position 295: 0.26896341291632986
Position 3725: 0.1898284336604513
Position 9153: 0.17429740081539927
Position 6164: 0.12459298478648999
Position 3527: 0.10554485533427307
Position 966: 0.08268515355262993
Position 7226: 0.06863946822787004
Position 9950: 0.053075362816897266
Position 12287: 0.04143426765585115
Position 6899: 0.03635864694931588
Position 5593: 0.026271699914822637
Position 13030: 0.024174837975188636
Position 647: 0.014650951909029217
Position 934: 0.006523245921205654
Position 2513: 0.003917420397172588
Position 4809: 0.0036465110711534207
Position 3655: 0.0031791922795320533
Position 4773: 0.0024264109572303245
Position 410: 3.0021947490579687e-05
Position 13: 1.5881653889004723e-05
Position 103: 7.27591599448854e-06
Position 307: 5.934597476402995e-06
Position 305: 4.819047550024488e-06
Position 150: 4.475858250334322e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 6784: 0.9859172874809357
Position 7063: 0.889532967224126
Position 11916: 0.8427906201737501
Position 5448: 0.5949169833479272
Position 4440: 0.48556144991265604
Position 5072: 0.45873157648899754
Position 6048: 0.4194950664981523
Position 4443: 0.3733022921424111
Position 5483: 0.3661475801442575
Position 17000: 0.19697971316567736
Position 3591: 0.19300762593998316
Position 12958: 0.18760001133592807
Position 14814: 0.18751194337259738
Position 9016: 0.17861825184632596
Position 3396: 0.10554485533427312
Position 15900: 0.09773150142352326
Position 5994: 0.0933168734804849
Position 12142: 0.09294287666293191
Position 9824: 0.08139353400536302
Position 12483: 0.05072598593200771
Position 5963: 0.03448379176207056
Position 7284: 0.02980384397750748
Position 14789: 0.023119650028990295
Position 11478: 0.019089192540376405
Position 12961: 0.013104616380667625
Position 5068: 0.012877579118454809
Position 9463: 0.007664988298085994
Position 11684: 0.006282388134660224
Position 4641: 0.006072922028383746
Position 12175: 0.005640931524726247
Position 881: 0.0047849788707476386
Position 2387: 0.003917420397172583
Position 783: 0.0027987826230364533
Position 551: 0.002424102160524554
Position 7225: 0.0008091430755621208
Position 713: 0.0007574967540657871
Position 376: 0.0007483126204720172
Position 7100: 0.00071460916038365
Position 865: 0.0005999632701439996
Position 7042: 0.00013304271690283193
Position 7069: 0.00011794979265823196
Position 558: 2.84559181529261e-05
