Gene = U2SURP
index = 1516
Annotated 5SS: [  135  9321 10815 12871 14833 15437 18498 19155 19847 20017 21124 21526
 22480 25715 26868 27108 31408 31812 33437 34566 35797 36665 37422 41738
 49511 52256 53581]
Annotated 3SS: [ 9275 10682 12771 14717 15302 18429 19059 19810 19933 20957 21313 22435
 25609 26800 26943 31244 31731 33348 34442 35639 36568 37354 41577 49399
 52136 53403 54772]
SMsplice 5SS: [  135  9665 10835 12871 14833 15437 18498 19155 20017 21124 21526 25715
 26868 27108 33437 34566 35797 36665 37422 41738 41986 49511 52256 53581]
SMsplice 3SS: [ 9456 10682 12771 14717 15302 18429 19059 19933 20957 21313 25609 26800
 26943 33348 34442 35639 36568 37354 41577 41852 49399 52136 53403 54772]
top_k =  100
Partition function (log Z): 14.81425812308152

Sorted 5' Splice Sites (High to Low Probability):
Position 33437: 1.0000000000000016
Position 37422: 0.9994136148509999
Position 25715: 0.9978118736914522
Position 21124: 0.9959494662354782
Position 15437: 0.9724331119069305
Position 36665: 0.9679976690673477
Position 14833: 0.951148238137048
Position 21526: 0.9338760895839866
Position 12871: 0.9264927248071186
Position 18498: 0.9256030549930985
Position 20017: 0.9115480055688634
Position 35797: 0.9025692930944867
Position 19155: 0.8948326139043778
Position 34566: 0.8503759346351584
Position 135: 0.8475786038256339
Position 41738: 0.7908175742520124
Position 10835: 0.7577506100805698
Position 9665: 0.6935646747916656
Position 41986: 0.5420513074974446
Position 27108: 0.4279657986962403
Position 31812: 0.3316565952459865
Position 9321: 0.29513327056150873
Position 14003: 0.26613738137061027
Position 10815: 0.24224938991943018
Position 34777: 0.1822499201095821
Position 155: 0.15242139617436717
Position 36966: 0.11329974708889741
Position 35428: 0.11245773226748472
Position 23297: 0.09422619546936797
Position 19847: 0.09308950013655692
Position 37176: 0.0704073350651403
Position 20027: 0.06451354299825195
Position 38816: 0.061952495012818916
Position 37180: 0.05163135193552741
Position 20829: 0.038079476946444216
Position 20439: 0.03469527321396695
Position 22480: 0.034311432165196214
Position 40341: 0.03364269211613089
Position 24703: 0.02445806062027944
Position 19140: 0.02385303757869703
Position 22564: 0.021915432355599285
Position 41990: 0.01971847721920291
Position 14782: 0.019686564105786043
Position 15771: 0.019048671252028918
Position 20151: 0.013187586450595666
Position 20368: 0.011769348483612602
Position 23010: 0.01145078569066065
Position 18139: 0.010724197244722022
Position 37182: 0.009438489543585064
Position 25972: 0.007406247303462706
