Gene = DNALI1
index = 458
Annotated 5SS: [ 157  830 2578 4817 5327]
Annotated 3SS: [ 683 2407 4637 5161 8106]
SMsplice 5SS: [ 157  830 2578 5327 8912]
SMsplice 3SS: [ 683 2407 5161 8852 9660]
top_k =  100
Partition function (log Z): 0.8142406870038417

Sorted 5' Splice Sites (High to Low Probability):
Position 5327: 1.0000000000000013
Position 830: 0.9690768609895797
Position 157: 0.9479319619956692
Position 2064: 0.648672764004702
Position 2578: 0.6005520492161094
Position 8912: 0.5811539150804287
Position 2591: 0.36639115175201764
Position 2857: 0.28238482727600006
Position 4817: 0.17893496084904448
Position 5637: 0.15809459047118601
Position 4741: 0.08242992139264518
Position 1933: 0.06942970125066236
Position 5980: 0.0683901615062043
Position 1610: 0.048586839519857934
Position 3057: 0.041117813220045346
Position 4170: 0.03984318341189885
Position 2136: 0.0374466835048664
Position 569: 0.021658604902009836
Position 124: 0.020498397912410933
Position 299: 0.01719183036401788
Position 9452: 0.015508814278481005
Position 2072: 0.005764577641217655
Position 105: 0.0038191699705200544
Position 620: 0.002675242662193979
Position 2036: 0.00217140295778603
Position 2582: 0.00216500425639327
Position 2285: 0.0021366381576408827
Position 13: 0.0020114014365193544
Position 5885: 0.0010870116426496363
Position 229: 0.0009665513057430285
Position 407: 0.0008620466208411574
Position 459: 0.0005178714485289099
Position 838: 0.00019147519777467048
Position 4: 2.9873245024088757e-05
Position 5835: 2.6434549171136657e-05
Position 332: 7.91279452325971e-06
Position 268: 3.790757235686264e-06
Position 285: 2.998345836382007e-09
Position 310: 2.7622123775171582e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2407: 0.9626719800989155
Position 5161: 0.9311462834094524
Position 683: 0.8349305249709776
Position 9660: 0.4524042581940987
Position 1869: 0.4503414273999547
Position 8852: 0.4209477091598917
Position 4637: 0.26136488224168963
Position 8701: 0.2517384943651918
Position 1793: 0.23042174535122045
Position 2754: 0.2119475958118224
Position 9011: 0.14055144247502074
Position 5573: 0.10259158643995271
Position 8106: 0.10097110434045067
Position 2799: 0.09736848405528044
Position 780: 0.07149152364628833
Position 9261: 0.06996088963723224
Position 5728: 0.06974947008034797
Position 5102: 0.06885371659054802
Position 5546: 0.047154537688858515
Position 726: 0.04501061292162357
Position 3997: 0.03984318341189885
Position 6227: 0.03192800846613052
Position 6616: 0.03095473075231297
Position 6591: 0.028153767054979663
Position 1716: 0.027896112198850027
Position 1551: 0.023454846152508934
Position 456: 0.02168324391897844
Position 8671: 0.019502601884543454
Position 1971: 0.0194227842312586
Position 9554: 0.017565287779807613
Position 1467: 0.015731702204592225
Position 1917: 0.01442459310669237
Position 2640: 0.0141865606289426
Position 1924: 0.014031146876861097
Position 5969: 0.013047198644108136
Position 5807: 0.012816968710695374
Position 6262: 0.0058744055121233065
Position 5444: 0.005442697950323823
Position 1398: 0.00510952915516871
Position 2068: 0.003743077157175603
Position 1667: 0.0032042430372215777
Position 530: 0.0030961840779248125
Position 1255: 0.002961451358526974
Position 5588: 0.002905768392050883
Position 2358: 0.0026936783131623963
Position 2554: 0.002685604753458473
Position 2217: 0.0021366381576408827
Position 91: 0.0020344162661551086
Position 713: 0.0018154574360453887
Position 710: 0.0017721450229469398
Position 703: 0.0008967441932712075
Position 2489: 0.0007443749747733531
Position 732: 0.0007201069894156842
Position 458: 0.0007106971124175509
Position 740: 0.0007010693187756991
Position 749: 0.0006924110561552249
Position 619: 0.0005590983448810234
Position 1296: 0.0005218189161964834
Position 1485: 0.0005159410462391323
Position 699: 0.00043254825655784603
Position 343: 0.000346445906158894
Position 426: 0.0003382449729064345
Position 2322: 0.00031256708421039666
Position 1524: 0.00022985627386360905
Position 1426: 6.169441276186033e-05
Position 421: 5.771681369947691e-05
Position 557: 3.74481954743039e-05
Position 479: 2.7008153283580944e-05
Position 434: 2.268246982693537e-05
Position 601: 1.6548464351741247e-05
Position 572: 1.3588947851063252e-05
Position 494: 1.2848271726454547e-05
Position 356: 1.221933910867609e-05
Position 105: 5.227255151524469e-06
Position 794: 4.424375928735897e-06
Position 598: 1.8106652670487181e-06
