Gene = COG2
index = 392
Annotated 5SS: [  187 17134 18332 20730 22096 26293 27044 29149 32633 36561 41144 42745
 44641 45652 46071 47662 49073]
Annotated 3SS: [16971 18265 20648 21991 26183 26863 29023 32505 36420 41081 42592 44442
 45578 45927 47521 48891 50799]
SMsplice 5SS: [  187 17134 18332 20730 22096 24603 26293 27044 28913 29149 36286 36561
 41144 42745 44641 47662]
SMsplice 3SS: [16971 18265 20648 21991 24539 26183 26863 28822 29023 36041 36420 41081
 42592 44530 47521 48891]
top_k =  100
Partition function (log Z): 8.541713216359614

Sorted 5' Splice Sites (High to Low Probability):
Position 41144: 1.0000000000000036
Position 17134: 1.0000000000000033
Position 36561: 1.000000000000003
Position 22096: 1.0000000000000029
Position 42745: 1.0000000000000029
Position 18332: 0.9931489735022245
Position 29149: 0.9908972287657407
Position 24603: 0.9576115813936639
Position 26293: 0.9498485385475329
Position 20730: 0.9496750605073597
Position 36286: 0.9442385153922511
Position 187: 0.9372310031961544
Position 47662: 0.9041256048286546
Position 27044: 0.8247315525839412
Position 44641: 0.7701896982208499
Position 28913: 0.7151752120663611
Position 5782: 0.49001250552622894
Position 24066: 0.4350718383861624
Position 4264: 0.4239589406479005
Position 49073: 0.3666015564967952
Position 25554: 0.3440366473010608
Position 47264: 0.316315231103677
Position 26631: 0.30076195560808844
Position 21156: 0.1607016923036564
Position 37271: 0.1573005705924676
Position 1261: 0.141152145477339
Position 12327: 0.1409100000411786
Position 12226: 0.134736289616898
Position 46071: 0.13458853501222134
Position 31299: 0.111290119828828
Position 32633: 0.09935390360428352
Position 19877: 0.08661175563744779
Position 4281: 0.07967401926415513
Position 45652: 0.06700181607971933
Position 4072: 0.04837715497121896
Position 348: 0.04415273241169336
Position 27017: 0.038218560682799815
Position 48047: 0.025396254704398432
Position 26284: 0.024956865097459348
Position 1057: 0.015719570185358207
Position 43708: 0.013016482065731944
Position 4300: 0.007204359566992994
Position 389: 0.005462708965216754
Position 776: 0.0045956730601248615
Position 1216: 0.00416214394013494
Position 29136: 0.00356158160682628
Position 29213: 0.003495076781642233
Position 3481: 0.0022015648321249554
Position 1418: 0.0016452986506308085
Position 3122: 0.0015227286151667393
Position 547: 9.198800433563217e-06
Position 549: 8.993575023022592e-06
Position 226: 8.73437161809201e-06
Position 298: 8.519803522646817e-06
Position 52: 5.472119551607467e-06
Position 125: 5.380183679260905e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 36420: 1.000000000000004
Position 41081: 1.0000000000000033
Position 16971: 1.0000000000000027
Position 18265: 0.993148973502225
Position 21991: 0.9669197411270727
Position 26183: 0.9584328401709017
Position 47521: 0.9481703978972219
Position 36041: 0.9442385153922513
Position 20648: 0.9118879376713602
Position 29023: 0.8925271416364192
Position 26863: 0.833688890432029
Position 48891: 0.6225704967744607
Position 42592: 0.6149312570271753
Position 4030: 0.5592144744502678
Position 24539: 0.5299419447700925
Position 5589: 0.47887038336008686
Position 24439: 0.4276696366235715
Position 28822: 0.410878158149673
Position 44598: 0.3937540362639719
Position 42626: 0.3850687429728275
Position 44442: 0.35011604146065284
Position 25473: 0.3440366473010607
Position 47173: 0.31631523110367715
Position 28766: 0.30429705391668826
Position 50799: 0.2975422569727311
Position 23970: 0.2925850577963273
Position 12084: 0.27564628965807636
Position 49325: 0.17497622709666455
Position 37131: 0.1573005705924676
Position 21018: 0.1545460627032681
Position 26490: 0.11174397048287239
Position 31157: 0.11129011982882811
Position 23934: 0.10844755635216351
Position 29068: 0.10542674551778902
Position 32505: 0.09935390360428357
Position 47939: 0.0891828658493376
Position 45837: 0.08141879541442548
Position 19700: 0.07657237840982162
Position 1145: 0.07580860636626878
Position 49238: 0.06090767321639061
Position 45578: 0.05784398964277538
Position 45982: 0.05414902509958945
Position 1179: 0.04848603038206184
Position 26380: 0.04380400773874533
Position 26434: 0.037127943358533505
Position 20623: 0.035496586167351234
Position 23912: 0.03403922423767168
Position 50757: 0.033411304762556174
Position 21925: 0.033080258872929924
Position 26605: 0.030223157238036494
Position 26567: 0.027937337002819647
Position 26458: 0.02659316702908472
Position 44266: 0.025412429368422383
Position 26548: 0.023332372757996336
Position 50523: 0.02314278055283991
Position 26918: 0.020782106959768218
Position 48340: 0.016741078390735523
Position 25881: 0.016372563474090294
Position 43535: 0.013016482065731944
Position 5760: 0.01114212216614189
Position 50504: 0.010626529546397026
Position 19736: 0.010039377227626167
Position 1105: 0.009167055405259389
Position 45367: 0.009157826436943958
Position 26807: 0.008479115874942733
Position 1223: 0.008395225790838675
Position 20944: 0.006155629600388224
Position 45126: 0.0051080522126894954
Position 641: 0.003990672175571344
Position 48291: 0.0037000208651176278
Position 47917: 0.0030821869559608892
Position 48484: 0.0030803149402283026
Position 1176: 0.002505402791695463
Position 20441: 0.0022905366686481235
Position 3255: 0.0022015648321249554
Position 1311: 0.0016452986506308078
Position 44797: 0.0015640892105772972
Position 2940: 0.0015227286151667386
Position 46476: 0.0013378552841474625
Position 1196: 0.0009519686813497299
Position 44201: 0.0009071911278027737
Position 970: 0.0007270244254287989
Position 587: 0.0007034649029503333
Position 964: 0.0007026395387842044
Position 699: 0.0005483133597345509
Position 992: 0.0005358722699037114
