Gene = ARV1
index = 98
Annotated 5SS: [  231  9391 11215 16936 18219]
Annotated 3SS: [ 9270 11060 16710 18071 21088]
SMsplice 5SS: [  231  9391 11215 16936 17935 18219 20339]
SMsplice 3SS: [ 9270 11060 16710 17800 18071 20120 20573]
top_k =  100
Partition function (log Z): -3.9990611204508992

Sorted 5' Splice Sites (High to Low Probability):
Position 9391: 1.0000000000000024
Position 18219: 0.991458023488141
Position 11215: 0.9912073168903579
Position 16936: 0.8739416199525449
Position 231: 0.6990631094754188
Position 20339: 0.6914613034230354
Position 17935: 0.4801135865909664
Position 17882: 0.3970952542878099
Position 710: 0.3728279076015245
Position 2856: 0.34664522150668237
Position 9708: 0.3224543755915807
Position 17539: 0.2454595114234093
Position 21395: 0.22879240826195596
Position 11650: 0.2278601275371903
Position 243: 0.13871135698629303
Position 20172: 0.13473639450958583
Position 471: 0.10396637068166702
Position 155: 0.032149910803086525
Position 208: 0.023120769089162746
Position 11421: 0.019857009289045924
Position 11370: 0.01042154237066101
Position 328: 0.0024063513108346286
Position 18754: 0.001695470225350925
Position 477: 0.0005821316535402272

Sorted 3' Splice Sites (High to Low Probability):
Position 9270: 1.0000000000000024
Position 18071: 0.9998675455159544
Position 17800: 0.8772088408787764
Position 16710: 0.873941619952545
Position 11060: 0.5931313375406921
Position 21088: 0.40182377107270756
Position 11100: 0.39990511486370156
Position 20120: 0.3975169096198847
Position 9574: 0.2543093425795438
Position 17422: 0.2454595114234093
Position 20088: 0.23193344967460439
Position 569: 0.22261231928219438
Position 20573: 0.22056768646544206
Position 2770: 0.20741272850234393
Position 21511: 0.2059445684719445
Position 20294: 0.17795760116053416
Position 20501: 0.17774477529580754
Position 11550: 0.1669938450797232
Position 2687: 0.1392324930043386
Position 632: 0.13784433090378478
Position 20139: 0.09375476150529513
Position 11530: 0.05490565113613342
Position 20257: 0.053939859273920136
Position 9467: 0.0524362973904887
Position 18778: 0.03902694824366727
Position 21536: 0.022847839790011593
Position 9686: 0.01570873562154824
Position 11310: 0.01369791675137257
Position 11346: 0.012688458266481241
Position 551: 0.012371257415545296
Position 18450: 0.008013985589033719
Position 18570: 0.006035631979332351
Position 11526: 0.005960631321333659
Position 20431: 0.005591824019420742
Position 18361: 0.00486873211346075
Position 11333: 0.002063041127817474
Position 18693: 0.0005752556330020405
Position 17982: 0.00013245448404715295
