Gene = IQCC
index = 713
Annotated 5SS: [  63  637 1101 1460]
Annotated 3SS: [ 492  847 1340 1578]
SMsplice 5SS: [  63  637 1101 1460]
SMsplice 3SS: [ 492  847 1340 1578]
top_k =  100
Partition function (log Z): -1.8687816764778482

Sorted 5' Splice Sites (High to Low Probability):
Position 63: 0.932893610495245
Position 1101: 0.9252946015172437
Position 1460: 0.8298482777387741
Position 637: 0.7195693517692173
Position 1452: 0.14722947559954366
Position 48: 0.02041705006924206
Position 559: 0.017637707388607097
Position 568: 0.013201833259115206
Position 546: 0.007833953456185185
Position 389: 0.005554324949603458
Position 39: 0.002638841487707402
Position 927: 0.0005367823559645031
Position 514: 0.00041747851558847956
Position 82: 0.0001669078713854573
Position 965: 0.00011855088242048325
Position 152: 8.732151333723298e-05
Position 50: 4.045238074336495e-05
Position 384: 3.3773691417265405e-05
Position 976: 1.3893610409593516e-05
Position 887: 1.1920816710501695e-05
Position 116: 3.4517502556217786e-07
Position 11: 8.893989312408659e-10
Position 320: 5.711584124812676e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1340: 0.9788411851543054
Position 1578: 0.8319121925924814
Position 847: 0.5940445939547955
Position 492: 0.548504403903151
Position 1036: 0.15802355522651493
Position 388: 0.1238694235166669
Position 850: 0.11254570777627881
Position 1651: 0.06437852360653222
Position 525: 0.03713227733358625
Position 1014: 0.032315020145671426
Position 1541: 0.02191035031907275
Position 531: 0.018863236309632547
Position 1343: 0.013760134289839476
Position 1968: 0.010924263405414813
Position 782: 0.010252632758157533
Position 2631: 0.005725195837302907
Position 2510: 0.005363255507135634
Position 462: 0.004558195051134908
Position 2012: 0.004553487910505815
Position 932: 0.004435853049178744
Position 1787: 0.004022717467756214
Position 2233: 0.003917131304992501
Position 2358: 0.0035232018956051726
Position 1892: 0.0034927958046780685
Position 2549: 0.0032063711456375974
Position 1538: 0.00281915668445888
Position 1910: 0.002755060412070417
Position 2216: 0.002602441020838487
Position 1308: 0.002552964878684276
Position 1368: 0.0024338942318720626
Position 2252: 0.0022641882814394628
Position 2689: 0.001867745849817274
Position 2027: 0.0009922985348368757
Position 2362: 0.0009040426436371136
Position 423: 0.0006651289692854636
Position 2191: 0.0006030472322926826
Position 878: 0.0005417134441692245
Position 2098: 0.0005212579306560277
Position 1349: 0.0004587935715146625
Position 1795: 0.0004007368226660453
Position 865: 0.00023820514869005873
Position 281: 0.00020133724133667986
Position 157: 9.753501176851248e-05
Position 700: 8.964725543239299e-05
Position 723: 7.858267173514667e-05
Position 137: 7.837929988456849e-05
Position 428: 6.130619042190607e-05
Position 1378: 5.9221048878518225e-05
Position 1292: 5.82068889611896e-05
Position 355: 5.100673327290892e-05
Position 1225: 3.286821286778382e-05
Position 339: 2.8200104613419087e-05
Position 212: 5.0253704160424165e-06
Position 217: 3.0505896804239467e-06
Position 141: 2.6466527647095597e-06
Position 185: 1.0585096767980294e-06
Position 103: 9.689403862103173e-07
Position 362: 6.551838595007618e-07
Position 617: 3.791751291212095e-07
