Gene = HHLA3
index = 651
Annotated 5SS: [  303 11733]
Annotated 3SS: [11638 12811]
SMsplice 5SS: [  303 11524]
SMsplice 3SS: [11340 11638]
top_k =  100
Partition function (log Z): -11.676993649646677

Sorted 5' Splice Sites (High to Low Probability):
Position 303: 0.6709339803960281
Position 11524: 0.4985493635906375
Position 7104: 0.3667773888187796
Position 11733: 0.3209572183967296
Position 404: 0.26104753180322976
Position 307: 0.054176142913720686
Position 2711: 0.020007557783367547
Position 741: 0.014051636357967837
Position 2614: 0.005469435547081618
Position 5635: 0.005115781164463251
Position 154: 0.003031005917147193
Position 121: 0.0010402348972218354
Position 3179: 0.0002087009024774202
Position 149: 0.00012418639460841485
Position 114: 1.2350765592843332e-05
Position 37: 1.1964550564355488e-05
Position 160: 3.7342847492837167e-06
Position 60: 1.5506561403488302e-06
Position 326: 6.721944446463107e-07
Position 567: 6.112308071577047e-07
Position 41: 1.5006794546875344e-07
Position 39: 1.0625109247641525e-07
Position 140: 1.040797435814447e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 11638: 0.7899521203147108
Position 11340: 0.5402219548369515
Position 6987: 0.38572082958035386
Position 12811: 0.15286496916238335
Position 12127: 0.08754395246921799
Position 11588: 0.07993675633879184
Position 12886: 0.051105998349200196
Position 11607: 0.030800588334818822
Position 11922: 0.029442298415928003
Position 2522: 0.019520103099933614
Position 7257: 0.018487506372851594
Position 3260: 0.012632108333747016
Position 234: 0.004213056020154116
Position 2543: 0.0038685144353208154
Position 5494: 0.003227083843311184
Position 869: 0.0026425740482187
Position 2498: 0.0022467263562031235
Position 5458: 0.0018886973211520671
Position 2815: 0.0015853640426279686
Position 5664: 0.00142267786501836
Position 1677: 0.0005012245131675303
Position 4840: 0.0004484405941449158
Position 1495: 0.00037917375008382774
Position 665: 0.0002845398658289363
Position 1225: 0.00014374736958214847
Position 1259: 0.00012103145399088877
Position 643: 9.498649677525014e-05
Position 1159: 8.26692245570137e-05
Position 935: 6.865772726988626e-05
Position 545: 4.029125045945362e-05
Position 603: 1.3110073622355543e-05
Position 564: 1.0267883366234792e-05
Position 204: 6.993044085594703e-06
Position 680: 1.0190989246562958e-06
Position 257: 2.7714432046941995e-07
Position 507: 2.720954518597209e-07
Position 454: 2.6367842404875987e-07
Position 440: 2.570466226956029e-07
Position 613: 2.1493471304398203e-07
Position 206: 9.217825323944942e-08
