Gene = DIEXF
index = 445
Annotated 5SS: [  164  2141  3037  5352  7157  9205 11122 13049 14441 14689 15690]
Annotated 3SS: [ 2100  2795  5177  7067  8793 10901 12845 14257 14575 15443 23196]
SMsplice 5SS: [  164  3037  5944  7157  9205 14689 16230 21736 25963]
SMsplice 3SS: [ 2795  5820  7067  9032 14575 16068 21649 25892 29251]
top_k =  100
Partition function (log Z): -8.246972925082959

Sorted 5' Splice Sites (High to Low Probability):
Position 3037: 0.9925600508266189
Position 7157: 0.975157364776641
Position 9205: 0.9498082608475621
Position 5944: 0.9132272991285796
Position 164: 0.6905963851131488
Position 16230: 0.5078114681581171
Position 19428: 0.4224658554870674
Position 15690: 0.35697948732555235
Position 16159: 0.3265828229649168
Position 14689: 0.29095558058873994
Position 204: 0.2814773750849469
Position 5352: 0.23969926600890457
Position 2141: 0.17684421677731985
Position 16222: 0.15032910885703216
Position 5387: 0.10537334364112427
Position 3540: 0.10119610541337369
Position 10995: 0.07910167755932013
Position 17297: 0.06606656214059495
Position 18625: 0.06548214668212593
Position 5931: 0.06356933012980674
Position 3451: 0.055759498690099905
Position 1620: 0.03757236812758301
Position 5499: 0.0336314127120804
Position 5284: 0.02324888599844315
Position 3579: 0.017050146808303083
Position 1690: 0.014113605932350717
Position 5365: 0.013714689980725591
Position 8654: 0.012371924093239294
Position 3602: 0.011894220091597796
Position 33: 0.01149534777940676
Position 1677: 0.011428787886089538
Position 5363: 0.011408285654047515
Position 1177: 0.010961355814769954
Position 2168: 0.008707989527970174
Position 2988: 0.00519215106750788
Position 10641: 0.004511047214832515
Position 353: 0.0034136862431726187
Position 2980: 0.0018974821839727477
Position 1271: 0.0008959862634115984
Position 4575: 0.00046908220738636
Position 1888: 0.0003942302653248378
Position 3347: 0.0002888102832976097
Position 3643: 0.00023413300057097808
Position 633: 0.0002217533834927839
Position 677: 0.00020118309809012295
Position 2977: 0.00011224020444151978
Position 219: 9.042280706539347e-05
Position 2428: 8.41931230244401e-05
Position 3119: 2.708874434726005e-05
Position 1849: 1.1787814852389508e-05
Position 1396: 5.9596660143560194e-06
Position 10: 6.094939414512238e-11
Position 48: 1.2820657444534587e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 16068: 0.9966570989549024
Position 5820: 0.9767964219307202
Position 2795: 0.95501136533924
Position 7067: 0.9184010180353891
Position 19230: 0.5674574025680743
Position 21649: 0.5559917372337253
Position 5177: 0.4000766357252607
Position 9032: 0.36140322949293496
Position 15443: 0.35697948732555235
Position 14465: 0.29095558058873994
Position 21870: 0.26701932970736675
Position 8979: 0.21150460926063658
Position 2100: 0.18351171958966703
Position 8793: 0.17433289923365547
Position 3365: 0.11650655195912864
Position 8862: 0.10755529896608146
Position 10901: 0.08094343304720132
Position 3257: 0.06986100584739571
Position 17207: 0.06606656214059506
Position 18498: 0.06548214668212604
Position 7004: 0.0567563467412514
Position 8829: 0.04226907067682137
Position 1501: 0.040418353083078125
Position 8835: 0.034110429635910516
Position 8892: 0.019062685008841715
Position 2888: 0.018379873422228264
Position 2799: 0.015340920236264979
Position 1497: 0.013970954765766302
Position 5386: 0.011058573887900689
Position 2869: 0.011056456823610306
Position 16860: 0.009209522032268491
Position 5203: 0.008908405034817362
Position 1521: 0.008451960522965325
Position 19102: 0.007511263925698252
Position 5255: 0.007032269347347322
Position 8484: 0.006522957317373933
Position 8462: 0.005904497200892207
Position 10515: 0.004652258556667851
Position 2066: 0.002040486715622875
Position 9562: 0.00070976159875337
Position 4513: 0.0002241346981694973
Position 4436: 0.0001560820087980487
Position 9988: 0.00011932023243768634
Position 4487: 8.886550041881401e-05
Position 2244: 8.459032856887443e-05
Position 3420: 6.030949050180867e-05
Position 6072: 4.0407522059925815e-05
Position 1663: 1.240596269191512e-05
Position 1689: 1.1313955704701448e-05
Position 1311: 1.089934595613144e-05
Position 235: 4.347705790804338e-06
Position 5768: 2.0732766723573324e-07
