Gene = IL12B
index = 687
Annotated 5SS: [  456  4193  7834  8494 10582 12152 14203]
Annotated 3SS: [ 4104  7557  8375 10366 11993 14070 14786]
SMsplice 5SS: [  456  4193  8494 10582 12152 14203]
SMsplice 3SS: [ 4104  8375 10416 11993 14070 14786]
top_k =  100
Partition function (log Z): 2.562245789321054

Sorted 5' Splice Sites (High to Low Probability):
Position 8494: 0.9999999999999996
Position 4193: 0.9860919266320345
Position 14203: 0.9378474653319454
Position 456: 0.9039109227825337
Position 10582: 0.875552949849887
Position 12152: 0.8514603069045151
Position 2980: 0.4382640776556335
Position 7834: 0.2816106253580754
Position 14470: 0.20196390576275494
Position 7122: 0.19912488486941424
Position 13909: 0.1728279193623119
Position 3198: 0.1708554994133044
Position 586: 0.1674119933370696
Position 7925: 0.1511089516235093
Position 7666: 0.1332473033442086
Position 4010: 0.055711844884161914
Position 2170: 0.04929955638755272
Position 3331: 0.045934460216298115
Position 7095: 0.04464701940283421
Position 12056: 0.03522020868663654
Position 9022: 0.033052311466237515
Position 10541: 0.02582162383967626
Position 5236: 0.023589978185596404
Position 3660: 0.02163796949185169
Position 810: 0.016287919001425
Position 3295: 0.016234091287561456
Position 2025: 0.015438173223931624
Position 1094: 0.012741546002265845
Position 13785: 0.01063122181991509
Position 3448: 0.010201893676512773
Position 2522: 0.008596793264886703
Position 12168: 0.007293081729025741
Position 12844: 0.007065255439839721
Position 12741: 0.0063958430468952394
Position 1788: 0.005314991510628712
Position 3561: 0.004608947203892397
Position 299: 0.001413880042395087
Position 12050: 0.001361802607545482
Position 330: 0.0012654257764057556
Position 14198: 0.0008280672042176146
Position 130: 0.0006944988568369077
Position 2991: 0.0006656654556517384
Position 2931: 0.0006046908900823669
Position 11841: 0.0005247370544299319
Position 1198: 0.0005079699220147067
Position 1202: 0.0004529160016657626
Position 1794: 0.00029845216292570813
Position 183: 7.053117237530697e-05
Position 369: 6.923205398637879e-06
Position 106: 4.350968124909739e-06
Position 101: 3.4734191727207977e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 8375: 0.9999999999999996
Position 14070: 0.9967970145079725
Position 4104: 0.9860919266320344
Position 11993: 0.806939659488105
Position 14786: 0.5752280613310385
Position 7557: 0.5659668803257932
Position 10416: 0.4898546555121164
Position 14381: 0.3870092039375373
Position 2895: 0.3452487543793785
Position 10366: 0.3111498958754426
Position 3154: 0.26947286128942083
Position 7039: 0.24377190427224849
Position 13773: 0.18345914118222695
Position 15091: 0.09957989539495617
Position 10383: 0.09308738174822626
Position 12124: 0.05690660355506147
Position 545: 0.056243383302103336
Position 3891: 0.055711844884161935
Position 2911: 0.046894881204465916
Position 2028: 0.03736810670462702
Position 12049: 0.03148913688455636
Position 8943: 0.03043941157442407
Position 2876: 0.02393611119225287
Position 2820: 0.02345468722527022
Position 15133: 0.023093336442257584
Position 5180: 0.018989017042173907
Position 1690: 0.015750966616046663
Position 542: 0.014875272167787643
Position 15563: 0.012650011472214383
Position 14353: 0.01187432850661074
Position 735: 0.011375929767003365
Position 15749: 0.010268723211275492
Position 12727: 0.008669328071746689
Position 14400: 0.008623095046703002
Position 2355: 0.008596793264886698
Position 15253: 0.00767885629213332
Position 1891: 0.00693621136881108
Position 2006: 0.005670642474147698
Position 942: 0.005518532227883905
Position 906: 0.005378279924429133
Position 10342: 0.00487039339208162
Position 12601: 0.004791770414988281
Position 4973: 0.0046009611434224915
Position 2088: 0.004393864387064107
Position 14942: 0.003325655213207112
Position 505: 0.0032560824123987354
Position 519: 0.002841890473407533
Position 15228: 0.002648695577837956
Position 8779: 0.0026128998918134427
Position 10238: 0.0024122471616965465
Position 701: 0.001909474835633871
Position 14909: 0.001862561365174842
Position 1008: 0.001844733849952814
Position 1093: 0.0009608859236804694
Position 11730: 0.0005247370544299319
Position 1829: 0.00023138173434218863
Position 786: 0.00016748817471976614
Position 422: 0.00015119350163054113
Position 679: 0.0001255515683948173
Position 529: 0.00012365235865844358
