Gene = NCKIPSD
index = 918
Annotated 5SS: [ 291 3025 3580 3883 4641 5869 6127 6353 6551 6873 7051 7364]
Annotated 3SS: [ 2914  3374  3770  4146  5697  6039  6213  6469  6743  6957  7190 11179]
SMsplice 5SS: [ 291 3025 3580 3883 5869 6127 6353 6551 6873 7051 7364]
SMsplice 3SS: [ 2914  3374  3791  5697  6039  6213  6469  6743  6957  7190 11179]
top_k =  100
Partition function (log Z): 22.81238112449916

Sorted 5' Splice Sites (High to Low Probability):
Position 3883: 0.9940112378170491
Position 5869: 0.9924261360290798
Position 291: 0.9909778855358231
Position 6873: 0.9835577937960636
Position 6127: 0.975475364439787
Position 6551: 0.8932236794073409
Position 6353: 0.8124709725233672
Position 7364: 0.7734642850079944
Position 7051: 0.7214526372786394
Position 3025: 0.6782463157477588
Position 3580: 0.4421209374231749
Position 2573: 0.3582213962464588
Position 3059: 0.31808505987685
Position 3611: 0.2564984184542669
Position 7075: 0.23770030389626248
Position 7475: 0.13376025249507142
Position 3502: 0.12034997192004102
Position 5651: 0.11138611523891886
Position 6584: 0.041048796432802584
Position 3516: 0.039296119199298096
Position 7374: 0.03151118702118882
Position 11360: 0.029547385027553875
Position 6371: 0.02888280868217303
Position 10646: 0.027820797088055956
Position 2314: 0.019565378837402933
Position 1224: 0.017958480717438087
Position 4641: 0.01728683101526774
Position 4384: 0.016901239952192993
Position 10796: 0.013763451414699566
Position 5126: 0.010725702862412822
Position 10856: 0.010636682739077748
Position 7985: 0.009404371517098995
Position 4420: 0.008259745028568645
Position 4506: 0.007865708389727609
Position 6878: 0.006349820873366799
Position 247: 0.005450609595469223
Position 3896: 0.0046553823667629755
Position 10031: 0.0046010441983318166
Position 10723: 0.004342179921832137
Position 10133: 0.004219544404009849
Position 833: 0.0036527482755731797
Position 6562: 0.0033495137078462353
Position 1604: 0.003086927534075056
Position 6151: 0.0027790352981690684
Position 2671: 0.002598873218594442
Position 2154: 0.002375973121382187
Position 6836: 0.0020623762728978366
Position 4940: 0.001573890241989989
Position 1115: 0.0015233615176546344
Position 4724: 0.001459629136519918
Position 4174: 0.001396624583116974
Position 295: 0.0013529855755073236
Position 2995: 0.0012968276433307471
Position 5875: 0.0012342502353483
Position 3104: 0.0010152151324645704
Position 3068: 0.0009373841566778238
Position 7122: 0.000863465953265466
Position 6683: 0.0007346142012393622
Position 903: 0.0006192862830732629
Position 3031: 0.0003812576660460388
Position 134: 0.00019962338725726587
Position 3911: 0.00012298634634835926
Position 7328: 0.00010779810441506329
Position 7420: 9.527565378655466e-05
Position 3168: 1.8695835429302156e-05
Position 3073: 8.385236209739336e-06
Position 573: 5.451183380920117e-06
Position 195: 8.824542948052962e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 6957: 0.9536294438777446
Position 6743: 0.9438684165548782
Position 2914: 0.9358672844137218
Position 6469: 0.935375672684813
Position 6039: 0.8847455647512368
Position 7190: 0.8741339383102246
Position 3374: 0.8497711847529853
Position 11179: 0.7899332659819853
Position 6213: 0.76251688945034
Position 5697: 0.7320273516430514
Position 3791: 0.5069592556362823
Position 3770: 0.45941538497161577
Position 2401: 0.19991786014212334
Position 5722: 0.17739692866521345
Position 11882: 0.15234219115753286
Position 2471: 0.11936803941084212
Position 5506: 0.10417972765823437
Position 5995: 0.0753683238341565
Position 5727: 0.06483515557009491
Position 2885: 0.06267126341324745
Position 7301: 0.059572069421360035
