Gene = DBR1
index = 430
Annotated 5SS: [  351  1448  3317  4843  7869 11172 11601]
Annotated 3SS: [ 1322  3235  4756  7643 11090 11454 12366]
SMsplice 5SS: [  351  1448  3317  4843 11172 11601]
SMsplice 3SS: [ 1322  3235  4710 11090 11454 11689]
top_k =  100
Partition function (log Z): -1.1837749905182129

Sorted 5' Splice Sites (High to Low Probability):
Position 4843: 0.997713725831176
Position 11601: 0.9908001685270704
Position 351: 0.9404050312449875
Position 1448: 0.933104578840629
Position 3317: 0.5613722878905896
Position 3366: 0.19202664595358873
Position 324: 0.05389415544688912
Position 1534: 0.03948167406996069
Position 12746: 0.015118852102362702
Position 11885: 0.004871904996905926
Position 381: 0.0026188014909951495
Position 12393: 0.0025505353359008788
Position 11846: 0.002442719038258427
Position 11954: 0.0021791620012545725
Position 280: 0.0019979450725741118
Position 11855: 0.0016207528372195448
Position 12040: 0.0013632214123860766
Position 486: 0.0004919897434230192
Position 389: 0.00024500397189889663
Position 491: 0.000185897553596822
Position 522: 0.00017155186462915973
Position 2947: 1.2028534706925525e-05
Position 7869: 1.0745050735733187e-05
Position 1106: 8.982855415871632e-06
Position 856: 6.325726539551292e-06
Position 539: 2.5745504859270942e-06
Position 682: 1.5664626222017686e-06
Position 792: 1.4487614579591797e-06
Position 581: 5.772997873272297e-07
Position 16: 3.6172911443958994e-07
Position 1038: 2.7951436822415987e-07
Position 93: 2.4931899730340183e-07
Position 89: 2.020333389263872e-07
Position 112: 1.7671721078937163e-07
Position 160: 1.1264437244588677e-07
Position 49: 9.515492965580789e-08
Position 67: 9.371760701233824e-08
Position 110: 7.67241201129344e-09
Position 34: 3.7236058403547486e-09
Position 107: 1.3972201996926026e-09
Position 166: 5.162351716831259e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 11454: 0.9908001685270701
Position 1322: 0.971797328191594
Position 11689: 0.752847470186069
Position 4710: 0.74792097189796
Position 3235: 0.6105534642148696
Position 4756: 0.21992226362891348
Position 12366: 0.14754071180178938
Position 3141: 0.09812142958360735
Position 13105: 0.04661425087638986
Position 3209: 0.02448565471942747
Position 13547: 0.02264922226499115
Position 4633: 0.022076401788045413
Position 12704: 0.016307898388868758
Position 3001: 0.008740308621310273
Position 12557: 0.008325420349841928
Position 11797: 0.008144309836406117
Position 2975: 0.007992346838699888
Position 4796: 0.00784373752653855
Position 12324: 0.005662950594700792
Position 13857: 0.005338308967065717
Position 13530: 0.005231915254276808
Position 2878: 0.0035451158783094965
Position 13130: 0.003083671125374991
Position 11884: 0.002997550335002431
Position 12477: 0.0027686879150550393
Position 3480: 0.0009542527071217947
Position 1447: 0.0008313160911443051
Position 7643: 0.0008300305106597759
Position 5023: 0.0004959286030297369
Position 4338: 0.00013772582580594118
Position 3476: 5.8911326720315914e-05
Position 3882: 2.8037118514463664e-05
Position 1750: 1.8506940934050902e-05
Position 432: 1.4105967663383267e-05
Position 935: 8.530590750349178e-06
Position 783: 5.315385227737763e-06
Position 3348: 1.651281630597402e-06
Position 709: 1.5124123630925332e-06
Position 3035: 1.078146829464505e-06
Position 580: 8.878356905346061e-07
Position 635: 8.709345259783076e-07
Position 276: 8.014956696794881e-07
Position 955: 5.406675427161973e-07
Position 223: 3.567044153187542e-07
Position 786: 2.2605106046529706e-07
Position 723: 1.4666363250700402e-07
Position 144: 1.4603434602455033e-07
