Gene = SDHB
index = 1236
Annotated 5SS: [  223  9410 21111 25571 26422 30198 31563]
Annotated 3SS: [ 9281 21024 25433 26304 30095 31439 35211]
SMsplice 5SS: [  223  9410 21111 25571 30198 31563]
SMsplice 3SS: [ 9281 21024 25433 30095 31439 35211]
top_k =  100
Partition function (log Z): -21.31310185013426

Sorted 5' Splice Sites (High to Low Probability):
Position 223: 0.9879575523142334
Position 9410: 0.5833279803696787
Position 3645: 0.04390539289570799
Position 4114: 0.03632803464929212
Position 8002: 0.02638136171567562
Position 643: 0.01551662722032923
Position 419: 0.012004766732155637
Position 681: 0.007124261452126358
Position 2574: 0.0061968585812701505
Position 3427: 0.0055893446541508685
Position 1916: 0.0018715527009739547
Position 3139: 0.0014196267447991572
Position 2989: 0.0010357222159139891
Position 1303: 0.0007941735326059028
Position 776: 0.0007465146809933956
Position 3460: 0.0006942475681315928
Position 119: 3.1708327511373876e-06
Position 455: 2.295305518662697e-06
Position 252: 1.5701012196398454e-06
Position 49: 1.4020017431508042e-06
Position 127: 1.2398213821613712e-06
Position 38: 5.04227878559423e-07
Position 160: 3.7836064809814616e-07
Position 66: 3.729246515956603e-07
Position 227: 2.500625876285187e-07
Position 138: 1.2844353343503073e-07
Position 85: 1.1837785314774445e-07
Position 186: 5.598416515940025e-08
Position 163: 3.361944379496326e-08
Position 53: 3.019761285103451e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 9281: 0.6970692890506192
Position 16036: 0.2509498732044541
Position 3521: 0.19005691109625816
Position 14558: 0.16139063880032356
Position 8084: 0.09486294360128276
Position 13043: 0.0625978563619871
Position 9489: 0.05237666013572726
Position 3992: 0.03921666307308182
Position 11728: 0.03836400710449175
Position 7795: 0.03337691385193382
Position 10187: 0.017648944762692045
Position 8065: 0.010563597142438876
Position 3267: 0.010379408097004958
Position 358: 0.00974224728561605
Position 2971: 0.008745871242388596
Position 500: 0.006443362742390282
Position 1135: 0.0055905988933024845
Position 596: 0.005310366975271926
Position 3517: 0.004422829311776261
Position 2523: 0.004115658343990672
Position 3545: 0.0035723454005176106
Position 1704: 0.003519561018586068
Position 2355: 0.002627000808011757
Position 1589: 0.002431404838871756
Position 3377: 0.0017764155421351535
Position 2029: 0.0017489928227915645
Position 3442: 0.001621808396941835
Position 448: 0.0012406903567272714
Position 3410: 0.0009744252922376954
Position 2426: 0.0008854734830502162
Position 1433: 0.0008832603925797705
Position 546: 0.0008096938243905943
Position 533: 0.0008012240353159259
Position 477: 0.000746126237635347
Position 2389: 0.0007331344215921915
Position 3223: 0.0005884395292931067
Position 1473: 0.000499341443033251
Position 765: 0.0003389143866725757
Position 412: 0.0003387208600373292
Position 2057: 0.0003383391504425028
Position 867: 0.00032864446160395217
Position 1991: 0.00032766362372748785
Position 1097: 0.00031561016054392117
Position 713: 0.00022604312774094607
Position 481: 5.519584566371253e-06
Position 337: 2.1340129471918956e-06
