Gene = RP5-877J2.1
index = 1189
Annotated 5SS: [    7  1187  7052 20033 23383 30088 30720 60020 69957 70371]
Annotated 3SS: [ 1120  6983 19968 23220 29906 30646 59718 69791 70289 71175]
SMsplice 5SS: [  956  1187  7052 13604 14791 23383 30720 33682 50208 69565 69957 70417]
SMsplice 3SS: [ 1120  6983 13483 14606 23220 30646 33560 49965 69406 69791 70289 71175]
top_k =  100
Partition function (log Z): -32.64839176444203

Sorted 5' Splice Sites (High to Low Probability):
Position 7052: 0.9962802988462935
Position 14791: 0.9273418000753849
Position 1187: 0.8561513598050209
Position 956: 0.8554350202567507
Position 23383: 0.6695252559926949
Position 13604: 0.47853028514668117
Position 4370: 0.427338717587995
Position 8112: 0.4052107992174807
Position 4472: 0.2701376477217451
Position 364: 0.2543588060575077
Position 4687: 0.21309751161150078
Position 2565: 0.20791150236199402
Position 6204: 0.15341722192383445
Position 10252: 0.13317723894808725
Position 1216: 0.13145821715679495
Position 4387: 0.1253042346865742
Position 2526: 0.05232495077623998
Position 241: 0.039988865899884624
Position 3247: 0.039314663201636846
Position 2372: 0.03721925169013411
Position 120: 0.036359046916091445
Position 1596: 0.0353214260056975
Position 927: 0.03040642833294998
Position 260: 0.028114970554488736
Position 7: 0.02488425356542873
Position 149: 0.023117352022188536
Position 74: 0.01972770383184117
Position 2959: 0.01288511012210765
Position 277: 0.010149586745210498
Position 1862: 0.008811596316207676
Position 256: 0.007782659803120518
Position 1591: 0.005736862059123676
Position 584: 0.0051630373035138994
Position 5127: 0.0012816393076844812
Position 350: 0.0008796062911024464
Position 1619: 0.0006195137797918616
Position 1822: 3.3794252589807484e-05
Position 297: 4.649371147135806e-06
Position 161: 4.5339487138468414e-07
Position 166: 1.8677879058303495e-07
Position 243: 1.4520249346867815e-07
Position 58: 1.1246815732007145e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 6983: 0.9967580708097747
Position 14606: 0.9753039107831084
Position 1120: 0.9715215384122304
Position 23220: 0.8828528886038571
Position 4288: 0.8751472051077892
Position 23555: 0.6695252559926949
Position 13483: 0.48590178576684995
Position 8013: 0.4063760073160748
Position 2350: 0.2749133277944344
Position 857: 0.232979279332916
Position 6118: 0.15586945288100243
Position 10130: 0.13317723894808725
Position 4593: 0.1266017312233258
Position 650: 0.03894617696165414
Position 4525: 0.03482401046888843
Position 17168: 0.03200537507152451
Position 794: 0.026704986816857047
Position 2447: 0.022587511203344797
Position 2763: 0.017502400899485137
Position 1395: 0.01669416564268581
Position 3199: 0.01599832532941831
Position 3041: 0.015066781306447815
Position 16424: 0.012483536400005268
Position 1526: 0.011550982716511369
Position 1134: 0.01106071448996937
Position 13269: 0.010581938092816143
Position 716: 0.010415758414524402
Position 1719: 0.008775327159699182
Position 881: 0.00846221497736486
Position 812: 0.007869681629659205
Position 924: 0.0070124416835610605
Position 1532: 0.006833869863828884
Position 833: 0.005454830492087023
Position 1413: 0.0039956171736161
Position 2884: 0.003663915554641193
Position 1535: 0.0024160503682758385
Position 4978: 0.0012816393076844725
Position 7588: 0.001069263336030124
Position 1032: 0.0007776433300088472
Position 568: 0.000722772705362475
Position 9508: 0.0006577588830008769
Position 1006: 0.0005206625436680553
Position 677: 0.0004346861771506242
Position 1103: 0.0003462916832025043
Position 955: 0.00033174654781372836
Position 1176: 0.00031280097431090237
Position 320: 0.0002264079150739296
Position 7613: 0.0001307190325744338
Position 1552: 7.459703935684839e-05
Position 1724: 7.006340909828985e-05
Position 2353: 1.2424815496407736e-05
