Gene = ZCCHC10
index = 1596
Annotated 5SS: [  108 19846 26473]
Annotated 3SS: [19683 26430 27753]
SMsplice 5SS: [  108 19846 26473]
SMsplice 3SS: [19683 26402 27932]
top_k =  100
Partition function (log Z): -20.397897755252277

Sorted 5' Splice Sites (High to Low Probability):
Position 108: 0.9587935872319479
Position 786: 0.21444577780659768
Position 3794: 0.05347758083202393
Position 112: 0.016994967249834115
Position 3764: 0.00906438141660774
Position 826: 0.0063953392714917266
Position 123: 0.005768173229648617
Position 1683: 0.0030826431485534533
Position 447: 0.0014171431435677146
Position 206: 0.0013872797649296855
Position 765: 0.0011790716112271614
Position 275: 0.0007897860531595662
Position 331: 0.000787194428247332
Position 379: 0.000754642824669126
Position 129: 2.201057325418672e-06
Position 265: 2.172153674669229e-06
Position 302: 1.7013513867554968e-06
Position 176: 8.272080310285788e-07
Position 174: 8.087776940813046e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1591: 0.4897597849762906
Position 706: 0.10158346542262227
Position 7596: 0.09880519541556361
Position 7400: 0.08605132654731816
Position 3697: 0.07631050983448286
Position 659: 0.0738559119255158
Position 6045: 0.06179707141178619
Position 4983: 0.046964476746774765
Position 7701: 0.0423838039279599
Position 8466: 0.024040120503488225
Position 972: 0.023490646544438446
Position 639: 0.014591704029421849
Position 581: 0.013373659922743999
Position 2444: 0.012625904332795028
Position 6167: 0.011633988505056097
Position 534: 0.011255444525990794
Position 2860: 0.009858570628534678
Position 3574: 0.008141884390512472
Position 5985: 0.007374321437175645
Position 7059: 0.007272582415741199
Position 3396: 0.007105650387524751
Position 2290: 0.006891349345788526
Position 5058: 0.004670538020183316
Position 5003: 0.0042370512112970965
Position 3708: 0.003301221963315973
Position 1704: 0.0030384499013334848
Position 2141: 0.002930622202663646
Position 1127: 0.0028068146482776515
Position 5032: 0.0027141177401902245
Position 2835: 0.0027102883236877215
Position 2120: 0.0019059408495279945
Position 428: 0.001532232344238567
Position 676: 0.0014011752326098604
Position 722: 0.0013804041071603513
Position 367: 0.0012261741136445179
Position 3047: 0.0011758922576478351
Position 546: 0.0010009346304033064
Position 466: 0.0007489146280875515
Position 2178: 0.000714125545525651
Position 761: 0.0006825689134487999
Position 1103: 0.0006452830311001023
Position 495: 0.0001981593674776065
Position 483: 0.00013409878022581625
Position 708: 8.618278677303237e-06
Position 710: 7.470182250322389e-06
Position 734: 6.809110115802019e-06
