Gene = CLSPN
index = 380
Annotated 5SS: [   82  4711  5663  6769  7525  7931  8833  9587 16184 18679 20296 20462
 21524 22022 23163 24478 26474 26788 30564 30793 31474 31937 32590 33015]
Annotated 3SS: [ 4601  5213  6606  7446  7857  8723  9011 15991 18421 20116 20396 21323
 21866 22935 24365 26397 26686 30398 30670 31345 31830 32506 32852 33321]
SMsplice 5SS: [   82  4711  6769  7525  8139  8833 18598 20536 21524 22022 24478 26474
 26788 30568 30793 31474 31937 32590 33015]
SMsplice 3SS: [ 4601  6606  7350  7857  8723 18421 20396 21323 21866 24365 26397 26686
 30398 30670 31345 31830 32506 32852 33321]
top_k =  100
Partition function (log Z): 27.103850412543444

Sorted 5' Splice Sites (High to Low Probability):
Position 18598: 1.0000000000000036
Position 26788: 0.9999867160351352
Position 31937: 0.9918454491622213
Position 21524: 0.9872339347940285
Position 31474: 0.9724005731109554
Position 26474: 0.9636442835721877
Position 33015: 0.9585151429050263
Position 8833: 0.9445679142262735
Position 24478: 0.9189972814097697
Position 32590: 0.8425668331707901
Position 82: 0.8263015008826573
Position 4711: 0.7821215485439594
Position 22022: 0.6808668224581009
Position 20536: 0.6374280188640856
Position 30793: 0.4779997669831719
Position 30722: 0.46541121196431984
Position 9116: 0.43394455879091126
Position 30568: 0.4094933133940559
Position 8139: 0.40223479060325595
Position 20462: 0.3625719811359169
Position 7525: 0.35673159218786893
Position 7931: 0.33209902927807955
Position 30564: 0.1864805588599182
Position 29108: 0.18248858772585383
Position 4761: 0.1792595871094613
Position 2667: 0.17000725806815192
Position 7977: 0.16240599005243161
Position 70: 0.15960462828928662
Position 26602: 0.1336683839651462
Position 23163: 0.13177096778732203
Position 2660: 0.10746406772429255
Position 30193: 0.1005127476122575
Position 30502: 0.09188332357003927
Position 30598: 0.07453759278588426
Position 32747: 0.07068277075211174
Position 2308: 0.06454932563520202
Position 30514: 0.056278027649629116
Position 30773: 0.0445921016951194
Position 32631: 0.04189764580401665
Position 7530: 0.026030269890625717
Position 3703: 0.02597174921638056
Position 33168: 0.02220325592750595
Position 24795: 0.01881690075145152
Position 32646: 0.01835285855631613
Position 30465: 0.013080029325730167
Position 5663: 0.01261231867312011
Position 21532: 0.012173452677565623
Position 30897: 0.01197052019528048
Position 30590: 0.009417212033642885
Position 467: 0.009298977448086077
Position 31428: 0.008897875143638575
Position 26478: 0.008306850202160584
Position 33142: 0.006069338643117574
Position 31998: 0.003454906478486725
Position 27683: 0.003076054269179494
Position 26494: 0.00270313858507176
Position 28671: 0.0025237856243657732
Position 31977: 0.0020633706034882673
Position 317: 0.0019711609374625716
Position 135: 0.001798880357349926
Position 22026: 0.0014923212682426484
Position 32231: 0.0014025596519544503
Position 31768: 0.0011304595625750207
Position 32686: 0.0007904793581609006
Position 1407: 0.00046315379996905926
Position 32594: 0.0004111212734205603
Position 140: 0.00033508126493408307
Position 362: 0.00022661702025726356
Position 33267: 0.00022535641777828215
Position 33444: 0.00010866102080052083
Position 31984: 0.00010544378038907739
Position 26515: 8.516713426491716e-05
Position 26819: 1.3125624389168331e-05
Position 27034: 5.5338192556189815e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 18421: 1.0000000000000047
Position 20396: 1.0000000000000036
Position 30670: 0.9984042728030904
Position 26686: 0.9959417304287596
Position 26397: 0.9935751323877288
Position 31830: 0.9889911647080377
Position 32852: 0.9778350505750972
Position 21323: 0.9683607370426734
Position 33321: 0.9641393833405271
Position 32506: 0.9547148367921999
Position 8723: 0.944567914226273
Position 24365: 0.9170125605318269
Position 7857: 0.8967398099337673
Position 30398: 0.8427393856537
Position 4601: 0.8005762856160629
Position 31345: 0.7487729968235859
Position 9011: 0.41628884541969086
Position 7350: 0.38276186207849466
Position 21866: 0.3816955335768903
Position 2537: 0.26751618976451663
Position 31376: 0.2123812814303377
Position 21936: 0.19821438813912332
Position 4505: 0.16063258053401097
Position 26548: 0.11423652733557717
Position 29044: 0.11161928236762211
Position 21903: 0.10244922201032924
Position 30082: 0.1005127476122576
Position 22935: 0.0766704793855365
Position 28996: 0.05370041807189514
Position 2188: 0.03704543782736802
