Gene = P4HTM
index = 994
Annotated 5SS: [  722  1026 11740 12708 14372 15282 15979 16299]
Annotated 3SS: [  943 11548 12610 14208 14971 15828 16174 16797]
SMsplice 5SS: [  503  1026 11674 12708 15979 16299]
SMsplice 3SS: [  943 11548 12610 15828 16174 16797]
top_k =  100
Partition function (log Z): 2.21291740554875

Sorted 5' Splice Sites (High to Low Probability):
Position 1026: 0.9999999999999996
Position 12708: 0.9999999999999993
Position 16299: 0.9722176848137076
Position 11674: 0.8548672288519763
Position 503: 0.7986323269491149
Position 14372: 0.7466213084633513
Position 15979: 0.7254096729233723
Position 6928: 0.4384626294323821
Position 14130: 0.22220981091521047
Position 14068: 0.2021120056600726
Position 15043: 0.15608602128953067
Position 722: 0.1543396207982595
Position 9769: 0.1344529233823163
Position 15829: 0.1267800215962795
Position 15702: 0.10264276299442082
Position 14105: 0.09581700382481081
Position 14866: 0.048978713724672815
Position 14332: 0.03656942676050643
Position 13677: 0.033537904587576606
Position 585: 0.01652560520040165
Position 13595: 0.015891589235033227
Position 16273: 0.012872672317933712
Position 60: 0.012367175594329725
Position 13685: 0.011828374291402627
Position 825: 0.006447381649119107
Position 13525: 0.0060588543905082965
Position 16677: 0.0055627172626364066
Position 829: 0.004042211574345689
Position 15926: 0.003993608177891398
Position 13614: 0.003359372359767933
Position 73: 0.0016564412697709194
Position 13711: 0.001640255978028148
Position 693: 0.0016293519271978853
Position 175: 0.0013503759108337233
Position 565: 0.0007709258664322432
Position 127: 0.0007471979841570077
Position 554: 0.0005886832094422897
Position 383: 0.0003240426742484759
Position 795: 0.00017139279996329488
Position 258: 0.0001631508835066195
Position 577: 0.0001519017094086944
Position 84: 9.221399946756933e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 16174: 0.9925150485199641
Position 12610: 0.9895786842524589
Position 943: 0.9795691657538175
Position 16797: 0.877325923005627
Position 11548: 0.8548672288519763
Position 14208: 0.7830912948815574
Position 15828: 0.5892533043977606
Position 6837: 0.438462629432382
Position 13843: 0.321317957399321
Position 13969: 0.19892030334307292
Position 15466: 0.19030072746599896
Position 14971: 0.15408585202474118
Position 9599: 0.1344529233823163
Position 15887: 0.11284451723192158
Position 16565: 0.07182545808878668
Position 13499: 0.07043197703454132
Position 15777: 0.05106699362165015
Position 14735: 0.030937837182880228
Position 16405: 0.028505391507848216
Position 14697: 0.018040876541792584
Position 752: 0.01145232273754651
Position 12354: 0.010421315747540735
Position 15955: 0.00950403507573711
Position 17101: 0.009170275416854038
Position 899: 0.007752050484974904
Position 16925: 0.006323309751607023
Position 15542: 0.0058593644698040435
Position 16431: 0.0041477664211607874
Position 14828: 0.0020001692647895037
Position 13281: 0.001884373807775518
Position 917: 0.0012264610236601373
Position 17139: 0.0008370251115211674
