Gene = URB2
index = 1535
Annotated 5SS: [  123  1526  6212 12014 17460 19736 21519 25089 28155]
Annotated 3SS: [ 1386  6034  8682 17298 19624 21275 25000 28014 32865]
SMsplice 5SS: [  171   433  1526  6212  9697 10183 10567 12014 21519 25089 28155]
SMsplice 3SS: [  256  1386  6034  9357 10076 10285 11947 21275 25000 28014 32865]
top_k =  100
Partition function (log Z): 2.2041446902797763

Sorted 5' Splice Sites (High to Low Probability):
Position 21519: 0.9999999999999978
Position 9697: 0.9999999999999971
Position 12014: 0.999999999999997
Position 1526: 0.9878279743182697
Position 10567: 0.9830122492036861
Position 10183: 0.9380145268073214
Position 6212: 0.85761676336681
Position 433: 0.8564577072315871
Position 25089: 0.8250672497204161
Position 171: 0.695377301624859
Position 28155: 0.5891475667427069
Position 29830: 0.5231837898830165
Position 30754: 0.29290346821964747
Position 123: 0.29193804297783993
Position 19736: 0.2079049477276959
Position 28133: 0.2055770311047041
Position 28146: 0.20396145870248256
Position 10967: 0.17851448934254158
Position 27451: 0.16137476339706014
Position 16771: 0.15189705040653148
Position 8844: 0.12063369714561767
Position 30483: 0.11656448553445149
Position 25137: 0.09105423532884901
Position 27338: 0.0782265568821111
Position 27330: 0.07030240974726637
Position 6321: 0.05691200137461256
Position 29790: 0.05019857225533505
Position 11650: 0.043225189579001635
Position 1289: 0.038505237045466226
Position 32630: 0.013890484698131124
Position 561: 0.012724702621929165
Position 31283: 0.011961351660757423
Position 163: 0.01002016812120442
Position 774: 0.005589109830855
Position 31147: 0.0052997042114253335
Position 3235: 0.003290709335732586
Position 141: 0.002593234708872362
Position 2744: 0.002562876052124216
Position 194: 3.074496645619159e-06
Position 175: 1.6019397202942924e-06
Position 127: 7.371046269973207e-07
Position 262: 2.994879013611559e-07
Position 86: 2.617343849666389e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 28014: 0.999999999999998
Position 21275: 0.9999999999999976
Position 11947: 0.9882912349119238
Position 1386: 0.9524686793128416
Position 6034: 0.9145287647414226
Position 32865: 0.8905519886712308
Position 25000: 0.8602433217401104
Position 9357: 0.660221945261156
Position 256: 0.6203878791803459
Position 10285: 0.5591665024039163
Position 10076: 0.5397257841039756
Position 10327: 0.4238457467997699
Position 9969: 0.3982887427033458
Position 29685: 0.36730954591914966
Position 30433: 0.33598354402438596
Position 27206: 0.3099037300264374
Position 9655: 0.2922605238419546
Position 19624: 0.2079049477276959
Position 29741: 0.2069585761961388
Position 274: 0.18112008858177897
Position 16663: 0.15189705040653148
Position 8682: 0.12063369714561761
Position 30613: 0.10942773192866366
Position 10863: 0.07323755374295238
Position 10786: 0.060807968843773444
Position 25044: 0.055878163309154745
Position 11564: 0.054933954667074264
Position 271: 0.04804991612647825
Position 9368: 0.04751753089688622
Position 30639: 0.04181046476155931
Position 10648: 0.03643591788105162
Position 1432: 0.027795561954392704
Position 31096: 0.025005410993909953
Position 1201: 0.023213968802832392
Position 1164: 0.01939960024378133
Position 32845: 0.01575484458980469
Position 32443: 0.013890484698131148
Position 384: 0.01045866405552944
Position 10911: 0.00803304887476415
Position 656: 0.0035174506361714385
Position 1501: 0.003455401049887992
Position 3164: 0.0032907093357325843
Position 29910: 0.0030450993583790026
Position 504: 0.0028276302807641387
Position 338: 0.0021171351392458714
Position 724: 0.00207165919468356
Position 219: 0.001900922596996036
Position 29044: 0.0017396478096304126
Position 437: 0.0012611262714989357
Position 2598: 0.0011119291101679327
Position 230: 0.000993769816936711
Position 2584: 0.0009392359534857256
Position 29020: 0.0006797339450721155
Position 28303: 0.0005308401166030448
Position 2602: 0.0005117109884705581
