Gene = ZMAT2
index = 1601
Annotated 5SS: [ 145  579 1796 3658 4238]
Annotated 3SS: [ 484 1671 3583 4091 5278]
SMsplice 5SS: [ 145  579 1796 3658 4238]
SMsplice 3SS: [ 484 1671 3583 4091 5278]
top_k =  100
Partition function (log Z): 8.587550564535508

Sorted 5' Splice Sites (High to Low Probability):
Position 4238: 0.9999791626552026
Position 1796: 0.9971045611122379
Position 145: 0.9728690545614904
Position 579: 0.8986881062921979
Position 3658: 0.619343346007519
Position 3671: 0.23055357167840126
Position 3883: 0.2048770120389256
Position 752: 0.127718798171432
Position 1579: 0.08836701986084004
Position 2775: 0.0667416673398086
Position 608: 0.01890893379167963
Position 3707: 0.014998506943937923
Position 302: 0.014709856710347507
Position 5474: 0.011393442373132688
Position 3259: 0.006141459305195561
Position 5509: 0.006081673121757235
Position 266: 0.005947142773438365
Position 675: 0.0045705358582814265
Position 641: 0.004325158410163038
Position 2697: 0.004090789828484884
Position 169: 0.0033554149081608943
Position 583: 0.0030212845071566456
Position 2121: 0.0021882128409728267
Position 742: 0.0021762549891022756
Position 5476: 0.0017651255607883335
Position 5472: 0.0017622824886058927
Position 1324: 0.0016054231293060302
Position 149: 0.0015734685568091567
Position 5480: 0.0015684355031600427
Position 5478: 0.0015486395155576088
Position 3769: 0.0013410352418530072
Position 653: 0.0012236981469611887
Position 1415: 0.0009442786971016425
Position 179: 0.00038762152497785074
Position 878: 0.00032146341356471055
Position 282: 0.00018520660186598087
Position 260: 0.00017984639063862567
Position 320: 0.00012436096870181102
Position 151: 6.482264213572366e-05
Position 132: 4.508636279982618e-05
Position 329: 2.38519688023612e-05
Position 121: 2.3492313146770407e-05
Position 4145: 2.0267181334204425e-05
Position 156: 2.026267032961369e-05
Position 154: 1.1613770808940761e-05
Position 189: 5.576343796298082e-06
Position 4557: 5.152125849624785e-06
Position 306: 4.929461458741797e-06
Position 1725: 4.222176185770318e-06
Position 422: 3.419137358693693e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 1671: 0.9760518026054334
Position 484: 0.9675342253394223
Position 4091: 0.9050307268161889
Position 3583: 0.7903771961603412
Position 5278: 0.6835114884250395
Position 3815: 0.11434665010982585
Position 4144: 0.08912803995640044
Position 3563: 0.08890199000573121
Position 4336: 0.08882781354758547
Position 6161: 0.08721243361697913
Position 3759: 0.07354669171904997
Position 1561: 0.0720528528554422
Position 710: 0.06509886426778093
Position 4391: 0.042452625116077676
Position 6120: 0.029636947980931035
Position 2523: 0.0257656720265654
Position 2687: 0.02544742882370064
Position 438: 0.022948909648222826
Position 6190: 0.01849432292235264
Position 5281: 0.01720949333718464
Position 1322: 0.014764403970758242
Position 5634: 0.014542410986197827
Position 4507: 0.014289567309595597
Position 1448: 0.01274155052789449
Position 2527: 0.009681050958594409
Position 6048: 0.007061088330887278
Position 4441: 0.007038627737910229
Position 5983: 0.006153872665009031
Position 4096: 0.0054594553551258595
Position 1415: 0.0052784613734747935
Position 2658: 0.0048360666501626225
Position 2620: 0.003464286222099415
Position 3834: 0.003413870826620941
Position 2931: 0.003047554297175076
Position 5827: 0.0023249078956186276
Position 4875: 0.0022059409028256224
Position 399: 0.0021484186033093244
Position 679: 0.0019887150851903832
Position 1291: 0.001903210808490512
Position 1465: 0.0018983158249607308
Position 1628: 0.001701461660818159
Position 1178: 0.001605423129306029
Position 3135: 0.0015953891852153932
Position 1951: 0.0015470979942808912
Position 2952: 0.0014985158228050922
Position 5148: 0.0010806247915117178
Position 5287: 0.0009877873869337745
Position 2724: 0.0009122274538427318
Position 3874: 0.0008818107637208111
Position 2701: 0.0007257250333282861
Position 365: 0.0007030320050397328
Position 1863: 0.0006411148466919346
Position 4635: 0.0005690559473439035
Position 4365: 0.0005257417888673254
Position 511: 4.56987517931372e-05
Position 1714: 2.774483895254499e-05
Position 3346: 2.64700341687757e-05
Position 446: 1.7540854071959363e-05
Position 342: 1.9520853776269222e-06
Position 415: 6.675601427686873e-07
Position 372: 3.594017812539112e-07
Position 258: 3.2480413413943434e-07
Position 521: 1.991154542176125e-07
Position 1528: 1.7907984472101758e-07
Position 352: 1.7689277416411395e-07
Position 251: 1.7683311264729966e-07
Position 1517: 9.830029422899383e-08
