Gene = TRAT1
index = 1479
Annotated 5SS: [  237  8083 16270 24432 26557]
Annotated 3SS: [ 7971 16235 24369 26467 30921]
SMsplice 5SS: [  237  2174  2369  8083 16270 24432 26557]
SMsplice 3SS: [ 2035  2289  7971 16235 24369 26467 30079]
top_k =  100
Partition function (log Z): -19.44744732053356

Sorted 5' Splice Sites (High to Low Probability):
Position 237: 0.9054008136188865
Position 2369: 0.8775933322683694
Position 2174: 0.6279843097516308
Position 8083: 0.5677683812407379
Position 473: 0.458393040126936
Position 3904: 0.04429330631577977
Position 3689: 0.029152950131171213
Position 2446: 0.008785397390000203
Position 715: 0.0012240466228002022
Position 1452: 0.0008581801983210124
Position 159: 0.0003857734822909884
Position 330: 0.00030040582829833043
Position 44: 0.0001357843759948813
Position 163: 5.910374270947975e-05
Position 232: 2.7465752424122494e-05
Position 269: 1.846046118029911e-05
Position 30: 1.8013877342546257e-05
Position 319: 1.1389332978865693e-05
Position 364: 1.1156265873653327e-05
Position 347: 7.448619753446739e-06
Position 105: 6.680382610139333e-06
Position 298: 5.4536394247465906e-06
Position 26: 3.4635369140021555e-06
Position 450: 2.8849080527982774e-06
Position 271: 1.5376283823345688e-06
Position 505: 9.038133904567765e-07
Position 333: 7.466311535651289e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2035: 0.5320961270274294
Position 2289: 0.49808032424946175
Position 2260: 0.3683494729915652
Position 7971: 0.3310312307073164
Position 424: 0.32114127818859184
Position 6109: 0.2854397740914691
Position 8010: 0.25388237053228907
Position 11786: 0.12924748446762643
Position 11766: 0.12119181487424355
Position 2081: 0.1036982631584622
Position 8359: 0.0885602675135986
Position 9534: 0.0860030504610612
Position 2893: 0.06299619137227794
Position 10767: 0.058351651354655434
Position 8866: 0.041571929847061
Position 3625: 0.040187672617268445
Position 2200: 0.038022839537034794
Position 3571: 0.033715880171360076
Position 362: 0.029782572223429553
Position 8481: 0.02561456796185149
Position 8308: 0.017227614760639293
Position 465: 0.014450504159564573
Position 3679: 0.013176584764943093
Position 1199: 0.00996296303387694
Position 4942: 0.0060667920969475824
Position 2759: 0.003812640074249648
Position 446: 0.00222166681551006
Position 1662: 0.001544377227970496
Position 602: 0.001239934854984049
Position 2265: 0.0012272775654215062
Position 438: 0.0010126375078155837
Position 2222: 0.0009559801996000571
Position 397: 0.00037474844505023006
Position 403: 0.00011274267700476658
Position 556: 9.048135779134785e-05
Position 2331: 6.945738602019097e-06
Position 311: 1.5367851918911469e-06
Position 326: 1.0188336924943192e-07
Position 319: 6.470789269641439e-08
Position 330: 4.0667338776126765e-08
Position 333: 3.1271588460180604e-08
