Gene = CAMP
index = 276
Annotated 5SS: [ 366 1115 1328]
Annotated 3SS: [1006 1255 1945]
SMsplice 5SS: [ 366 1115 1328]
SMsplice 3SS: [1006 1255 1415]
top_k =  100
Partition function (log Z): -2.8974370701617262

Sorted 5' Splice Sites (High to Low Probability):
Position 366: 0.9738267154251118
Position 1328: 0.9642296335987093
Position 1115: 0.9269452884038294
Position 915: 0.5298392081145109
Position 587: 0.14858721931823146
Position 1140: 0.03557759549444795
Position 1586: 0.018461654413235384
Position 231: 0.006709032633011948
Position 89: 0.0052224158719214875
Position 1499: 0.004004266404888961
Position 258: 0.003039489161425004
Position 940: 0.0018630313688447937
Position 810: 0.001738811876604537
Position 841: 0.0017222566616557516
Position 625: 0.00151996831977327
Position 715: 0.0009168427534752971
Position 69: 0.000764503379983426
Position 210: 0.0007027216431945709
Position 135: 0.0006014035586727974
Position 200: 0.00017992142110988645
Position 5: 9.110816680289183e-05
Position 203: 8.174812290928016e-05
Position 311: 9.311808672591209e-06
Position 279: 1.5434348436622504e-06
Position 413: 6.501673910155258e-07
Position 415: 1.4030715818771577e-07
Position 286: 2.190739646231296e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1006: 0.9565430787728546
Position 1255: 0.9087185072924523
Position 1415: 0.6878259356733641
Position 490: 0.1990427423340294
Position 836: 0.18228084038598993
Position 742: 0.10831971498676042
Position 1440: 0.10479917936862045
Position 1945: 0.09833722163762004
Position 878: 0.08867978153406803
Position 775: 0.05214672674366641
Position 1229: 0.03943864951599146
Position 1782: 0.031039172876311555
Position 1699: 0.02911675938488829
Position 586: 0.02475032980966484
Position 1208: 0.013062073408512112
Position 690: 0.012467067581653817
Position 1420: 0.009185513635448204
Position 1472: 0.00875192507069519
Position 1730: 0.008028923028598249
Position 1494: 0.00774504052588923
Position 294: 0.007373245058265591
Position 1537: 0.007275184706978417
Position 1623: 0.006363845143756086
Position 257: 0.005728518981637504
Position 449: 0.003959140321854783
Position 1805: 0.0033244006580903573
Position 521: 0.0031720813103450524
Position 661: 0.002764162592428217
Position 502: 0.002478826298867553
Position 2099: 0.002134791269950916
Position 1241: 0.0018373165998454121
Position 914: 0.0015676530357257505
Position 2064: 0.0014271160422134714
Position 839: 0.0013811831569652136
Position 559: 0.0011849561119901552
Position 1019: 0.0010799624037704171
Position 797: 0.0009997625976788183
Position 1046: 0.0007376195339958296
Position 1317: 0.0004499153459485107
Position 746: 0.00044478577712432133
Position 844: 0.00043035772584356833
Position 1294: 0.00014411422171264332
Position 355: 6.082551659790342e-05
Position 452: 2.0538972830396933e-05
Position 265: 1.4117242475523667e-05
Position 308: 1.3767316784079891e-06
Position 170: 1.0050266218355495e-06
Position 272: 2.1691658945410898e-07
Position 276: 1.0621471118166417e-07
Position 178: 6.937646300900054e-08
Position 106: 4.867704415731527e-08
Position 527: 2.7233913450993263e-08
Position 143: 2.219539304104676e-08
Position 153: 4.050934831273599e-09
Position 145: 3.4038335428595943e-09
